episode,episode_variant,controller,scenario_id,scenario_name,mode,frame_id,step,row,col,ppo_action,selected_action,action_confidence,shield_overrode,shield_reason,obstacle_risk,hazard_risk,combined_risk,obstacle_clearance_cells,distance_to_goal,progress,perception_latency_ms,ppo_decision_latency_ms,shield_decision_latency_ms,total_inference_latency_ms,done,done_reason
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,51,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,14.3875732421875,11.40175425099138,0.0,12.161624999862397,0.533792,0.0,12.695416999862397,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,52,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,14.3875732421875,11.40175425099138,0.0,12.161624999862397,0.530625,0.0,12.692249999862398,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,53,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,14.3875732421875,11.40175425099138,0.0,12.161624999862397,0.538875,0.0,12.700499999862398,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,54,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,14.3875732421875,11.40175425099138,0.0,12.161624999862397,0.530708,0.0,12.692332999862398,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,55,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,14.3875732421875,11.40175425099138,0.0,12.161624999862397,0.526709,0.0,12.688333999862397,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,56,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,14.3875732421875,11.40175425099138,0.0,12.161624999862397,0.515125,0.0,12.676749999862396,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,57,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,14.3875732421875,11.40175425099138,0.0,12.161624999862397,0.506542,0.0,12.668166999862397,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,58,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,14.3875732421875,11.40175425099138,0.0,12.161624999862397,0.50775,0.0,12.669374999862397,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,59,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,14.3875732421875,11.40175425099138,0.0,12.161624999862397,0.502583,0.0,12.664207999862397,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,60,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,14.3875732421875,11.40175425099138,0.0,12.161624999862397,0.506875,0.0,12.668499999862398,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,61,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,14.3875732421875,11.40175425099138,0.0,12.161624999862397,0.507167,0.0,12.668791999862398,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,62,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,14.3875732421875,11.40175425099138,0.0,12.161624999862397,0.504667,0.0,12.666291999862397,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,63,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,14.3875732421875,11.40175425099138,0.0,12.161624999862397,0.503834,0.0,12.665458999862397,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,64,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,14.3875732421875,11.40175425099138,0.0,12.161624999862397,0.5025,0.0,12.664124999862397,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,65,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,14.3875732421875,11.40175425099138,0.0,12.161624999862397,0.507125,0.0,12.668749999862397,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,66,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,14.3875732421875,11.40175425099138,0.0,12.161624999862397,0.509625,0.0,12.671249999862397,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,67,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,14.3875732421875,11.40175425099138,0.0,12.161624999862397,0.506791,0.0,12.668415999862397,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,68,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,14.3875732421875,11.40175425099138,0.0,12.161624999862397,0.510167,0.0,12.671791999862396,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,69,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,14.3875732421875,11.40175425099138,0.0,12.161624999862397,0.504542,0.0,12.666166999862398,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,70,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,14.3875732421875,11.40175425099138,0.0,12.161624999862397,0.507667,0.0,12.669291999862397,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,71,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,14.3875732421875,11.40175425099138,0.0,12.161624999862397,0.510208,0.0,12.671832999862398,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,72,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,14.3875732421875,11.40175425099138,0.0,12.161624999862397,0.503042,0.0,12.664666999862398,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,73,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,14.3875732421875,11.40175425099138,0.0,12.161624999862397,0.580833,0.0,12.742457999862397,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,74,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,14.3875732421875,11.40175425099138,0.0,12.161624999862397,0.574708,0.0,12.736332999862396,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,75,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,14.3875732421875,11.40175425099138,0.0,12.161624999862397,0.58075,0.0,12.742374999862397,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,76,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,14.3875732421875,11.40175425099138,0.0,12.161624999862397,0.642083,0.0,12.803707999862397,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,77,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,14.3875732421875,11.40175425099138,0.0,12.161624999862397,0.632375,0.0,12.793999999862397,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,78,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,14.3875732421875,11.40175425099138,0.0,12.161624999862397,0.574375,0.0,12.735999999862397,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,79,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,14.3875732421875,11.40175425099138,0.0,12.161624999862397,0.549083,0.0,12.710707999862397,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,80,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,14.3875732421875,11.40175425099138,0.0,12.161624999862397,0.540458,0.0,12.702082999862396,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,81,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,14.3875732421875,11.40175425099138,0.0,12.161624999862397,0.531083,0.0,12.692707999862398,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,82,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,14.3875732421875,11.40175425099138,0.0,12.161624999862397,0.575292,0.0,12.736916999862396,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,83,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,14.3875732421875,11.40175425099138,0.0,12.161624999862397,0.606,0.0,12.767624999862397,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,84,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,14.3875732421875,11.40175425099138,0.0,12.161624999862397,0.5485,0.0,12.710124999862398,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,85,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,14.3875732421875,11.40175425099138,0.0,12.161624999862397,0.5195,0.0,12.681124999862398,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,86,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,14.3875732421875,11.40175425099138,0.0,12.161624999862397,0.510042,0.0,12.671666999862397,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,87,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,14.3875732421875,11.40175425099138,0.0,12.161624999862397,0.515833,0.0,12.677457999862398,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,88,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,14.3875732421875,11.40175425099138,0.0,12.161624999862397,0.508541,0.0,12.670165999862396,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,89,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,14.3875732421875,11.40175425099138,0.0,12.161624999862397,0.538708,0.0,12.700332999862397,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,90,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,14.3875732421875,11.40175425099138,0.0,12.161624999862397,0.524958,0.0,12.686582999862397,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,91,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,14.3875732421875,11.40175425099138,0.0,12.161624999862397,0.560666,0.0,12.722290999862397,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,92,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,14.3875732421875,11.40175425099138,0.0,12.161624999862397,0.525042,0.0,12.686666999862396,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,93,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,14.3875732421875,11.40175425099138,0.0,12.161624999862397,0.5195,0.0,12.681124999862398,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,94,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,14.3875732421875,11.40175425099138,0.0,12.161624999862397,0.521375,0.0,12.682999999862398,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,95,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,14.3875732421875,11.40175425099138,0.0,12.161624999862397,0.535375,0.0,12.696999999862397,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,96,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,14.3875732421875,11.40175425099138,0.0,12.161624999862397,0.535709,0.0,12.697333999862398,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,97,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,14.3875732421875,11.40175425099138,0.0,12.161624999862397,0.512875,0.0,12.674499999862396,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,98,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,14.3875732421875,11.40175425099138,0.0,12.161624999862397,0.598708,0.0,12.760332999862397,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,99,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,14.3875732421875,11.40175425099138,0.0,12.161624999862397,0.520292,0.0,12.681916999862397,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,100,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,14.3875732421875,11.40175425099138,0.0,12.161624999862397,0.507375,0.0,12.668999999862397,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,101,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,14.3875732421875,11.40175425099138,0.0,12.161624999862397,0.504458,0.0,12.666082999862397,0,
