controller,mode,perception_latency_ms,ppo_decision_latency_ms,shield_decision_latency_ms,total_inference_latency_ms
ppo_shield,mono,39.3928915997094,0.6287842957044896,0.8191266079621924,40.84080250337608
ppo_shield,stereo,10.806091399354045,0.6290054134072445,0.820090837773015,12.255187650534305
raw_ppo,mono,39.3928915997094,0.5921255348297024,0.0,39.9850171345391
raw_ppo,stereo,10.806091399354045,0.5963584582133333,0.0,11.40244985756738
