episode,episode_variant,controller,scenario_id,scenario_name,mode,frame_id,start_row,start_col,goal_row,goal_col,start_obstacle_risk,goal_obstacle_risk,success,collided,done_reason,steps,path_length,start_distance,final_distance,path_efficiency,progress_efficiency,min_obstacle_distance_cells,mean_obstacle_risk,max_obstacle_risk,mean_hazard_risk,max_hazard_risk,hazard_exposure_steps,shield_interventions,shield_intervention_rate,perception_latency_ms,avg_ppo_decision_latency_ms,p50_ppo_decision_latency_ms,p95_ppo_decision_latency_ms,avg_shield_decision_latency_ms,p50_shield_decision_latency_ms,p95_shield_decision_latency_ms,avg_total_inference_latency_ms,elapsed_ms,selected_visual
178,17,raw_ppo,lateral_maneuver,Lateral Maneuver,mono,0010,4,2,44,37,0.0,0.0,0,1,collision_risk,38,53.740115370177584,53.150729063673246,3.605551275463989,0.0,0.9219402944509446,0.0,0.030710864525574904,0.9999999403953552,0.0005543371742687734,0.0027176842559129,0,0,0.0,169.17329100033385,0.5051391842105264,0.5021665,0.5186168999999999,0.0,0.0,0.0,169.67843018454437,21.386208998592338,
179,17,raw_ppo,stress_density,Stress Density,stereo,0040,4,2,27,9,0.0,0.0,0,1,collision_risk,8,11.313708498984763,24.041630560342615,15.033296378372908,0.0,0.7962317734081685,0.0,0.1111111044883728,0.9999999403953552,1.8370033195846725e-08,1.1287772849755129e-07,0,0,0.0,9.763624999322928,0.507849,0.5051045000000001,0.5225557,0.0,0.0,0.0,10.271473999322929,4.533833998721093,
180,17,raw_ppo,stress_density,Stress Density,mono,0040,4,2,27,9,0.0,0.0,0,1,collision_risk,26,36.76955262170048,24.041630560342615,19.235384061671343,0.0,0.13071267274094447,0.0,0.04768232504526774,1.0,0.019263530414078828,0.062372930347919464,0,0,0.0,6.436416999349603,0.5110993461538461,0.508,0.52771825,0.0,0.0,0.0,6.947516345503449,14.815333001024555,
181,18,raw_ppo,baseline_open,Baseline Open,stereo,0020,2,1,38,46,0.0,0.0,0,0,max_steps,200,67.46803743153542,57.62811813689564,11.40175425099138,0.0,0.6851594569178541,2.79998779296875,0.1144134562522803,0.9193671345710754,0.006833360777739559,0.1484920084476471,0,0,0.0,12.161624999862397,0.5042547949999999,0.5017705,0.5215544999999999,0.0,0.0,0.0,12.665879794862397,112.30020899893134,
182,18,raw_ppo,baseline_open,Baseline Open,mono,0020,2,1,38,46,0.0,0.1527777761220932,0,1,collision_risk,38,53.740115370177584,57.62811813689564,7.280109889280518,0.0,0.9368794223980235,0.0,0.045974791049957275,0.9999998807907104,0.0015928798078308037,0.00898263230919838,0,0,0.0,8.002416998351691,0.504722552631579,0.5013955,0.5245473,0.0,0.0,0.0,8.50713955098327,21.35245799945551,
183,18,raw_ppo,dense_corridor,Dense Corridor,stereo,0050,10,7,47,4,0.0,0.0,0,1,collision_risk,3,4.242640687119286,37.12142238654117,34.52535300326414,0.0,0.6118994217819894,0.0,0.25,1.0,0.008425038220593706,0.01860668696463108,0,0,0.0,9.967291000066325,0.5134026666666666,0.510917,0.5232911,0.0,0.0,0.0,10.480693666732991,1.720874999591615,
184,18,raw_ppo,dense_corridor,Dense Corridor,mono,0050,10,7,47,4,0.27681323885917664,0.0,0,0,max_steps,200,58.154328932550676,37.12142238654117,45.044422518220834,0.0,0.0,1.0,0.0013771802928317246,0.27681323885917664,0.028129834878553986,0.7983804941177368,3,0,0.0,6.563708000612678,0.50561901,0.5034795,0.52426665,0.0,0.0,0.0,7.069327010612678,112.62012500083074,
185,18,raw_ppo,obstacle_cluster,Obstacle Cluster,stereo,0060,10,7,47,4,0.0,0.0,0,1,collision_risk,3,4.242640687119286,37.12142238654117,34.52535300326414,0.0,0.6118994217819894,0.0,0.25,1.0,0.009361723670735955,0.014715569093823433,0,0,0.0,8.926332999180886,0.5151530000000001,0.510333,0.5270963999999999,0.0,0.0,0.0,9.441485999180886,1.7200420006702188,
186,18,raw_ppo,obstacle_cluster,Obstacle Cluster,mono,0060,10,7,47,4,0.27681323885917664,0.0,0,0,max_steps,200,58.154328932550676,37.12142238654117,45.044422518220834,0.0,0.0,1.0,0.0013771802928317246,0.27681323885917664,0.014350050292289704,0.5093903541564941,0,0,0.0,6.788624999899184,0.50521102,0.502729,0.52297465,0.0,0.0,0.0,7.293836019899184,112.47512499903678,
187,18,raw_ppo,lateral_maneuver,Lateral Maneuver,stereo,0010,2,1,45,38,0.0,0.3078703284263611,0,0,max_steps,200,67.46803743153542,56.72741841473134,11.704699910719626,0.0,0.6673192257844974,9.799957275390625,0.03884992200825641,0.6153548359870911,0.010664983458210995,0.32548972964286804,0,0,0.0,13.21158299833769,0.542581845,0.5061249999999999,0.6468646,0.0,0.0,0.0,13.75416484333769,120.6689170030586,
188,18,raw_ppo,lateral_maneuver,Lateral Maneuver,mono,0010,2,1,45,38,0.0,0.15740740299224854,0,1,collision_risk,39,55.154328932550676,56.72741841473134,4.47213595499958,0.0,0.9474375533357641,0.0,0.02567515280097723,0.9999999403953552,0.14072993544659768,0.7015240788459778,2,0,0.0,169.17329100033385,0.9811730512820511,0.782833,1.7074131000000001,0.0,0.0,0.0,170.1544640516159,43.88074999951641,
189,18,raw_ppo,stress_density,Stress Density,stereo,0040,2,1,29,9,0.0,0.0,0,1,collision_risk,10,14.142135623730955,28.160255680657446,17.11724276862369,0.0,0.780858931482967,0.0,0.17324282906272195,0.9972992539405823,3.5256322871881067e-07,3.0676083042635582e-06,0,0,0.0,9.763624999322928,0.6992499999999999,0.6560625,0.9854480999999998,0.0,0.0,0.0,10.462874999322928,7.883624999521999,
190,18,raw_ppo,stress_density,Stress Density,mono,0040,2,1,29,9,0.0,0.0,0,1,collision_risk,28,39.59797974644666,28.160255680657446,20.024984394500787,0.0,0.20544662475834213,0.0,0.049382711278981174,0.9999998807907104,0.09069496346570063,0.4175759255886078,0,0,0.0,6.436416999349603,1.0942738928571427,0.566292,2.4271772999999994,0.0,0.0,0.0,7.530690892206746,36.02004099957412,
191,19,raw_ppo,baseline_open,Baseline Open,stereo,0020,1,2,39,45,0.0,0.0,0,0,max_steps,200,67.46803743153542,57.38466694161429,10.770329614269007,0.0,0.6909099345693602,1.399993896484375,0.10003799617068092,0.8724921345710754,0.02981408351029758,0.6008380651473999,0,0,0.0,12.161624999862397,0.7057081000000001,0.619875,1.0647853999999997,0.0,0.0,0.0,12.867333099862398,160.50662500128965,
192,19,raw_ppo,baseline_open,Baseline Open,mono,0020,1,2,39,45,0.0,0.4484953284263611,0,1,collision_risk,38,53.740115370177584,57.38466694161429,5.0,0.0,0.974777716437217,0.0,0.03343621278420473,1.0,7.985293438254163e-10,4.318105872869182e-09,0,0,0.0,8.002416998351691,0.5590340263157895,0.5476875,0.64913305,0.0,0.0,0.0,8.56145102466748,23.977749999176012,
193,19,raw_ppo,dense_corridor,Dense Corridor,stereo,0050,9,9,48,2,0.0,0.0,0,1,collision_risk,3,4.242640687119286,39.6232255123179,37.36308338453881,0.0,0.5327206083326623,0.0,0.6939621418714523,0.9999998807907104,0.05518191435839981,0.1334220916032791,0,0,0.0,9.967291000066325,0.5909856666666666,0.557958,0.649308,0.0,0.0,0.0,10.558276666732992,1.9857919978676364,
194,19,raw_ppo,dense_corridor,Dense Corridor,mono,0050,9,9,48,2,0.16666662693023682,0.0,0,0,max_steps,200,56.56854249492377,39.6232255123179,47.01063709417264,0.0,0.0,1.0,0.0008291871986578946,0.16666662693023682,5.784682686627153e-06,0.00019395950948819518,0,0,0.0,6.563708000612678,0.53754208,0.519729,0.6418913499999997,0.0,0.0,0.0,7.101250080612678,120.49504100286867,
195,19,raw_ppo,obstacle_cluster,Obstacle Cluster,stereo,0060,9,9,48,2,0.0,0.0,0,1,collision_risk,3,4.242640687119286,39.6232255123179,37.36308338453881,0.0,0.5327206083326623,0.0,0.6939621418714523,0.9999998807907104,5.904002905881546e-14,1.8265594657444761e-13,0,0,0.0,8.926332999180886,0.5784583333333334,0.594416,0.6079547,0.0,0.0,0.0,9.50479133251422,1.9377499993424863,
196,19,raw_ppo,obstacle_cluster,Obstacle Cluster,mono,0060,9,9,48,2,0.16666662693023682,0.0,0,0,max_steps,200,56.56854249492377,39.6232255123179,47.01063709417264,0.0,0.0,1.0,0.0008291871986578946,0.16666662693023682,0.45684145977183427,0.8070462346076965,4,0,0.0,6.788624999899184,0.616413315,0.5567709999999999,0.9809434499999999,0.0,0.0,0.0,7.405038314899184,139.54241700048442,
197,19,raw_ppo,lateral_maneuver,Lateral Maneuver,stereo,0010,1,2,46,37,0.0,0.0,0,0,max_steps,200,67.46803743153542,57.0087712549569,12.36931687685298,0.0,0.6616385488225106,8.39996337890625,0.032525449585799705,0.7515430450439453,5.969420836869009e-08,2.0360828330012737e-06,0,0,0.0,13.21158299833769,0.5469262399999999,0.5186459999999999,0.67779585,0.0,0.0,0.0,13.75850923833769,123.00254200090421,
198,19,raw_ppo,lateral_maneuver,Lateral Maneuver,mono,0010,1,2,46,37,0.0,0.11824844777584076,0,1,collision_risk,39,55.154328932550676,57.0087712549569,7.211102550927978,0.0,0.9028786981512816,0.0,0.04611785709857941,0.9999998807907104,0.015228261271541043,0.07339491695165634,0,0,0.0,169.17329100033385,0.5078033333333334,0.50475,0.5235086,0.0,0.0,0.0,169.68109433366718,22.08470900222892,
199,19,raw_ppo,stress_density,Stress Density,stereo,0040,1,2,29,9,0.0,0.0,0,1,collision_risk,8,11.313708498984763,28.861739379323623,20.024984394500787,0.0,0.7810661716815316,0.0,0.11057527197731866,0.9951774477958679,0.0002413025935068289,0.0010370309464633465,0,0,0.0,9.763624999322928,0.5166666249999999,0.512521,0.54156425,0.0,0.0,0.0,10.280291624322928,4.659792000893503,
200,19,raw_ppo,stress_density,Stress Density,mono,0040,1,2,29,9,0.0,0.0,0,1,collision_risk,29,41.012193308819754,28.861739379323623,22.02271554554524,0.0,0.1667558665365902,0.0,0.05677082935969035,0.9999998807907104,2.0774176523448665e-07,5.35288290848257e-06,0,0,0.0,6.436416999349603,0.5107973793103449,0.508625,0.5323666,0.0,0.0,0.0,6.9472143786599485,16.528707998077152,
201,20,raw_ppo,baseline_open,Baseline Open,stereo,0020,2,2,38,46,0.0,0.0,0,0,max_steps,200,66.46803743153542,56.85068161420758,11.40175425099138,0.0,0.6837711645996816,2.1968994140625,0.10774252794923919,0.9353779554367065,0.027277220807824982,0.6499999761581421,0,0,0.0,12.161624999862397,0.50673146,0.50425,0.5242851,0.0,0.0,0.0,12.668356459862396,112.95720800262643,
202,20,raw_ppo,baseline_open,Baseline Open,mono,0020,2,2,38,46,0.0,0.1527777761220932,0,1,collision_risk,37,52.32590180780449,56.85068161420758,7.0710678118654755,0.0,0.9513379049860426,0.0,0.026539145674752563,0.9999998807907104,0.04734284152167511,0.41797417402267456,0,0,0.0,8.002416998351691,0.5082510810810811,0.503917,0.52835,0.0,0.0,0.0,8.510668079432772,20.9638750020531,
203,20,raw_ppo,dense_corridor,Dense Corridor,stereo,0050,9,9,47,2,0.0,0.0,0,1,collision_risk,3,4.242640687119286,38.63935817272331,36.40054944640259,0.0,0.5276922773869994,0.0,0.6939621418714523,0.9999998807907104,3.565989555466876e-13,1.2832868448442447e-12,0,0,0.0,9.967291000066325,0.5149443333333333,0.506875,0.5291122,0.0,0.0,0.0,10.48223533339966,1.7344999978377018,
204,20,raw_ppo,dense_corridor,Dense Corridor,mono,0050,9,9,47,2,0.16666662693023682,0.0,0,0,max_steps,200,56.56854249492377,38.63935817272331,47.042533945356304,0.0,0.0,1.0,0.0008291871986578946,0.16666662693023682,0.21093746223982407,0.8031054139137268,5,0,0.0,6.563708000612678,0.50618642,0.503542,0.523917,0.0,0.0,0.0,7.069894420612678,112.78908399981447,
205,20,raw_ppo,obstacle_cluster,Obstacle Cluster,stereo,0060,9,9,47,2,0.0,0.0,0,1,collision_risk,3,4.242640687119286,38.63935817272331,36.40054944640259,0.0,0.5276922773869994,0.0,0.6939621418714523,0.9999998807907104,0.09424920054152608,0.2083473801612854,0,0,0.0,8.926332999180886,0.519111,0.510041,0.5380166,0.0,0.0,0.0,9.445443999180887,1.7382090009050444,
206,20,raw_ppo,obstacle_cluster,Obstacle Cluster,mono,0060,9,9,47,2,0.16666662693023682,0.0,0,0,max_steps,200,56.56854249492377,38.63935817272331,47.042533945356304,0.0,0.0,1.0,0.0008291871986578946,0.16666662693023682,0.04445322210581502,0.7159907221794128,1,0,0.0,6.788624999899184,0.509622655,0.5065005,0.531542,0.0,0.0,0.0,7.298247654899185,113.55974999969476,
207,20,raw_ppo,lateral_maneuver,Lateral Maneuver,stereo,0010,2,2,46,37,0.0,0.0,0,0,max_steps,200,66.46803743153542,56.22277118748239,12.36931687685298,0.0,0.6597675515212873,9.196868896484375,0.04118968977300978,0.7606095671653748,0.037185984708602265,0.75,3,0,0.0,13.21158299833769,0.50570832,0.5024789999999999,0.5225375,0.0,0.0,0.0,13.71729131833769,112.63841700201738,
208,20,raw_ppo,lateral_maneuver,Lateral Maneuver,mono,0010,2,2,46,37,0.0,0.11824844777584076,0,1,collision_risk,38,53.740115370177584,56.22277118748239,6.708203932499369,0.0,0.9213706914083128,0.0,0.02502275124574319,0.9758872985839844,0.08460817079788122,0.4339488744735718,0,0,0.0,169.17329100033385,0.5073178947368422,0.5054375,0.5283187500000001,0.0,0.0,0.0,169.6806088950707,21.470208001119317,
209,20,raw_ppo,stress_density,Stress Density,stereo,0040,2,2,29,9,0.0,0.0,0,1,collision_risk,8,11.313708498984763,27.892651361962706,19.026297590440446,0.0,0.7836823595302886,0.0,0.1111111111111111,1.0,0.00015551020996756252,0.0006217679474502802,0,0,0.0,9.763624999322928,0.504833375,0.50225,0.5184454000000001,0.0,0.0,0.0,10.268458374322929,4.5173750004323665,
210,20,raw_ppo,stress_density,Stress Density,mono,0040,2,2,29,9,0.0,0.0,0,1,collision_risk,28,39.59797974644666,27.892651361962706,21.02379604162864,0.0,0.17346479199991122,0.0,0.053273996402477396,1.0,0.17389938319662052,0.720272958278656,2,0,0.0,6.436416999349603,0.5112410714285714,0.506375,0.5312744500000001,0.0,0.0,0.0,6.947658070778175,15.97554199906881,
211,21,raw_ppo,baseline_open,Baseline Open,stereo,0020,2,4,37,44,0.0,0.11516202986240387,0,0,max_steps,200,65.63961030678922,53.150729063673246,13.0,0.0,0.6116844520559316,1.0,0.10336914125700199,0.8823301792144775,0.011054255144542828,0.3355327248573303,0,0,0.0,12.161624999862397,0.5044212299999999,0.5017915,0.5221312499999999,0.0,0.0,0.0,12.666046229862397,112.34308400162263,
212,21,raw_ppo,baseline_open,Baseline Open,mono,0020,2,4,37,44,0.0,0.0,0,1,collision_risk,37,52.32590180780449,53.150729063673246,3.605551275463989,0.0,0.9468575997063755,0.0,0.03654970307099192,0.9999998807907104,8.616368696386394e-05,0.0005011256434954703,0,0,0.0,8.002416998351691,0.5644582972972974,0.507166,0.8626333999999999,0.0,0.0,0.0,8.56687529564899,23.318540999753168,
213,21,raw_ppo,dense_corridor,Dense Corridor,stereo,0050,9,12,47,1,0.49035486578941345,0.0,0,1,collision_risk,1,1.4142135623730951,39.56008088970496,38.897300677553446,0.0,0.46865638244859653,0.0,0.7451774328947067,1.0,0.0009238248894689605,0.0015498623251914978,0,0,0.0,9.967291000066325,0.587,0.587,0.587,0.0,0.0,0.0,10.554291000066325,0.6572909987880848,
214,21,raw_ppo,dense_corridor,Dense Corridor,mono,0050,9,12,47,1,0.21547067165374756,0.0,0,0,max_steps,200,55.32590180780449,39.56008088970496,48.041648597857254,0.0,0.0,1.399993896484375,0.001071993391312177,0.21547067165374756,0.00010403632116460285,0.0033826192375272512,0,0,0.0,6.563708000612678,0.523120155,0.511,0.5485702,0.0,0.0,0.0,7.086828155612678,117.04591700254241,
215,21,raw_ppo,obstacle_cluster,Obstacle Cluster,stereo,0060,9,12,47,1,0.49035486578941345,0.0,0,1,collision_risk,1,1.4142135623730951,39.56008088970496,38.897300677553446,0.0,0.46865638244859653,0.0,0.7451774328947067,1.0,0.00017778491019271314,0.00019575886835809797,0,0,0.0,8.926332999180886,0.558584,0.558584,0.558584,0.0,0.0,0.0,9.484916999180886,0.6223749987839255,
216,21,raw_ppo,obstacle_cluster,Obstacle Cluster,mono,0060,9,12,47,1,0.21547067165374756,0.0,0,0,max_steps,200,55.32590180780449,39.56008088970496,48.041648597857254,0.0,0.0,1.399993896484375,0.001071993391312177,0.21547067165374756,0.004847131582479091,0.13374556601047516,0,0,0.0,6.788624999899184,0.5832267250000001,0.5380834999999999,0.8847315499999999,0.0,0.0,0.0,7.371851724899185,131.8925829982618,
217,21,raw_ppo,lateral_maneuver,Lateral Maneuver,stereo,0010,2,4,45,35,0.0,0.0,0,0,max_steps,200,65.63961030678922,53.009433122794285,14.560219778561036,0.0,0.585762364592472,7.796875,0.03463968581784127,0.6469906568527222,0.005191042666726796,0.12389806658029556,0,0,0.0,13.21158299833769,0.553649,0.52,0.7223023999999997,0.0,0.0,0.0,13.76523199833769,124.53191700114985,
218,21,raw_ppo,lateral_maneuver,Lateral Maneuver,mono,0010,2,4,45,35,0.0,0.036651235073804855,0,1,collision_risk,37,52.32590180780449,53.009433122794285,8.48528137423857,0.0,0.8509008007562876,0.0,0.04598155617713928,0.9999998807907104,0.18946812579317912,0.8309587240219116,4,0,0.0,169.17329100033385,0.5058806216216216,0.501833,0.5254243999999999,0.0,0.0,0.0,169.67917162195548,20.881374999589752,
219,21,raw_ppo,stress_density,Stress Density,stereo,0040,2,4,29,7,0.0,0.0,0,1,collision_risk,6,8.485281374238571,27.16615541441225,21.213203435596427,0.0,0.7015621187164239,0.0,0.14285714285714285,1.0,2.0317653930845836e-05,0.00010496498725842685,0,0,0.0,9.763624999322928,0.5131111666666667,0.5099375,0.52314625,0.0,0.0,0.0,10.276736165989595,3.445875001489185,
220,21,raw_ppo,stress_density,Stress Density,mono,0040,2,4,29,7,0.0,0.07040894776582718,0,1,collision_risk,28,39.59797974644666,27.16615541441225,25.019992006393608,0.0,0.05419881069087186,0.0,0.06663073959021733,0.9999998807907104,0.012387784699865942,0.1357201784849167,0,0,0.0,6.436416999349603,0.5099747142857143,0.5069790000000001,0.5252,0.0,0.0,0.0,6.946391713635318,15.9352909977315,
221,22,raw_ppo,baseline_open,Baseline Open,stereo,0020,4,2,36,46,0.0,0.0,0,0,max_steps,200,65.63961030678922,54.405882034941776,13.341664064126334,0.0,0.6256011846945425,3.596893310546875,0.11044890247980382,0.7482637763023376,7.050114802792271e-06,0.00010109943832503632,0,0,0.0,12.161624999862397,0.50328793,0.5009165,0.5208423,0.0,0.0,0.0,12.664912929862398,112.12616600096226,
222,22,raw_ppo,baseline_open,Baseline Open,mono,0020,4,2,36,46,0.0,0.0,0,1,collision_risk,36,50.9116882454314,54.405882034941776,8.94427190999916,0.0,0.8929503556390541,0.0,0.03072864542136321,1.0,1.4206015004754897e-06,7.854224350012373e-06,0,0,0.0,8.002416998351691,0.5079942777777777,0.5045835,0.5282600000000001,0.0,0.0,0.0,8.510411276129469,20.389541998156346,
223,22,raw_ppo,dense_corridor,Dense Corridor,stereo,0050,11,9,45,2,0.0,0.0,0,1,collision_risk,4,5.656854249492381,34.713109915419565,31.953090617340916,0.0,0.487907090469287,0.0,0.728549325466156,1.0,0.0002544816568843089,0.0005773788434453309,0,0,0.0,9.967291000066325,0.511448,0.5071455,0.5271338999999999,0.0,0.0,0.0,10.478739000066325,2.2934589978831355,
224,22,raw_ppo,dense_corridor,Dense Corridor,mono,0050,11,9,45,2,0.0,0.0,0,0,max_steps,200,55.740115370177584,34.713109915419565,47.16990566028302,0.0,0.0,2.79998779296875,0.0,0.0,0.001983921557995873,0.03779721260070801,0,0,0.0,6.563708000612678,0.521277505,0.509375,0.5903125,0.0,0.0,0.0,7.0849855056126785,116.11612500200863,
225,22,raw_ppo,obstacle_cluster,Obstacle Cluster,stereo,0060,11,9,45,2,0.0,0.0,0,1,collision_risk,4,5.656854249492381,34.713109915419565,31.953090617340916,0.0,0.487907090469287,0.0,0.728549325466156,1.0,0.23623261451721192,0.402702659368515,0,0,0.0,8.926332999180886,0.524927,0.5176875000000001,0.5456125000000001,0.0,0.0,0.0,9.451259999180886,2.3562499991385266,
226,22,raw_ppo,obstacle_cluster,Obstacle Cluster,mono,0060,11,9,45,2,0.0,0.0,0,0,max_steps,200,55.740115370177584,34.713109915419565,47.16990566028302,0.0,0.0,2.79998779296875,0.0,0.0,0.007261290741724476,0.18199019134044647,0,0,0.0,6.788624999899184,0.5651106,0.5228745,0.7765979499999998,0.0,0.0,0.0,7.353735599899184,127.66470900169224,
227,22,raw_ppo,lateral_maneuver,Lateral Maneuver,stereo,0010,4,2,44,37,0.0,0.0,0,0,max_steps,200,65.63961030678922,53.150729063673246,13.0,0.0,0.6116844520559316,10.59686279296875,0.03952267789861085,0.7974535822868347,0.06310637673817864,0.8136041164398193,4,0,0.0,13.21158299833769,0.618087505,0.561896,0.9429225999999998,0.0,0.0,0.0,13.82967050333769,140.06420799705666,
228,22,raw_ppo,lateral_maneuver,Lateral Maneuver,mono,0010,4,2,44,37,0.0,0.0,0,1,collision_risk,38,53.740115370177584,53.150729063673246,3.605551275463989,0.0,0.9219402944509446,0.0,0.030710864525574904,0.9999999403953552,0.16954125706706727,0.8136041164398193,3,0,0.0,169.17329100033385,0.5411852368421052,0.5242705,0.6451579999999999,0.0,0.0,0.0,169.71447623717594,23.133458002121188,
229,22,raw_ppo,stress_density,Stress Density,stereo,0040,4,2,27,9,0.0,0.0,0,1,collision_risk,8,11.313708498984763,24.041630560342615,15.033296378372908,0.0,0.7962317734081685,0.0,0.1111111044883728,0.9999999403953552,5.954403513265384e-05,0.00028846104396507144,0,0,0.0,9.763624999322928,0.5326666250000001,0.5307915000000001,0.55486645,0.0,0.0,0.0,10.29629162432293,4.779082999448292,
230,22,raw_ppo,stress_density,Stress Density,mono,0040,4,2,27,9,0.0,0.0,0,1,collision_risk,26,36.76955262170048,24.041630560342615,19.235384061671343,0.0,0.13071267274094447,0.0,0.04768232504526774,1.0,0.1186086306814092,0.400768518447876,0,0,0.0,6.436416999349603,0.5165192307692308,0.5096455,0.54343725,0.0,0.0,0.0,6.952936230118834,15.021249997516861,
231,23,raw_ppo,baseline_open,Baseline Open,stereo,0020,2,1,38,46,0.0,0.0,0,0,max_steps,200,67.46803743153542,57.62811813689564,11.40175425099138,0.0,0.6851594569178541,2.79998779296875,0.1144134562522803,0.9193671345710754,0.01583221811583994,0.4047029912471771,0,0,0.0,12.161624999862397,0.5093075,0.5025625,0.5350566,0.0,0.0,0.0,12.670932499862397,113.68216700066114,
232,23,raw_ppo,baseline_open,Baseline Open,mono,0020,2,1,38,46,0.0,0.1527777761220932,0,1,collision_risk,38,53.740115370177584,57.62811813689564,7.280109889280518,0.0,0.9368794223980235,0.0,0.045974791049957275,0.9999998807907104,0.01829370266906869,0.08758480846881866,0,0,0.0,8.002416998351691,0.5068464210526317,0.5022915,0.52256885,0.0,0.0,0.0,8.509263419404324,21.472166998137254,
233,23,raw_ppo,dense_corridor,Dense Corridor,stereo,0050,10,7,47,4,0.0,0.0,0,1,collision_risk,3,4.242640687119286,37.12142238654117,34.52535300326414,0.0,0.6118994217819894,0.0,0.25,1.0,0.6061074584722519,0.75,2,0,0.0,9.967291000066325,0.5240276666666667,0.515583,0.5418711,0.0,0.0,0.0,10.491318666732992,1.7592499971215148,
234,23,raw_ppo,dense_corridor,Dense Corridor,mono,0050,10,7,47,4,0.27681323885917664,0.0,0,0,max_steps,200,58.154328932550676,37.12142238654117,45.044422518220834,0.0,0.0,1.0,0.0013771802928317246,0.27681323885917664,0.016880897441789316,0.6317107677459717,0,0,0.0,6.563708000612678,0.50469193,0.5015,0.5231795,0.0,0.0,0.0,7.068399930612678,112.45254200184718,
235,23,raw_ppo,obstacle_cluster,Obstacle Cluster,stereo,0060,10,7,47,4,0.0,0.0,0,1,collision_risk,3,4.242640687119286,37.12142238654117,34.52535300326414,0.0,0.6118994217819894,0.0,0.25,1.0,0.07724059838801622,0.09996453672647476,0,0,0.0,8.926332999180886,0.5159446666666666,0.512584,0.5284834,0.0,0.0,0.0,9.442277665847552,1.7269590025534853,
236,23,raw_ppo,obstacle_cluster,Obstacle Cluster,mono,0060,10,7,47,4,0.27681323885917664,0.0,0,0,max_steps,200,58.154328932550676,37.12142238654117,45.044422518220834,0.0,0.0,1.0,0.0013771802928317246,0.27681323885917664,0.027967452770725595,0.4386627674102783,0,0,0.0,6.788624999899184,0.50788815,0.505125,0.52564345,0.0,0.0,0.0,7.296513149899185,113.2699589979893,
237,23,raw_ppo,lateral_maneuver,Lateral Maneuver,stereo,0010,2,1,45,38,0.0,0.3078703284263611,0,0,max_steps,200,67.46803743153542,56.72741841473134,11.704699910719626,0.0,0.6673192257844974,9.799957275390625,0.03884992200825641,0.6153548359870911,0.008844562982499898,0.20474857091903687,0,0,0.0,13.21158299833769,0.50735038,0.503792,0.5260312500000001,0.0,0.0,0.0,13.71893337833769,112.96816700269119,
238,23,raw_ppo,lateral_maneuver,Lateral Maneuver,mono,0010,2,1,45,38,0.0,0.15740740299224854,0,1,collision_risk,39,55.154328932550676,56.72741841473134,4.47213595499958,0.0,0.9474375533357641,0.0,0.02567515280097723,0.9999999403953552,0.008702745199418199,0.05811634287238121,0,0,0.0,169.17329100033385,0.5034774615384615,0.501916,0.5096041,0.0,0.0,0.0,169.6767684618723,21.906666002905695,
239,23,raw_ppo,stress_density,Stress Density,stereo,0040,2,1,29,9,0.0,0.0,0,1,collision_risk,10,14.142135623730955,28.160255680657446,17.11724276862369,0.0,0.780858931482967,0.0,0.17324282906272195,0.9972992539405823,0.5555068891156804,0.8312103748321533,4,0,0.0,9.763624999322928,0.5190666,0.520833,0.53898125,0.0,0.0,0.0,10.282691599322929,5.775416997494176,
240,23,raw_ppo,stress_density,Stress Density,mono,0040,2,1,29,9,0.0,0.0,0,1,collision_risk,28,39.59797974644666,28.160255680657446,20.024984394500787,0.0,0.20544662475834213,0.0,0.049382711278981174,0.9999998807907104,0.1817366045918629,0.8128361105918884,3,0,0.0,6.436416999349603,0.5070312142857143,0.504625,0.5266522,0.0,0.0,0.0,6.9434482136353175,15.832541997951921,
241,24,raw_ppo,baseline_open,Baseline Open,stereo,0020,1,2,39,45,0.0,0.0,0,0,max_steps,200,67.46803743153542,57.38466694161429,10.770329614269007,0.0,0.6909099345693602,1.399993896484375,0.10003799617068092,0.8724921345710754,0.0194448593554587,0.5524584650993347,0,0,0.0,12.161624999862397,0.5056160049999999,0.5026459999999999,0.5254479,0.0,0.0,0.0,12.667241004862397,112.57116699925973,
242,24,raw_ppo,baseline_open,Baseline Open,mono,0020,1,2,39,45,0.0,0.4484953284263611,0,1,collision_risk,38,53.740115370177584,57.38466694161429,5.0,0.0,0.974777716437217,0.0,0.03343621278420473,1.0,0.08795105253435742,0.5838345289230347,0,0,0.0,8.002416998351691,0.5102697894736842,0.5067915000000001,0.5334188000000001,0.0,0.0,0.0,8.512686787825375,21.61504200194031,
243,24,raw_ppo,dense_corridor,Dense Corridor,stereo,0050,9,9,48,2,0.0,0.0,0,1,collision_risk,3,4.242640687119286,39.6232255123179,37.36308338453881,0.0,0.5327206083326623,0.0,0.6939621418714523,0.9999998807907104,0.0024180918426282005,0.0075442674569785595,0,0,0.0,9.967291000066325,0.5123893333333333,0.507584,0.5241214999999999,0.0,0.0,0.0,10.479680333399658,1.7129999978351407,
244,24,raw_ppo,dense_corridor,Dense Corridor,mono,0050,9,9,48,2,0.16666662693023682,0.0,0,0,max_steps,200,56.56854249492377,39.6232255123179,47.01063709417264,0.0,0.0,1.0,0.0008291871986578946,0.16666662693023682,0.49503387320807773,0.7333319783210754,2,0,0.0,6.563708000612678,0.5326097949999999,0.511667,0.6656496499999994,0.0,0.0,0.0,7.096317795612678,119.18512499687495,
