episode,episode_variant,controller,scenario_id,scenario_name,mode,frame_id,start_row,start_col,goal_row,goal_col,start_obstacle_risk,goal_obstacle_risk,success,collided,done_reason,steps,path_length,start_distance,final_distance,path_efficiency,progress_efficiency,min_obstacle_distance_cells,mean_obstacle_risk,max_obstacle_risk,mean_hazard_risk,max_hazard_risk,hazard_exposure_steps,shield_interventions,shield_intervention_rate,perception_latency_ms,avg_ppo_decision_latency_ms,p50_ppo_decision_latency_ms,p95_ppo_decision_latency_ms,avg_shield_decision_latency_ms,p50_shield_decision_latency_ms,p95_shield_decision_latency_ms,avg_total_inference_latency_ms,elapsed_ms,selected_visual
584,8,ppo_shield,dense_corridor,Dense Corridor,mono,0050,10,7,47,4,0.27681323885917664,0.0,1,0,goal_reached,37,52.32590180780449,37.12142238654117,0.0,0.7094272836976591,0.7094272836976591,1.0,0.007284558917346753,0.27681323885917664,8.988872018538515e-09,1.5697020216975943e-07,0,20,0.5405405405405406,6.563708000612678,1.1894662432432432,0.902292,2.145824999999998,1.2296767837837836,0.960125,2.212757999999999,8.982851027639706,94.00779100178625,
585,8,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,10,7,47,4,0.0,0.0,0,0,max_steps,200,215.3259018078046,37.12142238654117,19.4164878389476,0.0,0.08222389595932877,1.0,0.0,0.0,0.39194570770440856,0.4545263946056366,0,171,0.855,8.926332999180886,0.7570039449999999,0.6619785,1.2263517499999994,0.8758000149999999,0.8222085,1.1026937499999985,10.559136959180885,342.0450420017005,
586,8,ppo_shield,obstacle_cluster,Obstacle Cluster,mono,0060,10,7,47,4,0.27681323885917664,0.0,1,0,goal_reached,37,52.32590180780449,37.12142238654117,0.0,0.7094272836976591,0.7094272836976591,1.0,0.007284558917346753,0.27681323885917664,0.06599027485629592,0.2903966009616852,0,20,0.5405405405405406,6.788624999899184,0.6753794054054054,0.629833,0.9565418,0.8242117027027028,0.8005,0.9129167999999995,8.288216108007292,58.08245799926226,
587,8,ppo_shield,lateral_maneuver,Lateral Maneuver,stereo,0010,2,1,45,38,0.0,0.3078703284263611,1,0,goal_reached,43,59.98275605729686,56.72741841473134,0.0,0.9457287751257053,0.9457287751257053,9.799957275390625,0.07889659708069469,0.43711408972740173,0.03180247940923114,0.40524986386299133,0,4,0.09302325581395349,13.21158299833769,0.6399108837209303,0.613416,0.8025506,0.8214206279069769,0.794333,0.9520539,14.672914509965597,65.85691600048449,
588,8,ppo_shield,lateral_maneuver,Lateral Maneuver,mono,0010,2,1,45,38,0.0,0.15740740299224854,1,0,goal_reached,43,59.154328932550676,56.72741841473134,0.0,0.9589732389562468,0.9589732389562468,1.0,0.004191217605363239,0.15740740299224854,0.00948407696168819,0.10916534066200256,0,5,0.11627906976744186,169.17329100033385,0.6746715348837209,0.590833,0.9608249999999999,0.8202218139534885,0.794209,0.9189122,170.66818434917104,67.36625000121421,
589,8,ppo_shield,stress_density,Stress Density,stereo,0040,2,1,29,9,0.0,0.0,0,0,max_steps,200,204.97056274847716,28.160255680657446,3.0,0.0,0.12275058107505915,1.0,0.0,0.0,0.4122913748696491,0.4966723322868347,0,190,0.95,9.763624999322928,0.673767305,0.6001045,0.9911103999999998,0.8325689600000001,0.797083,1.0807101,11.269961264322928,316.2881659991399,
590,8,ppo_shield,stress_density,Stress Density,mono,0040,2,1,29,9,0.0,0.0,1,0,goal_reached,28,39.18376618407357,28.160255680657446,0.0,0.7186714913612188,0.7186714913612188,1.399993896484375,0.0,0.0,0.03526237876022484,0.09390488266944885,0,10,0.35714285714285715,6.436416999349603,0.6598125714285716,0.6135835000000001,0.88474605,0.8130045714285714,0.797104,0.8920545,7.9092341422067465,43.141916998138186,
591,9,ppo_shield,baseline_open,Baseline Open,stereo,0020,1,2,39,45,0.0,0.0,1,0,goal_reached,61,78.39696961966992,57.38466694161429,0.0,0.731975575331631,0.731975575331631,2.0,0.06605933722288858,0.43769291043281555,0.17854247894164174,0.4788481891155243,0,28,0.45901639344262296,12.161624999862397,0.6251324918032787,0.593875,0.811541,0.8290239672131148,0.799833,1.093875,13.61578145887879,92.93650000108755,
592,9,ppo_shield,baseline_open,Baseline Open,mono,0020,1,2,39,45,0.0,0.4484953284263611,1,0,goal_reached,43,58.740115370177584,57.38466694161429,0.0,0.9769246549820115,0.9769246549820115,1.0,0.014151934534311295,0.4484953284263611,0.00019731688930577795,0.0012885623145848513,0,5,0.11627906976744186,8.002416998351691,0.6410716511627907,0.593041,0.8892369,0.8258226279069768,0.802083,0.9604169,9.46931127742146,66.04166699980851,
593,9,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,9,9,48,2,0.0,0.0,1,0,goal_reached,39,55.154328932550676,39.6232255123179,0.0,0.7184064474934312,0.7184064474934312,1.0,0.0,0.0,0.005207637280509592,0.08379852026700974,0,23,0.5897435897435898,9.967291000066325,0.6403152564102564,0.591042,0.8005952000000001,0.8253408461538462,0.796375,1.0826369,11.432947102630427,60.181624998222105,
594,9,ppo_shield,dense_corridor,Dense Corridor,mono,0050,9,9,48,2,0.16666662693023682,0.0,1,0,goal_reached,39,55.154328932550676,39.6232255123179,0.0,0.7184064474934312,0.7184064474934312,1.0,0.004166665673255921,0.16666662693023682,0.003299654740197436,0.034901995211839676,0,23,0.5897435897435898,6.563708000612678,0.6209401282051282,0.58075,0.7689868999999999,0.8218664615384617,0.786042,1.0456875,8.006514590356268,59.16770799740334,
595,9,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,9,9,48,2,0.0,0.0,1,0,goal_reached,46,63.39696961966995,39.6232255123179,0.0,0.6250018849485219,0.6250018849485219,1.0,0.0,0.0,0.16685281769239205,0.49371957778930664,0,27,0.5869565217391305,8.926332999180886,0.6192255434782609,0.5781875000000001,0.8083025,0.8173278913043478,0.786208,1.05874975,10.362886433963496,69.42437500038068,
596,9,ppo_shield,obstacle_cluster,Obstacle Cluster,mono,0060,9,9,48,2,0.16666662693023682,0.0,0,0,max_steps,200,203.93607486307116,39.6232255123179,1.0,0.0,0.1893888834442396,1.0,0.0008291871986578946,0.16666662693023682,0.33727985617408307,0.49371957778930664,0,183,0.915,6.788624999899184,0.62389832,0.581854,0.83754615,0.81332212,0.786729,1.0666889499999999,8.225845439899185,301.94249999840395,
597,9,ppo_shield,lateral_maneuver,Lateral Maneuver,stereo,0010,1,2,46,37,0.0,0.0,1,0,goal_reached,46,64.22539674441613,57.0087712549569,0.0,0.8876359531389479,0.8876359531389479,7.796875,0.057320393820075276,0.3682483732700348,0.058379480742259716,0.30088990926742554,0,7,0.15217391304347827,13.21158299833769,0.6471784565217391,0.586375,0.88717775,0.8182599565217391,0.7928955,0.916354,14.677021411381169,70.70150000072317,
598,9,ppo_shield,lateral_maneuver,Lateral Maneuver,mono,0010,1,2,46,37,0.0,0.11824844777584076,1,0,goal_reached,45,63.63961030678923,57.0087712549569,0.0,0.8958064164776173,0.8958064164776173,1.0,0.006579609182865724,0.15740740299224854,0.05507086433332392,0.4953281879425049,0,5,0.1111111111111111,169.17329100033385,0.6534500666666667,0.618542,0.8137838000000001,0.8178945777777777,0.794834,0.9402997999999998,170.64463564477828,69.36225000026752,
599,9,ppo_shield,stress_density,Stress Density,stereo,0040,1,2,29,9,0.0,0.0,1,0,goal_reached,28,34.213203435596434,28.861739379323623,0.0,0.8435848292795352,0.8435848292795352,1.0,0.0,0.0,0.16613535146261083,0.46776044368743896,0,17,0.6071428571428571,9.763624999322928,0.6806623571428572,0.622125,0.9052168999999999,0.8259092857142856,0.797375,0.9454853,11.270196642180071,44.20370899970294,
600,9,ppo_shield,stress_density,Stress Density,mono,0040,1,2,29,9,0.0,0.0,1,0,goal_reached,29,40.59797974644666,28.861739379323623,0.0,0.710915655399078,0.710915655399078,1.399993896484375,0.0,0.0,6.265421125245489e-05,0.000527814554516226,0,11,0.3793103448275862,6.436416999349603,0.6650991034482759,0.626416,0.8758163999999997,0.8148318620689657,0.8,0.9164416,7.916347964866845,45.04458299925318,
601,10,ppo_shield,baseline_open,Baseline Open,stereo,0020,2,2,38,46,0.0,0.0,1,0,goal_reached,54,71.39696961966995,56.85068161420758,0.0,0.7962618289970833,0.7962618289970833,2.0,0.06421506542458454,0.43769291043281555,0.08769537831499297,0.4825253486633301,0,18,0.3333333333333333,12.161624999862397,0.6698039814814815,0.615896,0.9134581,0.8153341481481481,0.802125,0.9103254499999999,13.646763129492026,84.02579099856666,
602,10,ppo_shield,baseline_open,Baseline Open,mono,0020,2,2,38,46,0.0,0.1527777761220932,1,0,goal_reached,44,59.740115370177584,56.85068161420758,0.0,0.9516332745916922,0.9516332745916922,1.0,0.0074545604901181325,0.16512343287467957,0.0031510811527485434,0.016503838822245598,0,7,0.1590909090909091,8.002416998351691,0.6717765909090909,0.6297295,0.864692,0.8208247499999999,0.797521,0.9401643000000001,9.495018339260781,69.0400839994254,
603,10,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,9,9,47,2,0.0,0.0,1,0,goal_reached,39,53.0832611206852,38.63935817272331,0.0,0.7279009871845747,0.7279009871845747,1.0,0.0,0.0,0.06254739116212704,0.5320911407470703,0,25,0.6410256410256411,9.967291000066325,0.6449199743589743,0.602459,0.8472715000000001,0.8226741282051284,0.809333,0.8744372,11.434885102630428,59.91954199998872,
604,10,ppo_shield,dense_corridor,Dense Corridor,mono,0050,9,9,47,2,0.16666662693023682,0.0,1,0,goal_reached,39,54.740115370177584,38.63935817272331,0.0,0.7058691402352074,0.7058691402352074,1.0,0.004166665673255921,0.16666662693023682,0.0008946527043631006,0.019026195630431175,0,23,0.5897435897435898,6.563708000612678,0.617667717948718,0.586708,0.7914542000000001,0.8105897692307692,0.797583,0.8758131,7.991965487792165,58.22279199855984,
605,10,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,9,9,47,2,0.0,0.0,1,0,goal_reached,39,53.91168824543139,38.63935817272331,0.0,0.7167157889179571,0.7167157889179571,1.0,0.0,0.0,0.07744542386125927,0.6292625665664673,0,24,0.6153846153846154,8.926332999180886,0.6199935897435898,0.596709,0.7299327999999999,0.8065662051282052,0.801667,0.84755,10.352892794052682,58.453208999708295,
606,10,ppo_shield,obstacle_cluster,Obstacle Cluster,mono,0060,9,9,47,2,0.16666662693023682,0.0,1,0,goal_reached,39,54.740115370177584,38.63935817272331,0.0,0.7058691402352074,0.7058691402352074,1.0,0.004166665673255921,0.16666662693023682,0.05004854008042361,0.5736556649208069,0,23,0.5897435897435898,6.788624999899184,0.5941720000000001,0.571667,0.7284581000000001,0.8011837948717948,0.791,0.8658539,8.18398079477098,56.72833399876254,
607,10,ppo_shield,lateral_maneuver,Lateral Maneuver,stereo,0010,2,2,46,37,0.0,0.0,1,0,goal_reached,46,63.81118318204304,56.22277118748239,0.0,0.8810802179782166,0.8810802179782166,8.78759765625,0.08666600328572888,0.4562113583087921,0.11073526375258712,0.3786183297634125,0,8,0.17391304347826086,13.21158299833769,0.6160679565217392,0.572334,0.8185,0.8091476086956524,0.791875,0.9125625,14.636798563555082,68.52379200063297,
608,10,ppo_shield,lateral_maneuver,Lateral Maneuver,mono,0010,2,2,46,37,0.0,0.11824844777584076,1,0,goal_reached,44,61.811183182043045,56.22277118748239,0.0,0.9095889820115244,0.9095889820115244,1.0,0.0026277432839075725,0.11824844777584076,0.05360617839559995,0.3015933632850647,0,5,0.11363636363636363,169.17329100033385,0.6578172045454546,0.5944165,0.8386419500000001,0.8165198636363638,0.7999585,0.9303769000000001,170.64762806851567,67.97516699953121,
609,10,ppo_shield,stress_density,Stress Density,stereo,0040,2,2,29,9,0.0,0.0,0,0,max_steps,200,202.89949493661166,27.892651361962706,1.0,0.0,0.1325417363427361,1.0,0.0,0.0,0.4147486387057918,0.48901721835136414,0,193,0.965,9.763624999322928,0.65850173,0.5888955,0.9023267999999997,0.8634520600000001,0.8025205,0.9263941,11.285578789322928,319.1175000029034,
610,10,ppo_shield,stress_density,Stress Density,mono,0040,2,2,29,9,0.0,0.0,1,0,goal_reached,27,38.18376618407357,27.892651361962706,0.0,0.7304845527154081,0.7304845527154081,1.399993896484375,0.0,0.0,0.0016831681168696377,0.0097578139975667,0,10,0.37037037037037035,6.436416999349603,0.5839566666666667,0.566209,0.6390374000000001,0.7991959629629631,0.786958,0.8667713,7.819569628979233,38.94741700059967,
611,11,ppo_shield,baseline_open,Baseline Open,stereo,0020,2,4,37,44,0.0,0.11516202986240387,1,0,goal_reached,51,68.39696961966995,53.150729063673246,0.0,0.7770918705788377,0.7770918705788377,1.399993896484375,0.08454638354193705,0.43769291043281555,0.093004987020322,0.4027552306652069,0,18,0.35294117647058826,12.161624999862397,0.5958512549019608,0.564833,0.7811035,0.7992476078431373,0.788875,0.887542,13.556723862607495,74.11687499916297,
612,11,ppo_shield,baseline_open,Baseline Open,mono,0020,2,4,37,44,0.0,0.0,1,0,goal_reached,41,56.740115370177584,53.150729063673246,0.0,0.9367398835358923,0.9367398835358923,1.0,0.00393151030653999,0.16512343287467957,0.07975810204921555,0.4200250208377838,0,4,0.0975609756097561,8.002416998351691,0.6510538292682926,0.610875,0.973625,0.8054309024390244,0.791,0.868917,9.458901730059008,62.52154200046789,
613,11,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,9,12,47,1,0.49035486578941345,0.0,0,0,max_steps,200,282.8427124746201,39.56008088970496,39.56008088970496,0.0,0.0,1.0,0.5204897138906356,0.5509259104728699,0.013585851861358578,0.017934437841176987,0,200,1.0,9.967291000066325,0.6182650399999999,0.574562,0.8163315499999997,0.8001499649999999,0.787771,0.8786940499999999,11.385706005066325,296.59129200081225,
614,11,ppo_shield,dense_corridor,Dense Corridor,mono,0050,9,12,47,1,0.21547067165374756,0.0,1,0,goal_reached,39,54.740115370177584,39.56008088970496,0.0,0.7226890301962589,0.7226890301962589,1.399993896484375,0.005386766791343689,0.21547067165374756,0.08519018306602572,0.36195096373558044,0,25,0.6410256410256411,6.563708000612678,0.5743097179487179,0.554625,0.6851914,0.7866409743589743,0.7745,0.8645586,7.92465869292037,55.37725000249338,
615,11,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,9,12,47,1,0.49035486578941345,0.0,0,0,max_steps,200,282.8427124746201,39.56008088970496,39.56008088970496,0.0,0.0,1.0,0.5204897138906356,0.5509259104728699,2.383862108186053e-05,3.578550968086347e-05,0,200,1.0,8.926332999180886,0.578580835,0.5569375,0.6936975999999999,0.7926678800000001,0.7804584999999999,0.8786292,10.297581714180886,286.04887500114273,
616,11,ppo_shield,obstacle_cluster,Obstacle Cluster,mono,0060,9,12,47,1,0.21547067165374756,0.0,1,0,goal_reached,41,56.740115370177584,39.56008088970496,0.0,0.6972153763102429,0.6972153763102429,1.399993896484375,0.005130254086993989,0.21547067165374756,0.16687527674713193,0.4714692533016205,0,26,0.6341463414634146,6.788624999899184,0.5881209512195121,0.563083,0.681084,0.7965965853658536,0.783,0.869792,8.173342536484551,59.22908300271956,
617,11,ppo_shield,lateral_maneuver,Lateral Maneuver,stereo,0010,2,4,45,35,0.0,0.0,1,0,goal_reached,43,58.325901807804485,53.009433122794285,0.0,0.9088489244019059,0.9088489244019059,7.990692138671875,0.06151356918483295,0.471450537443161,0.1645907965045229,0.4886488616466522,0,9,0.20930232558139536,13.21158299833769,0.6154815813953487,0.571917,0.8073541999999999,0.8081550465116281,0.789958,0.8862959,14.635219626244666,64.00616699829698,
618,11,ppo_shield,lateral_maneuver,Lateral Maneuver,mono,0010,2,4,45,35,0.0,0.036651235073804855,1,0,goal_reached,43,60.811183182043045,53.009433122794285,0.0,0.8717053401856429,0.8717053401856429,1.0,0.0008329826153137467,0.036651235073804855,0.03320403908037514,0.17258517444133759,0,6,0.13953488372093023,169.17329100033385,0.5881851860465115,0.563375,0.7122581,0.799420465116279,0.785333,0.8663125,170.56089665149662,62.220500003604684,
619,11,ppo_shield,stress_density,Stress Density,stereo,0040,2,4,29,7,0.0,0.0,1,0,goal_reached,31,42.18376618407356,27.16615541441225,0.0,0.6439954957049047,0.6439954957049047,1.0,0.0,0.0,0.19190991986874906,0.44524362683296204,0,14,0.45161290322580644,9.763624999322928,0.5840308709677419,0.561375,0.682771,0.7903709999999999,0.783625,0.8530835,11.138026870290672,44.44166699977359,
620,11,ppo_shield,stress_density,Stress Density,mono,0040,2,4,29,7,0.0,0.07040894776582718,1,0,goal_reached,27,38.18376618407357,27.16615541441225,0.0,0.7114582486036498,0.7114582486036498,1.0,0.002514605277350971,0.07040894776582718,0.14883413815752128,0.44524362683296204,0,12,0.4444444444444444,6.436416999349603,0.5878054814814815,0.565833,0.7246876,0.797682111111111,0.789875,0.8555204,7.821904591942197,39.00049999720068,
621,12,ppo_shield,baseline_open,Baseline Open,stereo,0020,4,2,36,46,0.0,0.0,1,0,goal_reached,53,70.81118318204304,54.405882034941776,0.0,0.76832330135021,0.76832330135021,2.79998779296875,0.08011831087922608,0.43769291043281555,0.12254557407118266,0.43846356868743896,0,19,0.3584905660377358,12.161624999862397,0.6339906226415093,0.562708,0.9265585999999998,0.8596296415094339,0.788541,0.892258,13.65524526401334,82.53983299800893,
622,12,ppo_shield,baseline_open,Baseline Open,mono,0020,4,2,36,46,0.0,0.0,1,0,goal_reached,45,62.811183182043045,54.405882034941776,0.0,0.8661814549370844,0.8661814549370844,1.399993896484375,0.003358997688021349,0.13695988059043884,0.04306669397449167,0.16902637481689453,0,7,0.15555555555555556,8.002416998351691,0.6472306666666667,0.587375,0.9071997999999998,0.8159778000000003,0.800917,0.9059834,9.465625465018359,68.70483300008345,
623,12,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,11,9,45,2,0.0,0.0,1,0,goal_reached,41,55.91168824543139,34.713109915419565,0.0,0.6208560500452428,0.6208560500452428,1.0,0.0,0.0,0.25195470302077455,0.4825091063976288,0,24,0.5853658536585366,9.967291000066325,0.6633678780487806,0.609667,0.852625,0.8185974878048781,0.802458,0.880708,11.449256365919984,63.78499999846099,
624,12,ppo_shield,dense_corridor,Dense Corridor,mono,0050,11,9,45,2,0.0,0.0,1,0,goal_reached,35,49.083261120685215,34.713109915419565,0.0,0.7072290863084152,0.7072290863084152,2.79998779296875,0.0,0.0,0.039178396168103466,0.13883404433727264,0,21,0.6,6.563708000612678,0.6381761428571429,0.601583,0.7976124999999998,0.8184619142857144,0.806375,0.8742626,8.020346057755535,53.49795800066204,
625,12,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,11,9,45,2,0.0,0.0,1,0,goal_reached,35,49.083261120685215,34.713109915419565,0.0,0.7072290863084152,0.7072290863084152,1.0,0.0,0.0,0.018085783162316856,0.08466742187738419,0,21,0.6,8.926332999180886,0.6287130285714285,0.59525,0.7792543,0.8106237428571429,0.798,0.8776294,10.365669770609458,52.90850000164937,
626,12,ppo_shield,obstacle_cluster,Obstacle Cluster,mono,0060,11,9,45,2,0.0,0.0,1,0,goal_reached,35,49.083261120685215,34.713109915419565,0.0,0.7072290863084152,0.7072290863084152,2.79998779296875,0.0,0.0,0.00430268382430812,0.02196492813527584,0,21,0.6,6.788624999899184,0.6217857142857143,0.580125,0.7944081999999999,0.8092346571428571,0.792084,0.8832831999999999,8.219645371327756,52.60266700133798,
627,12,ppo_shield,lateral_maneuver,Lateral Maneuver,stereo,0010,4,2,44,37,0.0,0.0,1,0,goal_reached,43,57.911688245431385,53.150729063673246,0.0,0.917789321534177,0.917789321534177,9.799957275390625,0.053424869208935306,0.43788570165634155,4.604742808716876e-09,4.555319677024272e-08,0,9,0.20930232558139536,13.21158299833769,0.6373023023255815,0.574083,0.8364961,0.8006502558139534,0.786708,0.8737581,14.649535556477225,64.79129100262071,
628,12,ppo_shield,lateral_maneuver,Lateral Maneuver,mono,0010,4,2,44,37,0.0,0.0,1,0,goal_reached,41,57.56854249492377,53.150729063673246,0.0,0.9232599395470178,0.9232599395470178,1.399993896484375,0.0,0.0,0.002045181224506475,0.013495146296918392,0,3,0.07317073170731707,169.17329100033385,0.6527489756097561,0.573041,0.975917,0.7989552682926829,0.789167,0.866292,170.6249952442363,62.36958299996331,
629,12,ppo_shield,stress_density,Stress Density,stereo,0040,4,2,27,9,0.0,0.0,1,0,goal_reached,23,25.899494936611667,24.041630560342615,0.0,0.92826638585748,0.92826638585748,1.0,0.0,0.0,4.305939787560486e-15,2.882009274242023e-14,0,16,0.6956521739130435,9.763624999322928,0.6352371739130435,0.577458,0.9296746999999997,0.8031286086956521,0.782666,0.8951208,11.201990781931624,34.740791998046916,
630,12,ppo_shield,stress_density,Stress Density,mono,0040,4,2,27,9,0.0,0.0,1,0,goal_reached,23,32.5269119345812,24.041630560342615,0.0,0.7391304347826083,0.7391304347826083,3.1968994140625,0.0,0.0,4.0144046768867333e-13,3.7543991353305994e-12,0,8,0.34782608695652173,6.436416999349603,0.6602627391304349,0.592959,0.8686875000000001,0.811572304347826,0.797792,0.8774541,7.908252042827864,35.36225000061677,
631,13,ppo_shield,baseline_open,Baseline Open,stereo,0020,2,1,38,46,0.0,0.0,1,0,goal_reached,55,74.8822509939085,57.62811813689564,0.0,0.7695831438291506,0.7695831438291506,2.0,0.07978532519856733,0.43769291043281555,0.0625445323538579,0.48435303568840027,0,16,0.2909090909090909,12.161624999862397,0.6438621818181818,0.59325,0.8452998999999999,0.8139106181818181,0.797,0.8886499999999999,13.619397799862398,84.06462499988265,
632,13,ppo_shield,baseline_open,Baseline Open,mono,0020,2,1,38,46,0.0,0.1527777761220932,1,0,goal_reached,45,60.740115370177584,57.62811813689564,0.0,0.9487653717100134,0.9487653717100134,1.0,0.007107990591422371,0.16512343287467957,0.05779681700502445,0.3901369273662567,0,8,0.17777777777777778,8.002416998351691,0.7064480888888889,0.615292,1.0957006,0.8355055555555555,0.804625,0.9123161999999999,9.544370642796135,72.6707499998156,
633,13,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,10,7,47,4,0.0,0.0,1,0,goal_reached,38,49.59797974644664,37.12142238654117,0.0,0.7484462588257069,0.7484462588257069,1.0,0.0,0.0,0.04685536365291344,0.1500283181667328,0,25,0.6578947368421053,9.967291000066325,0.642957236842105,0.589688,0.8324713499999999,0.8118672368421052,0.796333,0.9072732499999999,11.422115473750534,58.02487500113784,
634,13,ppo_shield,dense_corridor,Dense Corridor,mono,0050,10,7,47,4,0.27681323885917664,0.0,1,0,goal_reached,39,54.32590180780449,37.12142238654117,0.0,0.6833098236982839,0.6833098236982839,1.0,0.006920330971479416,0.27681323885917664,0.10905232066605208,0.42238473892211914,0,21,0.5384615384615384,6.563708000612678,0.6601366666666666,0.605916,0.8624663,0.8198888974358974,0.800416,0.90025,8.043733564715241,60.36237499938579,
635,13,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,10,7,47,4,0.0,0.0,1,0,goal_reached,41,56.325901807804485,37.12142238654117,0.0,0.6590471025782608,0.6590471025782608,1.0,0.0,0.0,0.20822797956378464,0.4860532879829407,0,22,0.5365853658536586,8.926332999180886,0.6272022439024388,0.587875,0.77375,0.816074243902439,0.797666,0.896167,10.369609486985762,62.20983299863292,
636,13,ppo_shield,obstacle_cluster,Obstacle Cluster,mono,0060,10,7,47,4,0.27681323885917664,0.0,1,0,goal_reached,37,52.32590180780449,37.12142238654117,0.0,0.7094272836976591,0.7094272836976591,1.0,0.007284558917346753,0.27681323885917664,0.005900652688088742,0.05621413141489029,0,20,0.5405405405405406,6.788624999899184,0.636936972972973,0.583416,0.8474335999999999,0.8148207567567568,0.800583,0.9006831999999999,8.240382729628914,56.28104199786321,
637,13,ppo_shield,lateral_maneuver,Lateral Maneuver,stereo,0010,2,1,45,38,0.0,0.3078703284263611,1,0,goal_reached,46,64.22539674441614,56.72741841473134,0.0,0.8832552431007491,0.8832552431007491,9.799957275390625,0.07644634143984382,0.43711408972740173,0.09311399301550281,0.43364638090133667,0,6,0.13043478260869565,13.21158299833769,0.6215760434782608,0.5821665,0.7835212500000001,0.8054374782608695,0.7940205,0.86107275,14.63859652007682,68.8804169985815,
638,13,ppo_shield,lateral_maneuver,Lateral Maneuver,mono,0010,2,1,45,38,0.0,0.15740740299224854,1,0,goal_reached,43,59.154328932550676,56.72741841473134,0.0,0.9589732389562468,0.9589732389562468,1.0,0.004191217605363239,0.15740740299224854,0.0030171585588430927,0.017146537080407143,0,5,0.11627906976744186,169.17329100033385,0.637029046511628,0.584375,0.8782749999999999,0.8099594186046513,0.795666,0.8586664,170.62027946545012,65.01508300061687,
639,13,ppo_shield,stress_density,Stress Density,stereo,0040,2,1,29,9,0.0,0.0,1,0,goal_reached,27,30.313708498984763,28.160255680657446,0.0,0.9289610897195426,0.9289610897195426,1.0,0.0,0.0,0.08284069672952106,0.3917602598667145,0,19,0.7037037037037037,9.763624999322928,0.656037,0.601458,0.9012374,0.8170246666666668,0.792167,0.9016875,11.236686665989595,41.59629200148629,
640,13,ppo_shield,stress_density,Stress Density,mono,0040,2,1,29,9,0.0,0.0,1,0,goal_reached,28,39.18376618407357,28.160255680657446,0.0,0.7186714913612188,0.7186714913612188,1.399993896484375,0.0,0.0,0.020860694294631995,0.09885042905807495,0,10,0.35714285714285715,6.436416999349603,0.6467916785714286,0.5898749999999999,0.83444955,0.810761892857143,0.7961455,0.86993345,7.893970570778175,42.75908299678122,
641,14,ppo_shield,baseline_open,Baseline Open,stereo,0020,1,2,39,45,0.0,0.0,1,0,goal_reached,73,96.19595949289324,57.38466694161429,0.0,0.5965392646855792,0.5965392646855792,1.0,0.10701847343227348,0.49768519401550293,0.14889751215846903,0.48527467250823975,0,32,0.4383561643835616,12.161624999862397,0.6554772191780822,0.583917,0.9690082,0.8073538767123287,0.791917,0.8839421999999998,13.624456095752807,111.95641700032866,
642,14,ppo_shield,baseline_open,Baseline Open,mono,0020,1,2,39,45,0.0,0.4484953284263611,1,0,goal_reached,43,58.740115370177584,57.38466694161429,0.0,0.9769246549820115,0.9769246549820115,1.0,0.014151934534311295,0.4484953284263611,0.013490975388644117,0.06879480183124542,0,5,0.11627906976744186,8.002416998351691,0.6510542325581397,0.598208,0.8804753,0.8084602790697675,0.790875,0.8891496999999999,9.4619315099796,65.8465000014985,
643,14,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,9,9,48,2,0.0,0.0,1,0,goal_reached,39,55.154328932550676,39.6232255123179,0.0,0.7184064474934312,0.7184064474934312,1.0,0.0,0.0,0.07860797984467015,0.49754390120506287,0,23,0.5897435897435898,9.967291000066325,0.6345009743589742,0.5855,0.8014622,0.8071996666666665,0.788209,0.8688628,11.408991641091966,59.1013329976704,
644,14,ppo_shield,dense_corridor,Dense Corridor,mono,0050,9,9,48,2,0.16666662693023682,0.0,1,0,goal_reached,39,55.154328932550676,39.6232255123179,0.0,0.7184064474934312,0.7184064474934312,1.0,0.004166665673255921,0.16666662693023682,0.01077098723907358,0.08187845349311829,0,23,0.5897435897435898,6.563708000612678,0.6352852307692307,0.599833,0.8173581,0.8119561794871795,0.793333,0.8823503,8.010949410869088,59.31112500184099,
645,14,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,9,9,48,2,0.0,0.0,1,0,goal_reached,39,55.154328932550676,39.6232255123179,0.0,0.7184064474934312,0.7184064474934312,1.0,0.0,0.0,0.0040101270710067635,0.02056724764406681,0,23,0.5897435897435898,8.926332999180886,0.6283718205128207,0.588625,0.8330831000000001,0.8127522564102564,0.797709,0.875184,10.367457076103962,58.92045799919288,
