episode,episode_variant,controller,scenario_id,scenario_name,mode,frame_id,step,row,col,ppo_action,selected_action,reason,proposed_score,selected_score,obstacle_risk,hazard_risk,distance_to_goal,shield_decision_latency_ms
563,6,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,142,9,12,3,1,obstacle_risk,396.6863895157431,132.81652054971957,0.49035486578941345,5.7544372045192915e-11,39.56008088970496,0.873
563,6,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,143,10,11,3,5,obstacle_risk,10297.604521692785,290.170139448679,0.5509259104728699,2.7828050974676444e-10,38.3275357934736,0.822
563,6,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,144,9,12,3,1,obstacle_risk,396.6863895157431,132.81652054971957,0.49035486578941345,5.7544372045192915e-11,39.56008088970496,0.826375
563,6,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,145,10,11,3,5,obstacle_risk,10297.604521692785,290.170139448679,0.5509259104728699,2.7828050974676444e-10,38.3275357934736,0.827125
563,6,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,146,9,12,3,1,obstacle_risk,396.6863895157431,132.81652054971957,0.49035486578941345,5.7544372045192915e-11,39.56008088970496,0.864958
563,6,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,147,10,11,3,5,obstacle_risk,10297.604521692785,290.170139448679,0.5509259104728699,2.7828050974676444e-10,38.3275357934736,0.831
563,6,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,148,9,12,3,1,obstacle_risk,396.6863895157431,132.81652054971957,0.49035486578941345,5.7544372045192915e-11,39.56008088970496,0.8025
563,6,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,149,10,11,3,5,obstacle_risk,10297.604521692785,290.170139448679,0.5509259104728699,2.7828050974676444e-10,38.3275357934736,0.838333
563,6,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,150,9,12,3,1,obstacle_risk,396.6863895157431,132.81652054971957,0.49035486578941345,5.7544372045192915e-11,39.56008088970496,1.027667
563,6,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,151,10,11,3,5,obstacle_risk,10297.604521692785,290.170139448679,0.5509259104728699,2.7828050974676444e-10,38.3275357934736,0.877416
563,6,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,152,9,12,3,1,obstacle_risk,396.6863895157431,132.81652054971957,0.49035486578941345,5.7544372045192915e-11,39.56008088970496,0.885792
563,6,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,153,10,11,3,5,obstacle_risk,10297.604521692785,290.170139448679,0.5509259104728699,2.7828050974676444e-10,38.3275357934736,0.7945
563,6,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,154,9,12,3,1,obstacle_risk,396.6863895157431,132.81652054971957,0.49035486578941345,5.7544372045192915e-11,39.56008088970496,0.873917
563,6,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,155,10,11,3,5,obstacle_risk,10297.604521692785,290.170139448679,0.5509259104728699,2.7828050974676444e-10,38.3275357934736,0.834458
563,6,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,156,9,12,3,1,obstacle_risk,396.6863895157431,132.81652054971957,0.49035486578941345,5.7544372045192915e-11,39.56008088970496,0.852459
563,6,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,157,10,11,3,5,obstacle_risk,10297.604521692785,290.170139448679,0.5509259104728699,2.7828050974676444e-10,38.3275357934736,0.77725
563,6,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,158,9,12,3,1,obstacle_risk,396.6863895157431,132.81652054971957,0.49035486578941345,5.7544372045192915e-11,39.56008088970496,0.798042
563,6,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,159,10,11,3,5,obstacle_risk,10297.604521692785,290.170139448679,0.5509259104728699,2.7828050974676444e-10,38.3275357934736,0.82175
563,6,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,160,9,12,3,1,obstacle_risk,396.6863895157431,132.81652054971957,0.49035486578941345,5.7544372045192915e-11,39.56008088970496,0.834708
563,6,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,161,10,11,3,5,obstacle_risk,10297.604521692785,290.170139448679,0.5509259104728699,2.7828050974676444e-10,38.3275357934736,0.835292
563,6,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,162,9,12,3,1,obstacle_risk,396.6863895157431,132.81652054971957,0.49035486578941345,5.7544372045192915e-11,39.56008088970496,0.807083
563,6,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,163,10,11,3,5,obstacle_risk,10297.604521692785,290.170139448679,0.5509259104728699,2.7828050974676444e-10,38.3275357934736,0.80225
563,6,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,164,9,12,3,1,obstacle_risk,396.6863895157431,132.81652054971957,0.49035486578941345,5.7544372045192915e-11,39.56008088970496,0.788958
563,6,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,165,10,11,3,5,obstacle_risk,10297.604521692785,290.170139448679,0.5509259104728699,2.7828050974676444e-10,38.3275357934736,0.794667
563,6,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,166,9,12,3,1,obstacle_risk,396.6863895157431,132.81652054971957,0.49035486578941345,5.7544372045192915e-11,39.56008088970496,0.783542
563,6,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,167,10,11,3,5,obstacle_risk,10297.604521692785,290.170139448679,0.5509259104728699,2.7828050974676444e-10,38.3275357934736,0.781333
563,6,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,168,9,12,3,1,obstacle_risk,396.6863895157431,132.81652054971957,0.49035486578941345,5.7544372045192915e-11,39.56008088970496,0.792708
563,6,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,169,10,11,3,5,obstacle_risk,10297.604521692785,290.170139448679,0.5509259104728699,2.7828050974676444e-10,38.3275357934736,0.780667
563,6,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,170,9,12,3,1,obstacle_risk,396.6863895157431,132.81652054971957,0.49035486578941345,5.7544372045192915e-11,39.56008088970496,0.779875
563,6,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,171,10,11,3,5,obstacle_risk,10297.604521692785,290.170139448679,0.5509259104728699,2.7828050974676444e-10,38.3275357934736,0.96325
563,6,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,172,9,12,3,1,obstacle_risk,396.6863895157431,132.81652054971957,0.49035486578941345,5.7544372045192915e-11,39.56008088970496,0.78875
563,6,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,173,10,11,3,5,obstacle_risk,10297.604521692785,290.170139448679,0.5509259104728699,2.7828050974676444e-10,38.3275357934736,0.790959
563,6,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,174,9,12,3,1,obstacle_risk,396.6863895157431,132.81652054971957,0.49035486578941345,5.7544372045192915e-11,39.56008088970496,0.781084
563,6,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,175,10,11,3,5,obstacle_risk,10297.604521692785,290.170139448679,0.5509259104728699,2.7828050974676444e-10,38.3275357934736,0.783625
563,6,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,176,9,12,3,1,obstacle_risk,396.6863895157431,132.81652054971957,0.49035486578941345,5.7544372045192915e-11,39.56008088970496,0.806917
563,6,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,177,10,11,3,5,obstacle_risk,10297.604521692785,290.170139448679,0.5509259104728699,2.7828050974676444e-10,38.3275357934736,0.798541
563,6,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,178,9,12,3,1,obstacle_risk,396.6863895157431,132.81652054971957,0.49035486578941345,5.7544372045192915e-11,39.56008088970496,0.79375
563,6,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,179,10,11,3,5,obstacle_risk,10297.604521692785,290.170139448679,0.5509259104728699,2.7828050974676444e-10,38.3275357934736,0.783083
563,6,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,180,9,12,3,1,obstacle_risk,396.6863895157431,132.81652054971957,0.49035486578941345,5.7544372045192915e-11,39.56008088970496,0.791625
563,6,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,181,10,11,3,5,obstacle_risk,10297.604521692785,290.170139448679,0.5509259104728699,2.7828050974676444e-10,38.3275357934736,0.789042
563,6,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,182,9,12,3,1,obstacle_risk,396.6863895157431,132.81652054971957,0.49035486578941345,5.7544372045192915e-11,39.56008088970496,1.039917
563,6,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,183,10,11,3,5,obstacle_risk,10297.604521692785,290.170139448679,0.5509259104728699,2.7828050974676444e-10,38.3275357934736,0.816708
563,6,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,184,9,12,3,1,obstacle_risk,396.6863895157431,132.81652054971957,0.49035486578941345,5.7544372045192915e-11,39.56008088970496,0.798458
563,6,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,185,10,11,3,5,obstacle_risk,10297.604521692785,290.170139448679,0.5509259104728699,2.7828050974676444e-10,38.3275357934736,0.790125
563,6,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,186,9,12,3,1,obstacle_risk,396.6863895157431,132.81652054971957,0.49035486578941345,5.7544372045192915e-11,39.56008088970496,0.788583
563,6,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,187,10,11,3,5,obstacle_risk,10297.604521692785,290.170139448679,0.5509259104728699,2.7828050974676444e-10,38.3275357934736,0.805542
563,6,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,188,9,12,3,1,obstacle_risk,396.6863895157431,132.81652054971957,0.49035486578941345,5.7544372045192915e-11,39.56008088970496,0.786959
563,6,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,189,10,11,3,5,obstacle_risk,10297.604521692785,290.170139448679,0.5509259104728699,2.7828050974676444e-10,38.3275357934736,0.801
563,6,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,190,9,12,3,1,obstacle_risk,396.6863895157431,132.81652054971957,0.49035486578941345,5.7544372045192915e-11,39.56008088970496,0.768625
563,6,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,191,10,11,3,5,obstacle_risk,10297.604521692785,290.170139448679,0.5509259104728699,2.7828050974676444e-10,38.3275357934736,0.780208
563,6,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,192,9,12,3,1,obstacle_risk,396.6863895157431,132.81652054971957,0.49035486578941345,5.7544372045192915e-11,39.56008088970496,0.772708
563,6,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,193,10,11,3,5,obstacle_risk,10297.604521692785,290.170139448679,0.5509259104728699,2.7828050974676444e-10,38.3275357934736,1.005875
563,6,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,194,9,12,3,1,obstacle_risk,396.6863895157431,132.81652054971957,0.49035486578941345,5.7544372045192915e-11,39.56008088970496,0.803417
563,6,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,195,10,11,3,5,obstacle_risk,10297.604521692785,290.170139448679,0.5509259104728699,2.7828050974676444e-10,38.3275357934736,0.813917
563,6,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,196,9,12,3,1,obstacle_risk,396.6863895157431,132.81652054971957,0.49035486578941345,5.7544372045192915e-11,39.56008088970496,0.788708
563,6,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,197,10,11,3,5,obstacle_risk,10297.604521692785,290.170139448679,0.5509259104728699,2.7828050974676444e-10,38.3275357934736,0.787
563,6,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,198,9,12,3,1,obstacle_risk,396.6863895157431,132.81652054971957,0.49035486578941345,5.7544372045192915e-11,39.56008088970496,0.793375
563,6,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,199,10,11,3,5,obstacle_risk,10297.604521692785,290.170139448679,0.5509259104728699,2.7828050974676444e-10,38.3275357934736,0.794458
563,6,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,200,9,12,3,1,obstacle_risk,396.6863895157431,132.81652054971957,0.49035486578941345,5.7544372045192915e-11,39.56008088970496,0.800792
564,6,ppo_shield,dense_corridor,Dense Corridor,mono,0050,8,17,18,3,5,lookahead_safer,-4.245392459251915,-9.406126175825422,0.0,6.430025791814842e-07,34.48187929913333,0.791959
564,6,ppo_shield,dense_corridor,Dense Corridor,mono,0050,9,18,17,3,5,lookahead_safer,-4.42537524301687,-9.489438251085632,0.0,1.9821063688141294e-06,33.12099032335839,0.845792
564,6,ppo_shield,dense_corridor,Dense Corridor,mono,0050,11,20,17,3,5,lookahead_safer,-4.407544836620902,-9.754690734923475,0.0,1.5730014638393186e-05,31.38470965295043,0.8045
564,6,ppo_shield,dense_corridor,Dense Corridor,mono,0050,12,21,16,3,5,lookahead_safer,-4.589109803222467,-9.83952875796505,0.0,4.049646304338239e-05,30.01666203960727,0.797667
564,6,ppo_shield,dense_corridor,Dense Corridor,mono,0050,13,22,15,3,5,lookahead_safer,-4.773452024532815,-9.917208622668356,0.0,9.527784277452156e-05,28.653097563788805,1.112792
564,6,ppo_shield,dense_corridor,Dense Corridor,mono,0050,14,23,14,3,5,lookahead_safer,-4.959983374170265,-9.985944643697472,0.0,0.00020485831191763282,27.294688127912362,0.835125
564,6,ppo_shield,dense_corridor,Dense Corridor,mono,0050,16,25,14,3,5,lookahead_safer,-4.873821851542511,-10.25380660842441,0.0,0.0010363109176978469,25.553864678361276,0.797208
564,6,ppo_shield,dense_corridor,Dense Corridor,mono,0050,17,26,13,3,5,lookahead_safer,-5.0373547659098055,-10.300067381169269,0.0,0.0018609105609357357,24.186773244895647,0.777042
564,6,ppo_shield,dense_corridor,Dense Corridor,mono,0050,18,27,12,3,5,lookahead_safer,-5.19265474456016,-10.28336295933101,0.0,0.0030538502614945173,22.825424421026653,0.768625
564,6,ppo_shield,dense_corridor,Dense Corridor,mono,0050,20,29,12,3,5,lookahead_safer,-4.820485948143495,-10.355965582768123,0.0,0.010775357484817505,21.095023109728988,0.803583
564,6,ppo_shield,dense_corridor,Dense Corridor,mono,0050,21,30,11,3,5,lookahead_safer,-4.870943595784142,-9.96345242816441,0.0,0.02027054689824581,19.72308292331602,0.78675
564,6,ppo_shield,dense_corridor,Dense Corridor,mono,0050,23,32,11,3,5,lookahead_safer,-3.894779681471081,-9.662257748861188,0.0,0.04173540323972702,18.027756377319946,0.780708
564,6,ppo_shield,dense_corridor,Dense Corridor,mono,0050,25,34,11,3,5,lookahead_safer,-2.1445993015109113,-9.236149292265843,0.0,0.08945208042860031,16.401219466856727,0.8005
564,6,ppo_shield,dense_corridor,Dense Corridor,mono,0050,26,35,10,3,5,lookahead_safer,-2.1062577904114392,-8.301020879805968,0.0,0.12330008298158646,15.0,0.856084
564,6,ppo_shield,dense_corridor,Dense Corridor,mono,0050,28,37,10,3,5,lookahead_safer,0.23892188580425078,-8.570503756764182,0.0,0.16062970459461212,13.45362404707371,0.819208
564,6,ppo_shield,dense_corridor,Dense Corridor,mono,0050,29,38,9,3,5,lookahead_safer,-0.33124426319598066,-8.263183246448971,0.0,0.17692244052886963,12.041594578792296,0.809541
564,6,ppo_shield,dense_corridor,Dense Corridor,mono,0050,30,39,8,3,5,lookahead_safer,-1.1887205830003895,-7.929882928838696,0.0,0.21972258388996124,10.63014581273465,0.781125
564,6,ppo_shield,dense_corridor,Dense Corridor,mono,0050,31,40,7,3,5,lookahead_safer,-2.091397274320908,-8.108370717203815,0.0,0.23617754876613617,9.219544457292887,0.815375
564,6,ppo_shield,dense_corridor,Dense Corridor,mono,0050,32,41,6,3,5,lookahead_safer,-2.8825351862057342,-8.776065657623358,0.0,0.21972258388996124,7.810249675906654,0.798084
564,6,ppo_shield,dense_corridor,Dense Corridor,mono,0050,33,42,5,3,5,lookahead_safer,-3.3989407257148256,-9.728635069755805,0.0,0.17692244052886963,6.4031242374328485,0.787541
564,6,ppo_shield,dense_corridor,Dense Corridor,mono,0050,34,43,4,3,5,lookahead_safer,-3.9517137069674035,-10.672516818152769,0.0,0.12330008298158646,5.0,0.805208
564,6,ppo_shield,dense_corridor,Dense Corridor,mono,0050,35,44,3,3,5,lookahead_safer,-4.48577399520382,-11.206868848297514,0.0,0.07437311112880707,3.605551275463989,1.069667
564,6,ppo_shield,dense_corridor,Dense Corridor,mono,0050,36,45,2,3,5,lookahead_safer,-4.710815741721761,-10.964055246644513,0.0,0.03882761299610138,2.23606797749979,0.829834
564,6,ppo_shield,dense_corridor,Dense Corridor,mono,0050,38,47,2,3,5,negative_progress,0.05542508617377884,-6.802378611617171,0.0,0.009159301407635212,1.0,0.802542
564,6,ppo_shield,dense_corridor,Dense Corridor,mono,0050,39,47,1,3,6,negative_progress,2.0089949793635773,-4.014170379207159,0.0,0.008218953385949135,0.0,0.813208
565,6,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,1,10,11,3,5,obstacle_risk,10296.714461439446,286.367207487734,0.5509259104728699,0.011606113985180855,38.3275357934736,0.794333
565,6,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,2,9,12,3,1,obstacle_risk,396.7936770046873,132.98740406837766,0.49035486578941345,0.008463971316814423,39.56008088970496,0.781917
565,6,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,3,10,11,3,5,obstacle_risk,10297.714461439446,290.367207487734,0.5509259104728699,0.011606113985180855,38.3275357934736,0.787042
565,6,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,4,9,12,3,1,obstacle_risk,396.7936770046873,132.98740406837766,0.49035486578941345,0.008463971316814423,39.56008088970496,0.791375
565,6,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,5,10,11,3,5,obstacle_risk,10297.714461439446,290.367207487734,0.5509259104728699,0.011606113985180855,38.3275357934736,0.966125
565,6,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,6,9,12,3,1,obstacle_risk,396.7936770046873,132.98740406837766,0.49035486578941345,0.008463971316814423,39.56008088970496,0.854584
565,6,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,7,10,11,3,5,obstacle_risk,10297.714461439446,290.367207487734,0.5509259104728699,0.011606113985180855,38.3275357934736,0.78825
565,6,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,8,9,12,3,1,obstacle_risk,396.7936770046873,132.98740406837766,0.49035486578941345,0.008463971316814423,39.56008088970496,0.789959
565,6,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,9,10,11,3,5,obstacle_risk,10297.714461439446,290.367207487734,0.5509259104728699,0.011606113985180855,38.3275357934736,0.800833
565,6,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,10,9,12,3,1,obstacle_risk,396.7936770046873,132.98740406837766,0.49035486578941345,0.008463971316814423,39.56008088970496,0.793084
565,6,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,11,10,11,3,5,obstacle_risk,10297.714461439446,290.367207487734,0.5509259104728699,0.011606113985180855,38.3275357934736,0.785666
565,6,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,12,9,12,3,1,obstacle_risk,396.7936770046873,132.98740406837766,0.49035486578941345,0.008463971316814423,39.56008088970496,0.793292
565,6,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,13,10,11,3,5,obstacle_risk,10297.714461439446,290.367207487734,0.5509259104728699,0.011606113985180855,38.3275357934736,0.79675
565,6,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,14,9,12,3,1,obstacle_risk,396.7936770046873,132.98740406837766,0.49035486578941345,0.008463971316814423,39.56008088970496,0.788916
565,6,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,15,10,11,3,5,obstacle_risk,10297.714461439446,290.367207487734,0.5509259104728699,0.011606113985180855,38.3275357934736,1.001792
565,6,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,16,9,12,3,1,obstacle_risk,396.7936770046873,132.98740406837766,0.49035486578941345,0.008463971316814423,39.56008088970496,0.814791
565,6,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,17,10,11,3,5,obstacle_risk,10297.714461439446,290.367207487734,0.5509259104728699,0.011606113985180855,38.3275357934736,0.807
565,6,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,18,9,12,3,1,obstacle_risk,396.7936770046873,132.98740406837766,0.49035486578941345,0.008463971316814423,39.56008088970496,0.789375
565,6,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,19,10,11,3,5,obstacle_risk,10297.714461439446,290.367207487734,0.5509259104728699,0.011606113985180855,38.3275357934736,0.78975
565,6,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,20,9,12,3,1,obstacle_risk,396.7936770046873,132.98740406837766,0.49035486578941345,0.008463971316814423,39.56008088970496,0.78075
565,6,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,21,10,11,3,5,obstacle_risk,10297.714461439446,290.367207487734,0.5509259104728699,0.011606113985180855,38.3275357934736,0.782541
565,6,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,22,9,12,3,1,obstacle_risk,396.7936770046873,132.98740406837766,0.49035486578941345,0.008463971316814423,39.56008088970496,0.819041
565,6,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,23,10,11,3,5,obstacle_risk,10297.714461439446,290.367207487734,0.5509259104728699,0.011606113985180855,38.3275357934736,0.783292
565,6,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,24,9,12,3,1,obstacle_risk,396.7936770046873,132.98740406837766,0.49035486578941345,0.008463971316814423,39.56008088970496,0.776584
565,6,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,25,10,11,3,5,obstacle_risk,10297.714461439446,290.367207487734,0.5509259104728699,0.011606113985180855,38.3275357934736,0.788791
565,6,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,26,9,12,3,1,obstacle_risk,396.7936770046873,132.98740406837766,0.49035486578941345,0.008463971316814423,39.56008088970496,0.933958
565,6,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,27,10,11,3,5,obstacle_risk,10297.714461439446,290.367207487734,0.5509259104728699,0.011606113985180855,38.3275357934736,0.798625
565,6,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,28,9,12,3,1,obstacle_risk,396.7936770046873,132.98740406837766,0.49035486578941345,0.008463971316814423,39.56008088970496,0.784709
565,6,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,29,10,11,3,5,obstacle_risk,10297.714461439446,290.367207487734,0.5509259104728699,0.011606113985180855,38.3275357934736,0.791625
565,6,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,30,9,12,3,1,obstacle_risk,396.7936770046873,132.98740406837766,0.49035486578941345,0.008463971316814423,39.56008088970496,0.784583
565,6,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,31,10,11,3,5,obstacle_risk,10297.714461439446,290.367207487734,0.5509259104728699,0.011606113985180855,38.3275357934736,0.77875
565,6,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,32,9,12,3,1,obstacle_risk,396.7936770046873,132.98740406837766,0.49035486578941345,0.008463971316814423,39.56008088970496,0.7885
565,6,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,33,10,11,3,5,obstacle_risk,10297.714461439446,290.367207487734,0.5509259104728699,0.011606113985180855,38.3275357934736,0.798375
565,6,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,34,9,12,3,1,obstacle_risk,396.7936770046873,132.98740406837766,0.49035486578941345,0.008463971316814423,39.56008088970496,0.780625
565,6,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,35,10,11,3,5,obstacle_risk,10297.714461439446,290.367207487734,0.5509259104728699,0.011606113985180855,38.3275357934736,0.784375
565,6,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,36,9,12,3,1,obstacle_risk,396.7936770046873,132.98740406837766,0.49035486578941345,0.008463971316814423,39.56008088970496,0.777917
565,6,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,37,10,11,3,5,obstacle_risk,10297.714461439446,290.367207487734,0.5509259104728699,0.011606113985180855,38.3275357934736,0.952208
565,6,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,38,9,12,3,1,obstacle_risk,396.7936770046873,132.98740406837766,0.49035486578941345,0.008463971316814423,39.56008088970496,0.806042
565,6,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,39,10,11,3,5,obstacle_risk,10297.714461439446,290.367207487734,0.5509259104728699,0.011606113985180855,38.3275357934736,0.796417
565,6,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,40,9,12,3,1,obstacle_risk,396.7936770046873,132.98740406837766,0.49035486578941345,0.008463971316814423,39.56008088970496,0.786875
565,6,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,41,10,11,3,5,obstacle_risk,10297.714461439446,290.367207487734,0.5509259104728699,0.011606113985180855,38.3275357934736,0.783458
565,6,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,42,9,12,3,1,obstacle_risk,396.7936770046873,132.98740406837766,0.49035486578941345,0.008463971316814423,39.56008088970496,0.777167
565,6,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,43,10,11,3,5,obstacle_risk,10297.714461439446,290.367207487734,0.5509259104728699,0.011606113985180855,38.3275357934736,0.776375
565,6,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,44,9,12,3,1,obstacle_risk,396.7936770046873,132.98740406837766,0.49035486578941345,0.008463971316814423,39.56008088970496,0.827375
565,6,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,45,10,11,3,5,obstacle_risk,10297.714461439446,290.367207487734,0.5509259104728699,0.011606113985180855,38.3275357934736,0.802417
565,6,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,46,9,12,3,1,obstacle_risk,396.7936770046873,132.98740406837766,0.49035486578941345,0.008463971316814423,39.56008088970496,0.784541
565,6,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,47,10,11,3,5,obstacle_risk,10297.714461439446,290.367207487734,0.5509259104728699,0.011606113985180855,38.3275357934736,0.773167
565,6,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,48,9,12,3,1,obstacle_risk,396.7936770046873,132.98740406837766,0.49035486578941345,0.008463971316814423,39.56008088970496,1.004166
565,6,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,49,10,11,3,5,obstacle_risk,10297.714461439446,290.367207487734,0.5509259104728699,0.011606113985180855,38.3275357934736,0.814541
565,6,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,50,9,12,3,1,obstacle_risk,396.7936770046873,132.98740406837766,0.49035486578941345,0.008463971316814423,39.56008088970496,0.809625
565,6,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,51,10,11,3,5,obstacle_risk,10297.714461439446,290.367207487734,0.5509259104728699,0.011606113985180855,38.3275357934736,0.799625
565,6,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,52,9,12,3,1,obstacle_risk,396.7936770046873,132.98740406837766,0.49035486578941345,0.008463971316814423,39.56008088970496,0.783334
565,6,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,53,10,11,3,5,obstacle_risk,10297.714461439446,290.367207487734,0.5509259104728699,0.011606113985180855,38.3275357934736,0.780833
565,6,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,54,9,12,3,1,obstacle_risk,396.7936770046873,132.98740406837766,0.49035486578941345,0.008463971316814423,39.56008088970496,0.784375
565,6,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,55,10,11,3,5,obstacle_risk,10297.714461439446,290.367207487734,0.5509259104728699,0.011606113985180855,38.3275357934736,0.801208
