perturbation_type,severity,severity_value,perturbation_seed,perturbation_latency_ms,base_perception_latency_ms,episode,episode_variant,controller,scenario_id,scenario_name,mode,frame_id,start_row,start_col,goal_row,goal_col,start_obstacle_risk,goal_obstacle_risk,start_perceived_obstacle_risk,goal_perceived_obstacle_risk,success,collided,done_reason,steps,path_length,start_distance,final_distance,path_efficiency,progress_efficiency,min_obstacle_distance_cells,mean_obstacle_risk,max_obstacle_risk,mean_perceived_obstacle_risk,max_perceived_obstacle_risk,mean_hazard_risk,max_hazard_risk,hazard_exposure_steps,shield_interventions,shield_intervention_rate,perception_latency_ms,avg_ppo_decision_latency_ms,p50_ppo_decision_latency_ms,p95_ppo_decision_latency_ms,avg_shield_decision_latency_ms,p50_shield_decision_latency_ms,p95_shield_decision_latency_ms,avg_total_inference_latency_ms,elapsed_ms,selected_visual
depth_noise,extreme,0.22,128478,0.060292,8.926332999180886,1705,20,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,9,9,47,2,0.0,0.0,0.39992231130599976,0.06515959650278091,1,0,goal_reached,38,52.4974746830583,38.63935817272331,0.0,0.7360231783719074,0.7360231783719074,1.0,0.0,0.0,0.01881997235931265,0.39992231130599976,0.017741349093709148,0.2083473801612854,0,24,0.631578947368421,8.986624999180886,0.5598737894736842,0.5471045,0.6716580499999999,0.7931633157894736,0.78325,0.8728623999999999,10.339662104444045,53.58600000181468,
depth_noise,extreme,0.22,118210,0.057625,6.788624999899184,1706,20,ppo_shield,obstacle_cluster,Obstacle Cluster,mono,0060,9,9,47,2,0.16666662693023682,0.0,0.814180314540863,0.0,1,0,goal_reached,41,56.74011537017758,38.63935817272331,0.0,0.680988361067592,0.680988361067592,1.0,0.003968253022148495,0.16666662693023682,0.04406302895707389,0.814180314540863,0.014022606622694132,0.07199297100305557,0,25,0.6097560975609756,6.846249999899184,0.5850610243902439,0.565292,0.69225,0.801845512195122,0.784167,0.88,8.23315653648455,59.31775000135531,
depth_noise,extreme,0.22,128007,0.05525,13.21158299833769,1707,20,ppo_shield,lateral_maneuver,Lateral Maneuver,stereo,0010,2,2,46,37,0.0,0.0,0.1351979523897171,0.0,1,0,goal_reached,52,69.81118318204304,56.22277118748239,0.0,0.8053547959626061,0.8053547959626061,16.58447265625,0.0547803105821587,0.487847238779068,0.09793283730604739,0.43226537108421326,0.11409717065638439,0.44120553135871887,0,14,0.2692307692307692,13.266832998337689,0.5626314038461538,0.5406045,0.6893083,0.7894319230769232,0.7809165,0.85349985,14.618896325260767,73.26158399882843,
depth_noise,extreme,0.22,117763,0.05675,169.17329100033385,1708,20,ppo_shield,lateral_maneuver,Lateral Maneuver,mono,0010,2,2,46,37,0.0,0.11824844777584076,0.15282753109931946,0.522213876247406,0,0,max_steps,200,241.83556979968293,56.22277118748239,1.4142135623730951,0.0,0.22663563375109907,1.0,0.025059885053492305,0.15740740299224854,0.012926649895325229,0.37436461448669434,0.02994006481257297,0.4339488744735718,0,147,0.735,169.23004100033384,0.562215,0.5405625000000001,0.6870020499999999,0.7887380999999999,0.7776665,0.85948065,170.58099410033384,282.0892499985348,
depth_noise,extreme,0.22,119588,0.062042,9.763624999322928,1709,20,ppo_shield,stress_density,Stress Density,stereo,0040,2,2,29,9,0.0,0.0,0.0,0.0,1,0,goal_reached,27,34.041630560342625,27.892651361962706,0.0,0.8193688405295345,0.8193688405295345,1.0,0.0,0.0,0.026243193199791546,0.3361049294471741,0.09675641410821154,0.32529130578041077,0,15,0.5555555555555556,9.825666999322928,0.5588935185185185,0.542125,0.6712039,0.7912916666666666,0.784666,0.8393876,11.175852184508113,38.025833000574494,
depth_noise,extreme,0.22,109666,0.059125,6.436416999349603,1710,20,ppo_shield,stress_density,Stress Density,mono,0040,2,2,29,9,0.0,0.0,0.0,0.18272817134857178,1,0,goal_reached,28,38.76955262170048,27.892651361962706,0.0,0.7194473362674387,0.7194473362674387,1.399993896484375,0.0,0.0,0.04554780983719332,0.20256343483924866,0.16265311605162297,0.4840439558029175,0,11,0.39285714285714285,6.495541999349603,0.5645579999999999,0.5454585000000001,0.7098624,0.7920310357142857,0.781729,0.8680682,7.852131035063889,39.58420800336171,
depth_noise,extreme,0.22,112350,0.0525,12.161624999862397,1711,21,ppo_shield,baseline_open,Baseline Open,stereo,0020,2,4,37,44,0.0,0.11516202986240387,0.16189737617969513,0.0,1,0,goal_reached,62,79.81118318204302,53.150729063673246,0.0,0.6659559092419495,0.6659559092419495,1.399993896484375,0.12016215567506613,0.44849535822868347,0.08543033945182013,0.3801354169845581,0.07010629881009874,0.4517662525177002,0,31,0.5,12.214124999862397,0.5623998387096775,0.538083,0.6855773999999999,0.7912264677419355,0.778167,0.8847086499999999,13.56775130631401,87.46491599958972,
depth_noise,extreme,0.22,102780,0.055417,8.002416998351691,1712,21,ppo_shield,baseline_open,Baseline Open,mono,0020,2,4,37,44,0.0,0.0,0.0,0.16495905816555023,1,0,goal_reached,41,56.74011537017758,53.150729063673246,0.0,0.9367398835358924,0.9367398835358924,1.0,0.008855083513827551,0.36284714937210083,0.051370445949335895,0.40677210688591003,7.572203179141022e-05,0.0005011256434954703,0,5,0.12195121951219512,8.057833998351692,0.5514167317073171,0.538416,0.644209,0.7893475609756098,0.779667,0.840083,9.398598291034618,57.330832998559345,
depth_noise,extreme,0.22,118108,0.058375,9.967291000066325,1713,21,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,9,12,47,1,0.49035486578941345,0.0,0.467300683259964,0.23133815824985504,0,0,max_steps,200,200.0,39.56008088970496,39.56008088970496,0.0,0.0,1.0,0.5895886372274427,0.6898147463798523,0.47999361098109194,0.49281346797943115,0.002537886227541302,0.003535790368914604,0,200,1.0,10.025666000066325,0.57926436,0.546125,0.7603586499999998,0.7921405749999999,0.7806245,0.8743097999999999,11.397070935066324,286.4977919998637,
depth_noise,extreme,0.22,108280,0.0565,6.563708000612678,1714,21,ppo_shield,dense_corridor,Dense Corridor,mono,0050,9,12,47,1,0.21547067165374756,0.0,0.20039282739162445,0.17264820635318756,1,0,goal_reached,40,55.325901807804485,39.56008088970496,0.0,0.7150372537465709,0.7150372537465709,1.399993896484375,0.005255382235457257,0.21547067165374756,0.022923047245457406,0.20039282739162445,0.0462877478345016,0.22338029742240906,0,26,0.65,6.620208000612678,0.561812475,0.5430625,0.6790728999999999,0.787699075,0.7775000000000001,0.8282378499999999,7.969719550612678,56.260875000589294,
depth_noise,extreme,0.22,128529,0.061541,8.926332999180886,1715,21,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,9,12,47,1,0.49035486578941345,0.0,0.3634325861930847,0.0,0,0,max_steps,200,266.274169979696,39.56008088970496,39.56008088970496,0.0,0.0,1.0,0.5370542687266621,0.6568286418914795,0.3606339731619726,0.4594036936759949,8.756567532050688e-05,0.0001598109520273283,0,200,1.0,8.987873999180886,0.586602475,0.5472505,0.7516023999999993,0.8082150150000001,0.785646,0.90933605,10.382691489180885,291.2073749976116,
depth_noise,extreme,0.22,118259,0.077833,6.788624999899184,1716,21,ppo_shield,obstacle_cluster,Obstacle Cluster,mono,0060,9,12,47,1,0.21547067165374756,0.0,0.3129589557647705,0.0,1,0,goal_reached,38,53.325901807804485,39.56008088970496,0.0,0.7418548875607607,0.7418548875607607,1.399993896484375,0.005524889016762758,0.21547067165374756,0.02046524371260789,0.3129589557647705,0.012572682641390479,0.06916946172714233,0,25,0.6578947368421053,6.866457999899184,0.631490157894737,0.5800624999999999,0.8804107499999999,0.804515394736842,0.7912705,0.8956277,8.302463552530764,57.17029200241086,
depth_noise,extreme,0.22,128058,0.08525,13.21158299833769,1717,21,ppo_shield,lateral_maneuver,Lateral Maneuver,stereo,0010,2,4,45,35,0.0,0.0,0.08544275164604187,0.04319922253489494,1,0,goal_reached,44,59.74011537017758,53.009433122794285,0.0,0.8873339596738833,0.8873339596738833,9.196868896484375,0.06650805495058497,0.471450537443161,0.09687477052211761,0.386691689491272,0.013003159787238925,0.06569912284612656,0,10,0.22727272727272727,13.29683299833769,0.6450445,0.5552915,0.97911695,0.799440340909091,0.786313,0.86635985,14.741317839246781,66.46912499854807,
depth_noise,extreme,0.22,117812,0.058041,169.17329100033385,1718,21,ppo_shield,lateral_maneuver,Lateral Maneuver,mono,0010,2,4,45,35,0.0,0.036651235073804855,0.0,0.15933328866958618,1,0,goal_reached,44,59.74011537017757,53.009433122794285,0.0,0.8873339596738834,0.8873339596738834,1.0,0.0008144718905289968,0.036651235073804855,0.0612316354488333,0.34871965646743774,0.1787198301896246,0.48242780566215515,0,9,0.20454545454545456,169.23133200033385,0.6443399090909091,0.5585,0.9690606,0.8038703181818184,0.793229,0.8598644,170.6795422276066,66.63216699962504,
depth_noise,extreme,0.22,119637,0.06125,9.763624999322928,1719,21,ppo_shield,stress_density,Stress Density,stereo,0040,2,4,29,7,0.0,0.0,0.0,0.3432500660419464,1,0,goal_reached,34,43.94112549695428,27.16615541441225,0.0,0.6182398631617944,0.6182398631617944,1.0,0.0,0.0,0.05347333635602679,0.3432500660419464,0.01992053348859041,0.09788402169942856,0,20,0.5882352941176471,9.824874999322928,0.6549607647058824,0.562083,0.9700686499999999,0.7994570294117647,0.787271,0.8703523999999999,11.279292793440574,51.63358299978427,
depth_noise,extreme,0.22,109713,0.056333,6.436416999349603,1720,21,ppo_shield,stress_density,Stress Density,mono,0040,2,4,29,7,0.0,0.07040894776582718,0.0,0.27418774366378784,1,0,goal_reached,31,42.18376618407357,27.16615541441225,0.0,0.6439954957049046,0.6439954957049046,1.0,0.004973234375938773,0.08873455226421356,0.03333309036679566,0.27418774366378784,0.007384163465425721,0.07205487787723541,0,15,0.4838709677419355,6.492749999349604,0.6613990967741936,0.573666,0.9944789999999999,0.8062782580645161,0.79275,0.8857295000000001,7.9604273541883135,47.56087499845307,
depth_noise,extreme,0.22,112398,0.049667,12.161624999862397,1721,22,ppo_shield,baseline_open,Baseline Open,stereo,0020,4,2,36,46,0.0,0.0,0.0,0.0,1,0,goal_reached,52,68.56854249492376,54.405882034941776,0.0,0.7934525083272629,0.7934525083272629,2.1968994140625,0.12803545699208835,0.5893131494522095,0.07662975011428572,0.4259077310562134,7.491528742458647e-05,0.0008686140645295382,0,19,0.36538461538461536,12.211291999862397,0.6454735961538461,0.556479,0.9881230999999999,0.8035504423076925,0.790708,0.8887277499999999,13.660316038323934,78.80179200219573,
depth_noise,extreme,0.22,102826,0.056667,8.002416998351691,1722,22,ppo_shield,baseline_open,Baseline Open,mono,0020,4,2,36,46,0.0,0.0,0.13586106896400452,0.0,1,0,goal_reached,45,61.154328932550676,54.405882034941776,0.0,0.8896489093183901,0.8896489093183901,1.399993896484375,0.0,0.0,0.05392078622041837,0.4253685772418976,1.1416865536330212e-06,7.854224350012373e-06,0,9,0.2,8.05908399835169,0.6336388222222222,0.56575,0.9424919999999998,0.8054639777777778,0.790583,0.8852583999999999,9.498186798351691,67.83141699997941,
depth_noise,extreme,0.22,118157,0.062834,9.967291000066325,1723,22,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,11,9,45,2,0.0,0.0,0.003168779890984297,0.0,1,0,goal_reached,41,53.426406871192825,34.713109915419565,0.0,0.649736936251587,0.649736936251587,1.0,0.0,0.0,0.014401340477412478,0.16431312263011932,0.19778531920625633,0.49736014008522034,0,28,0.6829268292682927,10.030125000066326,0.6513861707317073,0.559042,0.996667,0.8012814878048781,0.791417,0.868,11.48279265860291,62.26333299855469,
depth_noise,extreme,0.22,108327,0.051291,6.563708000612678,1724,22,ppo_shield,dense_corridor,Dense Corridor,mono,0050,11,9,45,2,0.0,0.0,0.17315027117729187,0.0,1,0,goal_reached,34,47.669047558312116,34.713109915419565,0.0,0.7282106879302772,0.7282106879302772,2.79998779296875,0.0,0.0,0.025280211386936053,0.2328668236732483,0.01732274065135633,0.09764254093170166,0,21,0.6176470588235294,6.614999000612678,0.6423553529411764,0.5605835,0.9852232499999999,0.8022880294117647,0.786208,0.8893812499999999,8.059642382965619,51.3866670007701,
