run_id,method,episodes,success_rate,successes,avg_steps,std_steps,avg_path_len,avg_final_dist,avg_hazard_encounters,avg_total_reward,std_reward,avg_hazard_penalty,elapsed_time,grid,max_steps,encounter_threshold,termination_threshold,perception_noise,replan_frequency,confidence_decay,observation_radius,aerial_cell_px,timestamp_utc
2026-04-04_17-36-55,A*,50,0.94,47,55.14,27.982859039061754,73.1582899632296,2.9736226940239017,1.96,387.0944797722734,105.58080439456381,1.1168566584587096,654.931841135025,50,200,0.2,0.9,0.0,1,0.95,2,8,2026-04-04T21:53:12.463457
2026-04-04_17-36-55,PPO,50,0.16,8,19.5,14.78817094843037,27.57716446627535,36.062445840513924,0.78,57.04503384049494,169.94699145561785,0.4142507553100586,320.1054060459137,50,200,0.2,0.9,0.0,1,0.95,2,8,2026-04-04T21:53:12.463466
