run_id,method,episodes,success_rate,successes,avg_steps,std_steps,avg_path_len,avg_final_dist,avg_hazard_encounters,avg_total_reward,std_reward,avg_hazard_penalty,elapsed_time,grid,max_steps,encounter_threshold,termination_threshold,perception_noise,replan_frequency,confidence_decay,observation_radius,aerial_cell_px,timestamp_utc
2026-04-04_20-59-56,A*,50,0.92,46,62.04,26.894579379495788,82.71754103366486,2.026831157690594,2.28,385.02222296516845,97.31854605946654,1.305817250609398,2509.628667116165,50,200,0.2,0.9,0.0,0,0.95,4,8,2026-04-05T02:01:26.467443
2026-04-04_20-59-56,PPO,50,0.1,5,18.8,13.753544997563356,26.587214972614184,37.05239533417509,0.56,38.08322066332814,144.52023722795283,0.2831820297241211,1177.0725021362305,50,200,0.2,0.9,0.0,0,0.95,4,8,2026-04-05T02:01:26.467452
