hazard_density,hazard_density_seed,episode,episode_variant,controller,scenario_id,scenario_name,mode,frame_id,step,row,col,event_type,event_value
low,23822,634,13,ppo_shield,dense_corridor,Dense Corridor,mono,0050,35,45,6,shield_intervention,lookahead_safer
low,23822,634,13,ppo_shield,dense_corridor,Dense Corridor,mono,0050,36,46,5,shield_intervention,negative_progress
low,23822,634,13,ppo_shield,dense_corridor,Dense Corridor,mono,0050,37,47,4,shield_intervention,negative_progress
low,28540,635,13,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,3,13,8,shield_intervention,obstacle_risk
low,28540,635,13,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,5,15,8,shield_intervention,obstacle_risk
low,28540,635,13,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,7,17,8,shield_intervention,obstacle_risk
low,28540,635,13,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,9,19,8,shield_intervention,obstacle_risk
low,28540,635,13,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,11,21,8,shield_intervention,obstacle_risk
low,28540,635,13,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,13,23,8,shield_intervention,obstacle_risk
low,28540,635,13,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,15,25,8,shield_intervention,obstacle_risk
low,28540,635,13,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,17,27,8,shield_intervention,obstacle_risk
low,28540,635,13,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,19,29,8,shield_intervention,obstacle_risk
low,28540,635,13,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,21,31,8,shield_intervention,obstacle_risk
low,28540,635,13,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,23,33,8,shield_intervention,obstacle_risk
low,28540,635,13,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,25,35,8,shield_intervention,obstacle_risk
low,28540,635,13,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,27,37,8,shield_intervention,obstacle_risk
low,28540,635,13,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,29,39,8,shield_intervention,obstacle_risk
low,28540,635,13,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,31,41,8,shield_intervention,obstacle_risk
low,28540,635,13,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,32,42,7,shield_intervention,lookahead_safer
low,28540,635,13,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,33,43,6,shield_intervention,lookahead_safer
low,28540,635,13,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,35,45,6,shield_intervention,lookahead_safer
low,28540,635,13,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,36,46,5,shield_intervention,negative_progress
low,28540,635,13,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,37,47,4,shield_intervention,negative_progress
low,28540,636,13,ppo_shield,obstacle_cluster,Obstacle Cluster,mono,0060,13,23,18,shield_intervention,lookahead_safer
low,28540,636,13,ppo_shield,obstacle_cluster,Obstacle Cluster,mono,0060,14,24,17,shield_intervention,lookahead_safer
low,28540,636,13,ppo_shield,obstacle_cluster,Obstacle Cluster,mono,0060,16,26,17,shield_intervention,lookahead_safer
low,28540,636,13,ppo_shield,obstacle_cluster,Obstacle Cluster,mono,0060,19,29,18,shield_intervention,lookahead_safer
low,28540,636,13,ppo_shield,obstacle_cluster,Obstacle Cluster,mono,0060,21,31,18,shield_intervention,lookahead_safer
low,28540,636,13,ppo_shield,obstacle_cluster,Obstacle Cluster,mono,0060,22,32,17,shield_intervention,lookahead_safer
low,28540,636,13,ppo_shield,obstacle_cluster,Obstacle Cluster,mono,0060,24,34,17,shield_intervention,lookahead_safer
low,28540,636,13,ppo_shield,obstacle_cluster,Obstacle Cluster,mono,0060,25,35,16,shield_intervention,lookahead_safer
low,28540,636,13,ppo_shield,obstacle_cluster,Obstacle Cluster,mono,0060,26,36,15,shield_intervention,lookahead_safer
low,28540,636,13,ppo_shield,obstacle_cluster,Obstacle Cluster,mono,0060,27,37,14,shield_intervention,lookahead_safer
low,28540,636,13,ppo_shield,obstacle_cluster,Obstacle Cluster,mono,0060,28,38,13,shield_intervention,lookahead_safer
low,28540,636,13,ppo_shield,obstacle_cluster,Obstacle Cluster,mono,0060,29,39,12,shield_intervention,lookahead_safer
low,28540,636,13,ppo_shield,obstacle_cluster,Obstacle Cluster,mono,0060,30,40,11,shield_intervention,lookahead_safer
low,28540,636,13,ppo_shield,obstacle_cluster,Obstacle Cluster,mono,0060,31,41,10,shield_intervention,lookahead_safer
low,28540,636,13,ppo_shield,obstacle_cluster,Obstacle Cluster,mono,0060,32,42,9,shield_intervention,lookahead_safer
low,28540,636,13,ppo_shield,obstacle_cluster,Obstacle Cluster,mono,0060,33,43,8,shield_intervention,lookahead_safer
low,28540,636,13,ppo_shield,obstacle_cluster,Obstacle Cluster,mono,0060,34,44,7,shield_intervention,lookahead_safer
low,28540,636,13,ppo_shield,obstacle_cluster,Obstacle Cluster,mono,0060,35,45,6,shield_intervention,lookahead_safer
low,28540,636,13,ppo_shield,obstacle_cluster,Obstacle Cluster,mono,0060,36,46,5,shield_intervention,negative_progress
low,28540,636,13,ppo_shield,obstacle_cluster,Obstacle Cluster,mono,0060,37,47,4,shield_intervention,negative_progress
low,28493,637,13,ppo_shield,lateral_maneuver,Lateral Maneuver,stereo,0010,28,30,28,shield_intervention,obstacle_risk
low,28493,637,13,ppo_shield,lateral_maneuver,Lateral Maneuver,stereo,0010,40,42,38,shield_intervention,lookahead_safer
low,28493,637,13,ppo_shield,lateral_maneuver,Lateral Maneuver,stereo,0010,41,43,37,shield_intervention,obstacle_risk
low,28493,637,13,ppo_shield,lateral_maneuver,Lateral Maneuver,stereo,0010,42,44,36,shield_intervention,obstacle_risk
low,28493,637,13,ppo_shield,lateral_maneuver,Lateral Maneuver,stereo,0010,44,45,36,shield_intervention,lookahead_safer
low,28493,637,13,ppo_shield,lateral_maneuver,Lateral Maneuver,stereo,0010,46,45,38,shield_intervention,obstacle_risk+negative_progress
low,28493,638,13,ppo_shield,lateral_maneuver,Lateral Maneuver,mono,0010,5,7,5,shield_intervention,lookahead_safer
low,28493,638,13,ppo_shield,lateral_maneuver,Lateral Maneuver,mono,0010,40,42,38,shield_intervention,obstacle_risk
low,28493,638,13,ppo_shield,lateral_maneuver,Lateral Maneuver,mono,0010,41,43,38,shield_intervention,obstacle_risk
low,28493,638,13,ppo_shield,lateral_maneuver,Lateral Maneuver,mono,0010,42,44,38,shield_intervention,obstacle_risk
low,28493,638,13,ppo_shield,lateral_maneuver,Lateral Maneuver,mono,0010,43,45,38,shield_intervention,obstacle_risk
low,24073,639,13,ppo_shield,stress_density,Stress Density,stereo,0040,9,11,9,shield_intervention,obstacle_risk
low,24073,639,13,ppo_shield,stress_density,Stress Density,stereo,0040,10,12,9,shield_intervention,obstacle_risk
low,24073,639,13,ppo_shield,stress_density,Stress Density,stereo,0040,11,13,9,shield_intervention,obstacle_risk
low,24073,639,13,ppo_shield,stress_density,Stress Density,stereo,0040,12,14,9,shield_intervention,obstacle_risk
low,24073,639,13,ppo_shield,stress_density,Stress Density,stereo,0040,13,15,9,shield_intervention,obstacle_risk
low,24073,639,13,ppo_shield,stress_density,Stress Density,stereo,0040,14,16,9,shield_intervention,obstacle_risk
low,24073,639,13,ppo_shield,stress_density,Stress Density,stereo,0040,15,17,9,shield_intervention,obstacle_risk
low,24073,639,13,ppo_shield,stress_density,Stress Density,stereo,0040,16,18,9,shield_intervention,obstacle_risk
low,24073,639,13,ppo_shield,stress_density,Stress Density,stereo,0040,17,19,9,shield_intervention,obstacle_risk
low,24073,639,13,ppo_shield,stress_density,Stress Density,stereo,0040,18,20,9,shield_intervention,obstacle_risk
low,24073,639,13,ppo_shield,stress_density,Stress Density,stereo,0040,19,21,9,shield_intervention,obstacle_risk
low,24073,639,13,ppo_shield,stress_density,Stress Density,stereo,0040,20,22,9,shield_intervention,obstacle_risk
low,24073,639,13,ppo_shield,stress_density,Stress Density,stereo,0040,21,23,9,shield_intervention,obstacle_risk
low,24073,639,13,ppo_shield,stress_density,Stress Density,stereo,0040,22,24,9,shield_intervention,obstacle_risk
low,24073,639,13,ppo_shield,stress_density,Stress Density,stereo,0040,23,25,9,shield_intervention,obstacle_risk
low,24073,639,13,ppo_shield,stress_density,Stress Density,stereo,0040,24,26,9,shield_intervention,obstacle_risk
low,24073,639,13,ppo_shield,stress_density,Stress Density,stereo,0040,25,27,9,shield_intervention,obstacle_risk
low,24073,639,13,ppo_shield,stress_density,Stress Density,stereo,0040,26,28,9,shield_intervention,obstacle_risk
low,24073,639,13,ppo_shield,stress_density,Stress Density,stereo,0040,27,29,9,shield_intervention,obstacle_risk
low,24073,640,13,ppo_shield,stress_density,Stress Density,mono,0040,16,18,15,shield_intervention,lookahead_safer
low,24073,640,13,ppo_shield,stress_density,Stress Density,mono,0040,18,20,15,shield_intervention,lookahead_safer
low,24073,640,13,ppo_shield,stress_density,Stress Density,mono,0040,19,21,14,shield_intervention,lookahead_safer
low,24073,640,13,ppo_shield,stress_density,Stress Density,mono,0040,20,22,13,shield_intervention,lookahead_safer
low,24073,640,13,ppo_shield,stress_density,Stress Density,mono,0040,21,23,12,shield_intervention,lookahead_safer
low,24073,640,13,ppo_shield,stress_density,Stress Density,mono,0040,23,25,12,shield_intervention,lookahead_safer
low,24073,640,13,ppo_shield,stress_density,Stress Density,mono,0040,24,26,11,shield_intervention,lookahead_safer
low,24073,640,13,ppo_shield,stress_density,Stress Density,mono,0040,25,27,10,shield_intervention,lookahead_safer
low,24073,640,13,ppo_shield,stress_density,Stress Density,mono,0040,27,29,10,shield_intervention,negative_progress
low,24073,640,13,ppo_shield,stress_density,Stress Density,mono,0040,28,29,9,shield_intervention,obstacle_risk+negative_progress
low,21472,641,14,ppo_shield,baseline_open,Baseline Open,stereo,0020,14,15,15,shield_intervention,obstacle_risk
low,21472,641,14,ppo_shield,baseline_open,Baseline Open,stereo,0020,15,16,15,shield_intervention,obstacle_risk
low,21472,641,14,ppo_shield,baseline_open,Baseline Open,stereo,0020,16,17,14,shield_intervention,obstacle_risk
low,21472,641,14,ppo_shield,baseline_open,Baseline Open,stereo,0020,23,24,19,shield_intervention,obstacle_risk
low,21472,641,14,ppo_shield,baseline_open,Baseline Open,stereo,0020,28,29,22,shield_intervention,obstacle_risk
low,21472,641,14,ppo_shield,baseline_open,Baseline Open,stereo,0020,33,33,27,shield_intervention,obstacle_risk
low,21472,641,14,ppo_shield,baseline_open,Baseline Open,stereo,0020,35,33,29,shield_intervention,obstacle_risk
low,21472,641,14,ppo_shield,baseline_open,Baseline Open,stereo,0020,37,34,31,shield_intervention,obstacle_risk
low,21472,641,14,ppo_shield,baseline_open,Baseline Open,stereo,0020,38,34,32,shield_intervention,obstacle_risk
low,21472,641,14,ppo_shield,baseline_open,Baseline Open,stereo,0020,39,34,33,shield_intervention,obstacle_risk
low,21472,641,14,ppo_shield,baseline_open,Baseline Open,stereo,0020,40,33,34,shield_intervention,obstacle_risk
low,21472,641,14,ppo_shield,baseline_open,Baseline Open,stereo,0020,45,36,38,shield_intervention,obstacle_risk
low,21472,641,14,ppo_shield,baseline_open,Baseline Open,stereo,0020,46,35,39,shield_intervention,lookahead_safer
low,21472,641,14,ppo_shield,baseline_open,Baseline Open,stereo,0020,47,35,40,shield_intervention,lookahead_safer
low,21472,641,14,ppo_shield,baseline_open,Baseline Open,stereo,0020,48,34,41,shield_intervention,obstacle_risk
low,21472,641,14,ppo_shield,baseline_open,Baseline Open,stereo,0020,50,35,43,shield_intervention,obstacle_risk
low,21472,641,14,ppo_shield,baseline_open,Baseline Open,stereo,0020,51,35,44,shield_intervention,obstacle_risk
low,21472,641,14,ppo_shield,baseline_open,Baseline Open,stereo,0020,55,39,46,shield_intervention,negative_progress
low,21472,641,14,ppo_shield,baseline_open,Baseline Open,stereo,0020,56,39,45,shield_intervention,negative_progress
low,21472,642,14,ppo_shield,baseline_open,Baseline Open,mono,0020,37,37,39,shield_intervention,lookahead_safer
low,21472,642,14,ppo_shield,baseline_open,Baseline Open,mono,0020,38,37,40,shield_intervention,lookahead_safer
low,21472,642,14,ppo_shield,baseline_open,Baseline Open,mono,0020,39,37,41,shield_intervention,lookahead_safer
low,21472,642,14,ppo_shield,baseline_open,Baseline Open,mono,0020,41,38,43,shield_intervention,obstacle_risk
low,21472,642,14,ppo_shield,baseline_open,Baseline Open,mono,0020,42,38,44,shield_intervention,obstacle_risk
low,23839,643,14,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,1,10,9,shield_intervention,obstacle_risk
low,23839,643,14,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,2,11,9,shield_intervention,obstacle_risk
low,23839,643,14,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,3,12,9,shield_intervention,obstacle_risk
low,23839,643,14,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,4,13,9,shield_intervention,obstacle_risk
low,23839,643,14,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,5,14,9,shield_intervention,obstacle_risk
low,23839,643,14,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,6,15,9,shield_intervention,obstacle_risk
low,23839,643,14,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,7,16,9,shield_intervention,obstacle_risk
low,23839,643,14,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,8,17,8,shield_intervention,obstacle_risk
low,23839,643,14,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,10,19,8,shield_intervention,obstacle_risk
low,23839,643,14,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,12,21,8,shield_intervention,obstacle_risk
low,23839,643,14,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,14,23,8,shield_intervention,obstacle_risk
low,23839,643,14,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,16,25,8,shield_intervention,obstacle_risk
low,23839,643,14,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,18,27,8,shield_intervention,obstacle_risk
low,23839,643,14,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,20,29,8,shield_intervention,obstacle_risk
low,23839,643,14,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,22,31,8,shield_intervention,obstacle_risk
low,23839,643,14,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,24,33,8,shield_intervention,obstacle_risk
low,23839,643,14,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,26,35,8,shield_intervention,obstacle_risk
low,23839,643,14,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,28,37,8,shield_intervention,obstacle_risk
low,23839,643,14,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,30,39,8,shield_intervention,obstacle_risk
low,23839,643,14,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,31,40,7,shield_intervention,lookahead_safer
low,23839,643,14,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,32,41,6,shield_intervention,lookahead_safer
low,23839,643,14,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,33,42,5,shield_intervention,lookahead_safer
low,23839,643,14,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,35,44,5,shield_intervention,lookahead_safer
low,23839,643,14,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,36,45,4,shield_intervention,lookahead_safer
low,23839,643,14,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,37,46,3,shield_intervention,lookahead_safer
low,23839,643,14,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,39,48,3,shield_intervention,negative_progress
low,23839,643,14,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,40,48,2,shield_intervention,negative_progress
low,23839,644,14,ppo_shield,dense_corridor,Dense Corridor,mono,0050,11,20,18,shield_intervention,lookahead_safer
low,23839,644,14,ppo_shield,dense_corridor,Dense Corridor,mono,0050,12,21,17,shield_intervention,lookahead_safer
low,23839,644,14,ppo_shield,dense_corridor,Dense Corridor,mono,0050,14,23,17,shield_intervention,lookahead_safer
low,23839,644,14,ppo_shield,dense_corridor,Dense Corridor,mono,0050,15,24,16,shield_intervention,lookahead_safer
low,23839,644,14,ppo_shield,dense_corridor,Dense Corridor,mono,0050,16,25,15,shield_intervention,lookahead_safer
low,23839,644,14,ppo_shield,dense_corridor,Dense Corridor,mono,0050,17,26,14,shield_intervention,lookahead_safer
low,23839,644,14,ppo_shield,dense_corridor,Dense Corridor,mono,0050,19,28,14,shield_intervention,lookahead_safer
low,23839,644,14,ppo_shield,dense_corridor,Dense Corridor,mono,0050,20,29,13,shield_intervention,lookahead_safer
low,23839,644,14,ppo_shield,dense_corridor,Dense Corridor,mono,0050,21,30,12,shield_intervention,lookahead_safer
low,23839,644,14,ppo_shield,dense_corridor,Dense Corridor,mono,0050,22,31,11,shield_intervention,lookahead_safer
low,23839,644,14,ppo_shield,dense_corridor,Dense Corridor,mono,0050,24,33,11,shield_intervention,lookahead_safer
low,23839,644,14,ppo_shield,dense_corridor,Dense Corridor,mono,0050,25,34,10,shield_intervention,lookahead_safer
low,23839,644,14,ppo_shield,dense_corridor,Dense Corridor,mono,0050,26,35,9,shield_intervention,lookahead_safer
low,23839,644,14,ppo_shield,dense_corridor,Dense Corridor,mono,0050,28,37,9,shield_intervention,lookahead_safer
low,23839,644,14,ppo_shield,dense_corridor,Dense Corridor,mono,0050,29,38,8,shield_intervention,lookahead_safer
low,23839,644,14,ppo_shield,dense_corridor,Dense Corridor,mono,0050,30,39,7,shield_intervention,lookahead_safer
low,23839,644,14,ppo_shield,dense_corridor,Dense Corridor,mono,0050,31,40,6,shield_intervention,lookahead_safer
low,23839,644,14,ppo_shield,dense_corridor,Dense Corridor,mono,0050,33,42,6,shield_intervention,lookahead_safer
low,23839,644,14,ppo_shield,dense_corridor,Dense Corridor,mono,0050,34,43,5,shield_intervention,lookahead_safer
low,23839,644,14,ppo_shield,dense_corridor,Dense Corridor,mono,0050,35,44,4,shield_intervention,lookahead_safer
low,23839,644,14,ppo_shield,dense_corridor,Dense Corridor,mono,0050,37,46,4,shield_intervention,lookahead_safer
low,23839,644,14,ppo_shield,dense_corridor,Dense Corridor,mono,0050,38,47,3,shield_intervention,negative_progress
low,23839,644,14,ppo_shield,dense_corridor,Dense Corridor,mono,0050,39,48,2,shield_intervention,negative_progress
low,28559,645,14,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,1,10,8,shield_intervention,obstacle_risk
low,28559,645,14,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,3,12,8,shield_intervention,obstacle_risk
low,28559,645,14,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,5,14,8,shield_intervention,obstacle_risk
low,28559,645,14,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,7,16,8,shield_intervention,obstacle_risk
low,28559,645,14,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,9,18,8,shield_intervention,obstacle_risk
low,28559,645,14,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,11,20,8,shield_intervention,obstacle_risk
low,28559,645,14,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,13,22,8,shield_intervention,obstacle_risk
low,28559,645,14,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,15,24,8,shield_intervention,obstacle_risk
low,28559,645,14,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,17,26,8,shield_intervention,obstacle_risk
low,28559,645,14,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,19,28,8,shield_intervention,obstacle_risk
low,28559,645,14,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,21,30,8,shield_intervention,obstacle_risk
low,28559,645,14,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,23,32,8,shield_intervention,obstacle_risk
low,28559,645,14,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,25,34,8,shield_intervention,obstacle_risk
low,28559,645,14,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,27,36,8,shield_intervention,obstacle_risk
low,28559,645,14,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,29,38,8,shield_intervention,obstacle_risk
low,28559,645,14,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,30,39,7,shield_intervention,lookahead_safer
low,28559,645,14,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,31,40,6,shield_intervention,lookahead_safer
low,28559,645,14,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,33,42,6,shield_intervention,lookahead_safer
low,28559,645,14,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,34,43,5,shield_intervention,lookahead_safer
low,28559,645,14,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,35,44,4,shield_intervention,lookahead_safer
low,28559,645,14,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,37,46,4,shield_intervention,lookahead_safer
low,28559,645,14,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,38,47,3,shield_intervention,negative_progress
low,28559,645,14,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,39,48,2,shield_intervention,negative_progress
low,28559,646,14,ppo_shield,obstacle_cluster,Obstacle Cluster,mono,0060,11,20,18,shield_intervention,lookahead_safer
low,28559,646,14,ppo_shield,obstacle_cluster,Obstacle Cluster,mono,0060,12,21,17,shield_intervention,lookahead_safer
low,28559,646,14,ppo_shield,obstacle_cluster,Obstacle Cluster,mono,0060,14,23,17,shield_intervention,lookahead_safer
low,28559,646,14,ppo_shield,obstacle_cluster,Obstacle Cluster,mono,0060,15,24,16,shield_intervention,lookahead_safer
low,28559,646,14,ppo_shield,obstacle_cluster,Obstacle Cluster,mono,0060,16,25,15,shield_intervention,lookahead_safer
low,28559,646,14,ppo_shield,obstacle_cluster,Obstacle Cluster,mono,0060,17,26,14,shield_intervention,lookahead_safer
low,28559,646,14,ppo_shield,obstacle_cluster,Obstacle Cluster,mono,0060,19,28,14,shield_intervention,lookahead_safer
low,28559,646,14,ppo_shield,obstacle_cluster,Obstacle Cluster,mono,0060,20,29,13,shield_intervention,lookahead_safer
low,28559,646,14,ppo_shield,obstacle_cluster,Obstacle Cluster,mono,0060,21,30,12,shield_intervention,lookahead_safer
low,28559,646,14,ppo_shield,obstacle_cluster,Obstacle Cluster,mono,0060,22,31,11,shield_intervention,lookahead_safer
low,28559,646,14,ppo_shield,obstacle_cluster,Obstacle Cluster,mono,0060,24,33,11,shield_intervention,lookahead_safer
low,28559,646,14,ppo_shield,obstacle_cluster,Obstacle Cluster,mono,0060,25,34,10,shield_intervention,lookahead_safer
low,28559,646,14,ppo_shield,obstacle_cluster,Obstacle Cluster,mono,0060,26,35,9,shield_intervention,lookahead_safer
low,28559,646,14,ppo_shield,obstacle_cluster,Obstacle Cluster,mono,0060,28,37,9,shield_intervention,lookahead_safer
low,28559,646,14,ppo_shield,obstacle_cluster,Obstacle Cluster,mono,0060,29,38,8,shield_intervention,lookahead_safer
low,28559,646,14,ppo_shield,obstacle_cluster,Obstacle Cluster,mono,0060,30,39,7,shield_intervention,lookahead_safer
low,28559,646,14,ppo_shield,obstacle_cluster,Obstacle Cluster,mono,0060,31,40,6,shield_intervention,lookahead_safer
low,28559,646,14,ppo_shield,obstacle_cluster,Obstacle Cluster,mono,0060,33,42,6,shield_intervention,lookahead_safer
low,28559,646,14,ppo_shield,obstacle_cluster,Obstacle Cluster,mono,0060,34,43,5,shield_intervention,lookahead_safer
low,28559,646,14,ppo_shield,obstacle_cluster,Obstacle Cluster,mono,0060,35,44,4,shield_intervention,lookahead_safer
low,28559,646,14,ppo_shield,obstacle_cluster,Obstacle Cluster,mono,0060,37,46,4,shield_intervention,lookahead_safer
low,28559,646,14,ppo_shield,obstacle_cluster,Obstacle Cluster,mono,0060,38,47,3,shield_intervention,negative_progress
low,28559,646,14,ppo_shield,obstacle_cluster,Obstacle Cluster,mono,0060,39,48,2,shield_intervention,negative_progress
low,28512,647,14,ppo_shield,lateral_maneuver,Lateral Maneuver,stereo,0010,6,7,6,shield_intervention,lookahead_safer
low,28512,647,14,ppo_shield,lateral_maneuver,Lateral Maneuver,stereo,0010,29,30,28,shield_intervention,obstacle_risk
low,28512,647,14,ppo_shield,lateral_maneuver,Lateral Maneuver,stereo,0010,40,41,37,shield_intervention,lookahead_safer
low,28512,647,14,ppo_shield,lateral_maneuver,Lateral Maneuver,stereo,0010,42,43,37,shield_intervention,obstacle_risk
low,28512,647,14,ppo_shield,lateral_maneuver,Lateral Maneuver,stereo,0010,43,44,37,shield_intervention,obstacle_risk
low,28512,647,14,ppo_shield,lateral_maneuver,Lateral Maneuver,stereo,0010,44,45,36,shield_intervention,lookahead_safer
low,28512,648,14,ppo_shield,lateral_maneuver,Lateral Maneuver,mono,0010,38,39,38,shield_intervention,obstacle_risk
low,28512,648,14,ppo_shield,lateral_maneuver,Lateral Maneuver,mono,0010,40,41,38,shield_intervention,obstacle_risk
low,28512,648,14,ppo_shield,lateral_maneuver,Lateral Maneuver,mono,0010,41,42,37,shield_intervention,lookahead_safer
low,28512,648,14,ppo_shield,lateral_maneuver,Lateral Maneuver,mono,0010,43,44,37,shield_intervention,obstacle_risk
low,28512,648,14,ppo_shield,lateral_maneuver,Lateral Maneuver,mono,0010,45,46,37,shield_intervention,obstacle_risk+negative_progress
low,24090,649,14,ppo_shield,stress_density,Stress Density,stereo,0040,8,9,9,shield_intervention,obstacle_risk
low,24090,649,14,ppo_shield,stress_density,Stress Density,stereo,0040,9,10,9,shield_intervention,obstacle_risk
low,24090,649,14,ppo_shield,stress_density,Stress Density,stereo,0040,10,11,9,shield_intervention,obstacle_risk
low,24090,649,14,ppo_shield,stress_density,Stress Density,stereo,0040,11,12,9,shield_intervention,obstacle_risk
low,24090,649,14,ppo_shield,stress_density,Stress Density,stereo,0040,12,13,9,shield_intervention,obstacle_risk
low,24090,649,14,ppo_shield,stress_density,Stress Density,stereo,0040,13,14,9,shield_intervention,obstacle_risk
low,24090,649,14,ppo_shield,stress_density,Stress Density,stereo,0040,14,15,9,shield_intervention,obstacle_risk
low,24090,649,14,ppo_shield,stress_density,Stress Density,stereo,0040,15,16,9,shield_intervention,obstacle_risk
low,24090,649,14,ppo_shield,stress_density,Stress Density,stereo,0040,16,17,9,shield_intervention,obstacle_risk
low,24090,649,14,ppo_shield,stress_density,Stress Density,stereo,0040,17,18,9,shield_intervention,obstacle_risk
low,24090,649,14,ppo_shield,stress_density,Stress Density,stereo,0040,18,19,9,shield_intervention,obstacle_risk
low,24090,649,14,ppo_shield,stress_density,Stress Density,stereo,0040,19,20,9,shield_intervention,obstacle_risk
low,24090,649,14,ppo_shield,stress_density,Stress Density,stereo,0040,20,21,9,shield_intervention,obstacle_risk
low,24090,649,14,ppo_shield,stress_density,Stress Density,stereo,0040,21,22,9,shield_intervention,obstacle_risk
low,24090,649,14,ppo_shield,stress_density,Stress Density,stereo,0040,22,23,9,shield_intervention,obstacle_risk
low,24090,649,14,ppo_shield,stress_density,Stress Density,stereo,0040,23,24,9,shield_intervention,obstacle_risk
low,24090,649,14,ppo_shield,stress_density,Stress Density,stereo,0040,24,25,9,shield_intervention,obstacle_risk
low,24090,649,14,ppo_shield,stress_density,Stress Density,stereo,0040,25,26,9,shield_intervention,obstacle_risk
low,24090,649,14,ppo_shield,stress_density,Stress Density,stereo,0040,26,27,9,shield_intervention,obstacle_risk
low,24090,649,14,ppo_shield,stress_density,Stress Density,stereo,0040,27,28,9,shield_intervention,obstacle_risk
low,24090,649,14,ppo_shield,stress_density,Stress Density,stereo,0040,28,29,9,shield_intervention,obstacle_risk
