hazard_density,hazard_density_seed,episode,episode_variant,controller,scenario_id,scenario_name,mode,frame_id,step,row,col,event_type,event_value
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,81,16,6,shield_intervention,lookahead_safer
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,82,16,5,shield_intervention,lookahead_safer
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,83,15,6,shield_intervention,lookahead_safer
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,84,15,7,shield_intervention,loop_prevention
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,85,15,8,shield_intervention,loop_prevention
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,86,15,9,shield_intervention,loop_prevention
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,87,16,9,shield_intervention,obstacle_risk
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,88,16,8,shield_intervention,obstacle_risk
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,89,16,7,shield_intervention,lookahead_safer
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,90,16,6,shield_intervention,lookahead_safer
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,91,16,5,shield_intervention,lookahead_safer
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,92,15,6,shield_intervention,lookahead_safer
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,93,15,7,shield_intervention,loop_prevention
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,94,15,8,shield_intervention,loop_prevention
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,95,15,9,shield_intervention,loop_prevention
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,96,16,9,shield_intervention,obstacle_risk
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,97,16,8,shield_intervention,obstacle_risk
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,98,16,7,shield_intervention,lookahead_safer
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,99,16,6,shield_intervention,lookahead_safer
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,100,16,5,shield_intervention,lookahead_safer
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,101,15,6,shield_intervention,lookahead_safer
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,102,15,7,shield_intervention,loop_prevention
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,103,15,8,shield_intervention,loop_prevention
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,104,15,9,shield_intervention,loop_prevention
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,105,16,9,shield_intervention,obstacle_risk
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,106,16,8,shield_intervention,obstacle_risk
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,107,16,7,shield_intervention,lookahead_safer
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,108,16,6,shield_intervention,lookahead_safer
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,109,16,5,shield_intervention,lookahead_safer
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,110,15,6,shield_intervention,lookahead_safer
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,111,15,7,shield_intervention,loop_prevention
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,112,15,8,shield_intervention,loop_prevention
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,113,15,9,shield_intervention,loop_prevention
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,114,16,9,shield_intervention,obstacle_risk
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,115,16,8,shield_intervention,obstacle_risk
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,116,16,7,shield_intervention,lookahead_safer
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,117,16,6,shield_intervention,lookahead_safer
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,118,16,5,shield_intervention,lookahead_safer
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,119,15,6,shield_intervention,lookahead_safer
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,120,15,7,shield_intervention,loop_prevention
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,121,15,8,shield_intervention,loop_prevention
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,122,15,9,shield_intervention,loop_prevention
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,123,16,9,shield_intervention,obstacle_risk
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,124,16,8,shield_intervention,obstacle_risk
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,125,16,7,shield_intervention,lookahead_safer
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,126,16,6,shield_intervention,lookahead_safer
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,127,16,5,shield_intervention,lookahead_safer
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,128,15,6,shield_intervention,lookahead_safer
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,129,15,7,shield_intervention,loop_prevention
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,130,15,8,shield_intervention,loop_prevention
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,131,15,9,shield_intervention,loop_prevention
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,132,16,9,shield_intervention,obstacle_risk
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,133,16,8,shield_intervention,obstacle_risk
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,134,16,7,shield_intervention,lookahead_safer
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,135,16,6,shield_intervention,lookahead_safer
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,136,16,5,shield_intervention,lookahead_safer
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,137,15,6,shield_intervention,lookahead_safer
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,138,15,7,shield_intervention,loop_prevention
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,139,15,8,shield_intervention,loop_prevention
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,140,15,9,shield_intervention,loop_prevention
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,141,16,9,shield_intervention,obstacle_risk
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,142,16,8,shield_intervention,obstacle_risk
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,143,16,7,shield_intervention,lookahead_safer
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,144,16,6,shield_intervention,lookahead_safer
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,145,16,5,shield_intervention,lookahead_safer
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,146,15,6,shield_intervention,lookahead_safer
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,147,15,7,shield_intervention,loop_prevention
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,148,15,8,shield_intervention,loop_prevention
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,149,15,9,shield_intervention,loop_prevention
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,150,16,9,shield_intervention,obstacle_risk
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,151,16,8,shield_intervention,obstacle_risk
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,152,16,7,shield_intervention,lookahead_safer
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,153,16,6,shield_intervention,lookahead_safer
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,154,16,5,shield_intervention,lookahead_safer
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,155,15,6,shield_intervention,lookahead_safer
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,156,15,7,shield_intervention,loop_prevention
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,157,15,8,shield_intervention,loop_prevention
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,158,15,9,shield_intervention,loop_prevention
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,159,16,9,shield_intervention,obstacle_risk
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,160,16,8,shield_intervention,obstacle_risk
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,161,16,7,shield_intervention,lookahead_safer
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,162,16,6,shield_intervention,lookahead_safer
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,163,16,5,shield_intervention,lookahead_safer
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,164,15,6,shield_intervention,lookahead_safer
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,165,15,7,shield_intervention,loop_prevention
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,166,15,8,shield_intervention,loop_prevention
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,167,15,9,shield_intervention,loop_prevention
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,168,16,9,shield_intervention,obstacle_risk
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,169,16,8,shield_intervention,obstacle_risk
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,170,16,7,shield_intervention,lookahead_safer
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,171,16,6,shield_intervention,lookahead_safer
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,172,16,5,shield_intervention,lookahead_safer
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,173,15,6,shield_intervention,lookahead_safer
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,174,15,7,shield_intervention,loop_prevention
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,175,15,8,shield_intervention,loop_prevention
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,176,15,9,shield_intervention,loop_prevention
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,177,16,9,shield_intervention,obstacle_risk
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,178,16,8,shield_intervention,obstacle_risk
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,179,16,7,shield_intervention,lookahead_safer
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,180,16,6,shield_intervention,lookahead_safer
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,181,16,5,shield_intervention,lookahead_safer
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,182,15,6,shield_intervention,lookahead_safer
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,183,15,7,shield_intervention,loop_prevention
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,184,15,8,shield_intervention,loop_prevention
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,185,15,9,shield_intervention,loop_prevention
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,186,16,9,shield_intervention,obstacle_risk
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,187,16,8,shield_intervention,obstacle_risk
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,188,16,7,shield_intervention,lookahead_safer
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,189,16,6,shield_intervention,lookahead_safer
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,190,16,5,shield_intervention,lookahead_safer
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,191,15,6,shield_intervention,lookahead_safer
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,192,15,7,shield_intervention,loop_prevention
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,193,15,8,shield_intervention,loop_prevention
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,194,15,9,shield_intervention,loop_prevention
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,195,16,9,shield_intervention,obstacle_risk
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,196,16,8,shield_intervention,obstacle_risk
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,197,16,7,shield_intervention,lookahead_safer
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,198,16,6,shield_intervention,lookahead_safer
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,199,16,5,shield_intervention,lookahead_safer
moderate,36456,1449,44,ppo_shield,stress_density,Stress Density,stereo,0040,200,15,6,shield_intervention,lookahead_safer
moderate,36456,1450,44,ppo_shield,stress_density,Stress Density,mono,0040,13,14,13,shield_intervention,lookahead_safer
moderate,36456,1450,44,ppo_shield,stress_density,Stress Density,mono,0040,14,15,12,shield_intervention,lookahead_safer
moderate,36456,1450,44,ppo_shield,stress_density,Stress Density,mono,0040,16,17,12,shield_intervention,lookahead_safer
moderate,36456,1450,44,ppo_shield,stress_density,Stress Density,mono,0040,19,20,13,shield_intervention,lookahead_safer
moderate,36456,1450,44,ppo_shield,stress_density,Stress Density,mono,0040,21,22,13,shield_intervention,lookahead_safer
moderate,36456,1450,44,ppo_shield,stress_density,Stress Density,mono,0040,22,23,12,shield_intervention,lookahead_safer
moderate,36456,1450,44,ppo_shield,stress_density,Stress Density,mono,0040,24,25,12,shield_intervention,lookahead_safer
moderate,36456,1450,44,ppo_shield,stress_density,Stress Density,mono,0040,25,26,11,shield_intervention,lookahead_safer
moderate,36456,1450,44,ppo_shield,stress_density,Stress Density,mono,0040,26,27,10,shield_intervention,lookahead_safer
moderate,36456,1450,44,ppo_shield,stress_density,Stress Density,mono,0040,28,29,10,shield_intervention,negative_progress
moderate,36456,1450,44,ppo_shield,stress_density,Stress Density,mono,0040,29,29,9,shield_intervention,obstacle_risk+negative_progress
moderate,33340,1451,45,ppo_shield,baseline_open,Baseline Open,stereo,0020,8,8,10,shield_intervention,lookahead_safer
moderate,33340,1451,45,ppo_shield,baseline_open,Baseline Open,stereo,0020,10,9,12,shield_intervention,lookahead_safer
moderate,33340,1451,45,ppo_shield,baseline_open,Baseline Open,stereo,0020,13,12,14,shield_intervention,obstacle_risk
moderate,33340,1451,45,ppo_shield,baseline_open,Baseline Open,stereo,0020,15,14,15,shield_intervention,obstacle_risk
moderate,33340,1451,45,ppo_shield,baseline_open,Baseline Open,stereo,0020,16,15,15,shield_intervention,obstacle_risk
moderate,33340,1451,45,ppo_shield,baseline_open,Baseline Open,stereo,0020,17,16,15,shield_intervention,obstacle_risk
moderate,33340,1451,45,ppo_shield,baseline_open,Baseline Open,stereo,0020,18,17,14,shield_intervention,obstacle_risk
moderate,33340,1451,45,ppo_shield,baseline_open,Baseline Open,stereo,0020,25,24,19,shield_intervention,obstacle_risk
moderate,33340,1451,45,ppo_shield,baseline_open,Baseline Open,stereo,0020,30,29,22,shield_intervention,obstacle_risk
moderate,33340,1451,45,ppo_shield,baseline_open,Baseline Open,stereo,0020,35,33,27,shield_intervention,obstacle_risk
moderate,33340,1451,45,ppo_shield,baseline_open,Baseline Open,stereo,0020,37,33,29,shield_intervention,obstacle_risk
moderate,33340,1451,45,ppo_shield,baseline_open,Baseline Open,stereo,0020,39,34,31,shield_intervention,obstacle_risk
moderate,33340,1451,45,ppo_shield,baseline_open,Baseline Open,stereo,0020,40,34,32,shield_intervention,obstacle_risk
moderate,33340,1451,45,ppo_shield,baseline_open,Baseline Open,stereo,0020,41,34,33,shield_intervention,obstacle_risk
moderate,33340,1451,45,ppo_shield,baseline_open,Baseline Open,stereo,0020,42,33,34,shield_intervention,obstacle_risk
moderate,33340,1451,45,ppo_shield,baseline_open,Baseline Open,stereo,0020,47,36,38,shield_intervention,obstacle_risk
moderate,33340,1451,45,ppo_shield,baseline_open,Baseline Open,stereo,0020,48,35,39,shield_intervention,lookahead_safer
moderate,33340,1451,45,ppo_shield,baseline_open,Baseline Open,stereo,0020,49,35,40,shield_intervention,lookahead_safer
moderate,33340,1451,45,ppo_shield,baseline_open,Baseline Open,stereo,0020,50,34,41,shield_intervention,obstacle_risk
moderate,33340,1451,45,ppo_shield,baseline_open,Baseline Open,stereo,0020,52,35,43,shield_intervention,obstacle_risk
moderate,33340,1451,45,ppo_shield,baseline_open,Baseline Open,stereo,0020,53,35,44,shield_intervention,obstacle_risk
moderate,33340,1451,45,ppo_shield,baseline_open,Baseline Open,stereo,0020,57,38,46,shield_intervention,negative_progress
moderate,33340,1452,45,ppo_shield,baseline_open,Baseline Open,mono,0020,5,6,7,shield_intervention,lookahead_safer
moderate,33340,1452,45,ppo_shield,baseline_open,Baseline Open,mono,0020,37,37,39,shield_intervention,lookahead_safer
moderate,33340,1452,45,ppo_shield,baseline_open,Baseline Open,mono,0020,38,37,40,shield_intervention,lookahead_safer
moderate,33340,1452,45,ppo_shield,baseline_open,Baseline Open,mono,0020,39,37,41,shield_intervention,lookahead_safer
moderate,33340,1452,45,ppo_shield,baseline_open,Baseline Open,mono,0020,41,38,43,shield_intervention,obstacle_risk
moderate,33340,1452,45,ppo_shield,baseline_open,Baseline Open,mono,0020,42,38,44,shield_intervention,obstacle_risk
moderate,33340,1452,45,ppo_shield,baseline_open,Baseline Open,mono,0020,43,38,45,shield_intervention,lookahead_safer
moderate,33340,1452,45,ppo_shield,baseline_open,Baseline Open,mono,0020,44,38,46,shield_intervention,obstacle_risk
moderate,36222,1453,45,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,1,10,8,shield_intervention,obstacle_risk
moderate,36222,1453,45,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,3,12,9,shield_intervention,obstacle_risk
moderate,36222,1453,45,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,4,13,9,shield_intervention,obstacle_risk
moderate,36222,1453,45,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,5,14,9,shield_intervention,obstacle_risk
moderate,36222,1453,45,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,6,15,9,shield_intervention,obstacle_risk
moderate,36222,1453,45,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,7,16,9,shield_intervention,obstacle_risk
moderate,36222,1453,45,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,8,17,9,shield_intervention,obstacle_risk
moderate,36222,1453,45,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,9,18,8,shield_intervention,obstacle_risk
moderate,36222,1453,45,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,11,20,8,shield_intervention,obstacle_risk
moderate,36222,1453,45,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,13,22,8,shield_intervention,obstacle_risk
moderate,36222,1453,45,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,15,24,8,shield_intervention,obstacle_risk
moderate,36222,1453,45,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,17,26,8,shield_intervention,obstacle_risk
moderate,36222,1453,45,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,19,28,8,shield_intervention,obstacle_risk
moderate,36222,1453,45,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,21,30,8,shield_intervention,obstacle_risk
moderate,36222,1453,45,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,23,32,8,shield_intervention,obstacle_risk
moderate,36222,1453,45,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,25,34,8,shield_intervention,obstacle_risk
moderate,36222,1453,45,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,27,36,8,shield_intervention,obstacle_risk
moderate,36222,1453,45,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,29,38,8,shield_intervention,obstacle_risk
moderate,36222,1453,45,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,30,39,7,shield_intervention,lookahead_safer
moderate,36222,1453,45,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,31,40,6,shield_intervention,lookahead_safer
moderate,36222,1453,45,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,32,41,5,shield_intervention,lookahead_safer
moderate,36222,1453,45,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,34,43,5,shield_intervention,lookahead_safer
moderate,36222,1453,45,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,35,44,4,shield_intervention,lookahead_safer
moderate,36222,1453,45,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,36,45,3,shield_intervention,lookahead_safer
moderate,36222,1453,45,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,38,47,3,shield_intervention,negative_progress
moderate,36222,1453,45,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,39,47,2,shield_intervention,negative_progress
moderate,36222,1454,45,ppo_shield,dense_corridor,Dense Corridor,mono,0050,11,20,18,shield_intervention,lookahead_safer
moderate,36222,1454,45,ppo_shield,dense_corridor,Dense Corridor,mono,0050,12,21,17,shield_intervention,lookahead_safer
moderate,36222,1454,45,ppo_shield,dense_corridor,Dense Corridor,mono,0050,13,22,16,shield_intervention,lookahead_safer
moderate,36222,1454,45,ppo_shield,dense_corridor,Dense Corridor,mono,0050,14,23,15,shield_intervention,lookahead_safer
moderate,36222,1454,45,ppo_shield,dense_corridor,Dense Corridor,mono,0050,16,25,15,shield_intervention,lookahead_safer
moderate,36222,1454,45,ppo_shield,dense_corridor,Dense Corridor,mono,0050,17,26,14,shield_intervention,lookahead_safer
moderate,36222,1454,45,ppo_shield,dense_corridor,Dense Corridor,mono,0050,18,27,13,shield_intervention,lookahead_safer
moderate,36222,1454,45,ppo_shield,dense_corridor,Dense Corridor,mono,0050,20,29,13,shield_intervention,lookahead_safer
moderate,36222,1454,45,ppo_shield,dense_corridor,Dense Corridor,mono,0050,21,30,12,shield_intervention,lookahead_safer
moderate,36222,1454,45,ppo_shield,dense_corridor,Dense Corridor,mono,0050,22,31,11,shield_intervention,lookahead_safer
moderate,36222,1454,45,ppo_shield,dense_corridor,Dense Corridor,mono,0050,23,32,10,shield_intervention,lookahead_safer
moderate,36222,1454,45,ppo_shield,dense_corridor,Dense Corridor,mono,0050,25,34,10,shield_intervention,lookahead_safer
moderate,36222,1454,45,ppo_shield,dense_corridor,Dense Corridor,mono,0050,26,35,9,shield_intervention,lookahead_safer
moderate,36222,1454,45,ppo_shield,dense_corridor,Dense Corridor,mono,0050,27,36,8,shield_intervention,lookahead_safer
moderate,36222,1454,45,ppo_shield,dense_corridor,Dense Corridor,mono,0050,29,38,8,shield_intervention,lookahead_safer
moderate,36222,1454,45,ppo_shield,dense_corridor,Dense Corridor,mono,0050,30,39,7,shield_intervention,lookahead_safer
moderate,36222,1454,45,ppo_shield,dense_corridor,Dense Corridor,mono,0050,31,40,6,shield_intervention,lookahead_safer
moderate,36222,1454,45,ppo_shield,dense_corridor,Dense Corridor,mono,0050,32,41,5,shield_intervention,lookahead_safer
moderate,36222,1454,45,ppo_shield,dense_corridor,Dense Corridor,mono,0050,34,43,5,shield_intervention,lookahead_safer
moderate,36222,1454,45,ppo_shield,dense_corridor,Dense Corridor,mono,0050,35,44,4,shield_intervention,lookahead_safer
moderate,36222,1454,45,ppo_shield,dense_corridor,Dense Corridor,mono,0050,36,45,3,shield_intervention,lookahead_safer
moderate,36222,1454,45,ppo_shield,dense_corridor,Dense Corridor,mono,0050,38,47,3,shield_intervention,negative_progress
moderate,36222,1454,45,ppo_shield,dense_corridor,Dense Corridor,mono,0050,39,47,2,shield_intervention,negative_progress
moderate,41972,1455,45,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,1,10,8,shield_intervention,obstacle_risk
moderate,41972,1455,45,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,3,12,8,shield_intervention,obstacle_risk
moderate,41972,1455,45,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,5,14,8,shield_intervention,obstacle_risk
moderate,41972,1455,45,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,7,16,8,shield_intervention,obstacle_risk
moderate,41972,1455,45,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,9,18,8,shield_intervention,obstacle_risk
moderate,41972,1455,45,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,11,20,8,shield_intervention,obstacle_risk
moderate,41972,1455,45,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,13,22,8,shield_intervention,obstacle_risk
moderate,41972,1455,45,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,15,24,8,shield_intervention,obstacle_risk
moderate,41972,1455,45,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,17,26,8,shield_intervention,obstacle_risk
moderate,41972,1455,45,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,19,28,8,shield_intervention,obstacle_risk
moderate,41972,1455,45,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,21,30,8,shield_intervention,obstacle_risk
moderate,41972,1455,45,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,23,32,8,shield_intervention,obstacle_risk
moderate,41972,1455,45,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,25,34,8,shield_intervention,obstacle_risk
moderate,41972,1455,45,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,27,36,8,shield_intervention,obstacle_risk
moderate,41972,1455,45,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,29,38,8,shield_intervention,obstacle_risk
moderate,41972,1455,45,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,30,39,7,shield_intervention,lookahead_safer
moderate,41972,1455,45,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,33,42,8,shield_intervention,obstacle_risk
moderate,41972,1455,45,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,34,43,7,shield_intervention,negative_progress
moderate,41972,1455,45,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,35,44,6,shield_intervention,negative_progress
moderate,41972,1455,45,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,36,45,6,shield_intervention,negative_progress
moderate,41972,1455,45,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,37,46,5,shield_intervention,negative_progress
moderate,41972,1455,45,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,38,47,4,shield_intervention,negative_progress
moderate,41972,1455,45,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,39,48,3,shield_intervention,negative_progress
moderate,41972,1455,45,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,40,48,2,shield_intervention,negative_progress
