hazard_density,hazard_density_seed,episode,episode_variant,controller,scenario_id,scenario_name,mode,frame_id,start_row,start_col,goal_row,goal_col,start_obstacle_risk,goal_obstacle_risk,start_perceived_obstacle_risk,goal_perceived_obstacle_risk,success,collided,done_reason,steps,path_length,start_distance,final_distance,path_efficiency,progress_efficiency,min_obstacle_distance_cells,mean_obstacle_risk,max_obstacle_risk,mean_perceived_obstacle_risk,max_perceived_obstacle_risk,mean_hazard_risk,max_hazard_risk,hazard_exposure_steps,shield_interventions,shield_intervention_rate,perception_latency_ms,avg_ppo_decision_latency_ms,p50_ppo_decision_latency_ms,p95_ppo_decision_latency_ms,avg_shield_decision_latency_ms,p50_shield_decision_latency_ms,p95_shield_decision_latency_ms,avg_total_inference_latency_ms,elapsed_ms,selected_visual
none,22061,11,1,ppo_shield,baseline_open,Baseline Open,stereo,0020,2,4,37,44,0.0,0.11516202986240387,0.0,0.11516202986240387,1,0,goal_reached,52,69.81118318204304,53.150729063673246,0.0,0.7613497815253298,0.7613497815253298,1.399993896484375,0.09072909142189431,0.43769291043281555,0.09072909142189431,0.43769291043281555,0.0,0.0,0,18,0.34615384615384615,12.161624999862397,0.5711418076923077,0.5589375,0.6398082999999999,0.7832067884615384,0.7773335,0.85622745,13.515973596016243,73.52583401370794,
none,22061,12,1,ppo_shield,baseline_open,Baseline Open,mono,0020,2,4,37,44,0.0,0.0,0.0,0.0,1,0,goal_reached,41,56.740115370177584,53.150729063673246,0.0,0.9367398835358923,0.9367398835358923,1.0,0.00393151030653999,0.16512343287467957,0.00393151030653999,0.16512343287467957,0.0,0.0,0,4,0.0975609756097561,8.002416998351691,0.5677378536585365,0.554083,0.660042,0.77956,0.774,0.834,9.349714852010228,57.72354200598784,
none,24470,13,1,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,9,12,47,1,0.49035486578941345,0.0,0.49035486578941345,0.0,0,0,max_steps,200,282.8427124746201,39.56008088970496,39.56008088970496,0.0,0.0,1.0,0.5204897138906356,0.5509259104728699,0.5204897138906356,0.5509259104728699,0.0,0.0,0,200,1.0,9.967291000066325,0.588690015,0.5680000000000001,0.7060898999999999,0.79504896,0.7804580000000001,0.8862687499999999,11.351029975066325,289.1965829767287,
none,24470,14,1,ppo_shield,dense_corridor,Dense Corridor,mono,0050,9,12,47,1,0.21547067165374756,0.0,0.21547067165374756,0.0,1,0,goal_reached,39,54.740115370177584,39.56008088970496,0.0,0.7226890301962589,0.7226890301962589,1.399993896484375,0.005386766791343689,0.21547067165374756,0.005386766791343689,0.21547067165374756,0.0,0.0,0,25,0.6410256410256411,6.563708000612678,0.5759571538461538,0.566042,0.6293702,0.7874242051282051,0.776209,0.8636328000000001,7.927089359587036,55.49958298797719,
none,29274,15,1,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,9,12,47,1,0.49035486578941345,0.0,0.49035486578941345,0.0,0,0,max_steps,200,282.8427124746201,39.56008088970496,39.56008088970496,0.0,0.0,1.0,0.5204897138906356,0.5509259104728699,0.5204897138906356,0.5509259104728699,0.0,0.0,0,200,1.0,8.926332999180886,0.56969828,0.5529585,0.6828121999999999,0.78777773,0.7792295,0.8641458499999999,10.283809009180887,283.3842910185922,
none,29274,16,1,ppo_shield,obstacle_cluster,Obstacle Cluster,mono,0060,9,12,47,1,0.21547067165374756,0.0,0.21547067165374756,0.0,1,0,goal_reached,39,54.740115370177584,39.56008088970496,0.0,0.7226890301962589,0.7226890301962589,1.399993896484375,0.005386766791343689,0.21547067165374756,0.005386766791343689,0.21547067165374756,0.0,0.0,0,25,0.6410256410256411,6.788624999899184,0.5748653846153846,0.564334,0.6495753,0.7846387948717949,0.776042,0.8355709,8.148129179386364,55.37662500864826,
none,29227,17,1,ppo_shield,lateral_maneuver,Lateral Maneuver,stereo,0010,2,4,45,35,0.0,0.0,0.0,0.0,1,0,goal_reached,43,60.811183182043045,53.009433122794285,0.0,0.8717053401856429,0.8717053401856429,7.796875,0.06346888797865673,0.471450537443161,0.06346888797865673,0.471450537443161,0.0,0.0,0,6,0.13953488372093023,13.21158299833769,0.5795048604651163,0.563125,0.7051294999999999,0.7847945581395349,0.779084,0.8397707999999999,14.57588241694234,61.23870800365694,
none,29227,18,1,ppo_shield,lateral_maneuver,Lateral Maneuver,mono,0010,2,4,45,35,0.0,0.036651235073804855,0.0,0.036651235073804855,1,0,goal_reached,43,60.811183182043045,53.009433122794285,0.0,0.8717053401856429,0.8717053401856429,1.0,0.0008329826153137467,0.036651235073804855,0.0008329826153137467,0.036651235073804855,0.0,0.0,0,6,0.13953488372093023,169.17329100033385,0.582777046511628,0.565916,0.6999329999999999,0.7853361395348838,0.7795,0.8208163,170.54140418638036,61.412167007802054,
none,24721,19,1,ppo_shield,stress_density,Stress Density,stereo,0040,2,4,29,7,0.0,0.0,0.0,0.0,1,0,goal_reached,27,38.18376618407357,27.16615541441225,0.0,0.7114582486036498,0.7114582486036498,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0.4444444444444444,9.763624999322928,0.5843396296296296,0.56575,0.6863081999999999,0.7906109629629628,0.787584,0.8264123999999999,11.138575591915522,38.76966700772755,
none,24721,20,1,ppo_shield,stress_density,Stress Density,mono,0040,2,4,29,7,0.0,0.07040894776582718,0.0,0.07040894776582718,1,0,goal_reached,27,38.18376618407357,27.16615541441225,0.0,0.7114582486036498,0.7114582486036498,1.0,0.002514605277350971,0.07040894776582718,0.002514605277350971,0.07040894776582718,0.0,0.0,0,12,0.4444444444444444,6.436416999349603,0.5777932592592594,0.567625,0.6657919,0.7863996666666665,0.779125,0.8289001,7.800609925275529,38.475792011013255,
none,22076,21,2,ppo_shield,baseline_open,Baseline Open,stereo,0020,4,2,36,46,0.0,0.0,0.0,0.0,1,0,goal_reached,52,69.39696961966995,54.405882034941776,0.0,0.7839806598632935,0.7839806598632935,2.0,0.07450355005995282,0.43769291043281555,0.07450355005995282,0.43769291043281555,0.0,0.0,0,18,0.34615384615384615,12.161624999862397,0.5593253076923077,0.5453745,0.6087228,0.7868541538461538,0.776625,0.8807332999999999,13.507804461400859,73.05445900419727,
none,22076,22,2,ppo_shield,baseline_open,Baseline Open,mono,0020,4,2,36,46,0.0,0.0,0.0,0.0,1,0,goal_reached,44,62.22539674441614,54.405882034941776,0.0,0.87433563916688,0.87433563916688,1.0,0.006901577073666784,0.16512343287467957,0.006901577073666784,0.16512343287467957,0.0,0.0,0,6,0.13636363636363635,8.002416998351691,0.5588153863636363,0.5473954999999999,0.6206750000000001,0.7879356363636364,0.774083,0.8839151500000001,9.349168021078965,61.8318330089096,
none,24486,23,2,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,11,9,45,2,0.0,0.0,0.0,0.0,1,0,goal_reached,35,49.083261120685215,34.713109915419565,0.0,0.7072290863084152,0.7072290863084152,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21,0.6,9.967291000066325,0.5715964285714287,0.551875,0.6685918999999997,0.7816952857142857,0.775167,0.8253543999999998,11.320582714352039,49.436125002102926,
none,24486,24,2,ppo_shield,dense_corridor,Dense Corridor,mono,0050,11,9,45,2,0.0,0.0,0.0,0.0,1,0,goal_reached,35,49.083261120685215,34.713109915419565,0.0,0.7072290863084152,0.7072290863084152,2.79998779296875,0.0,0.0,0.0,0.0,0.0,0.0,0,21,0.6,6.563708000612678,0.5599297714285715,0.55425,0.6047712999999999,0.7819702285714284,0.776375,0.8288500999999997,7.905608000612678,49.037415999919176,
none,29292,25,2,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,11,9,45,2,0.0,0.0,0.0,0.0,1,0,goal_reached,35,49.083261120685215,34.713109915419565,0.0,0.7072290863084152,0.7072290863084152,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21,0.6,8.926332999180886,0.5856786,0.568584,0.6921579999999998,0.7880213999999999,0.782458,0.8315873999999999,10.300032999180885,50.25345800095238,
none,29292,26,2,ppo_shield,obstacle_cluster,Obstacle Cluster,mono,0060,11,9,45,2,0.0,0.0,0.0,0.0,1,0,goal_reached,35,49.083261120685215,34.713109915419565,0.0,0.7072290863084152,0.7072290863084152,2.79998779296875,0.0,0.0,0.0,0.0,0.0,0.0,0,21,0.6,6.788624999899184,0.5805416857142857,0.56425,0.6601918999999998,0.7903118571428571,0.780958,0.8545873999999999,8.159478542756327,50.12904098839499,
none,29245,27,2,ppo_shield,lateral_maneuver,Lateral Maneuver,stereo,0010,4,2,44,37,0.0,0.0,0.0,0.0,1,0,goal_reached,43,57.911688245431385,53.150729063673246,0.0,0.917789321534177,0.917789321534177,9.799957275390625,0.053424869208935306,0.43788570165634155,0.053424869208935306,0.43788570165634155,0.0,0.0,0,9,0.20930232558139536,13.21158299833769,0.5651075348837209,0.553291,0.6310836,0.7882761860465115,0.776875,0.8846208,14.564966719267922,60.800875013228506,
none,29245,28,2,ppo_shield,lateral_maneuver,Lateral Maneuver,mono,0010,4,2,44,37,0.0,0.0,0.0,0.0,1,0,goal_reached,41,57.56854249492377,53.150729063673246,0.0,0.9232599395470178,0.9232599395470178,1.399993896484375,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0.07317073170731707,169.17329100033385,0.5815711951219512,0.565167,0.694375,0.7798373658536586,0.775167,0.8255,170.53469956130945,58.347584010334685,
none,24737,29,2,ppo_shield,stress_density,Stress Density,stereo,0040,4,2,27,9,0.0,0.0,0.0,0.0,1,0,goal_reached,23,25.899494936611667,24.041630560342615,0.0,0.92826638585748,0.92826638585748,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16,0.6956521739130435,9.763624999322928,0.5590380000000001,0.551834,0.5938872,0.7859040434782609,0.777916,0.8512707999999999,11.108567042801191,32.25841699168086,
none,24737,30,2,ppo_shield,stress_density,Stress Density,mono,0040,4,2,27,9,0.0,0.0,0.0,0.0,1,0,goal_reached,23,32.5269119345812,24.041630560342615,0.0,0.7391304347826083,0.7391304347826083,3.1968994140625,0.0,0.0,0.0,0.0,0.0,0.0,0,8,0.34782608695652173,6.436416999349603,0.5674093913043479,0.555542,0.6255548000000001,0.7814837391304347,0.775625,0.8094996999999999,7.785310129784386,32.401250005932525,
none,22091,31,3,ppo_shield,baseline_open,Baseline Open,stereo,0020,2,1,38,46,0.0,0.0,0.0,0.0,1,0,goal_reached,55,73.22539674441613,57.62811813689564,0.0,0.7869963250324092,0.7869963250324092,2.0,0.08063960201772195,0.43769291043281555,0.08063960201772195,0.43769291043281555,0.0,0.0,0,18,0.32727272727272727,12.161624999862397,0.5754264909090909,0.561542,0.6910830999999998,0.7856098181818184,0.778458,0.8282712999999999,13.522661308953307,78.16145900869742,
none,22091,32,3,ppo_shield,baseline_open,Baseline Open,mono,0020,2,1,38,46,0.0,0.1527777761220932,0.0,0.1527777761220932,1,0,goal_reached,45,60.740115370177584,57.62811813689564,0.0,0.9487653717100134,0.9487653717100134,1.0,0.007107990591422371,0.16512343287467957,0.007107990591422371,0.16512343287467957,0.0,0.0,0,8,0.17777777777777778,8.002416998351691,0.5744841777777777,0.560417,0.6446995999999999,0.7929545777777777,0.781084,0.8816166,9.369855753907247,64.24104198231362,
none,24502,33,3,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,10,7,47,4,0.0,0.0,0.0,0.0,1,0,goal_reached,37,52.32590180780449,37.12142238654117,0.0,0.7094272836976591,0.7094272836976591,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0.5405405405405406,9.967291000066325,0.6149323783783784,0.621208,0.7657419999999998,0.8224651081081081,0.807625,0.9241999999999999,11.404688486552812,55.525709001813084,
none,24502,34,3,ppo_shield,dense_corridor,Dense Corridor,mono,0050,10,7,47,4,0.27681323885917664,0.0,0.27681323885917664,0.0,1,0,goal_reached,37,52.32590180780449,37.12142238654117,0.0,0.7094272836976591,0.7094272836976591,1.0,0.007284558917346753,0.27681323885917664,0.007284558917346753,0.27681323885917664,0.0,0.0,0,20,0.5405405405405406,6.563708000612678,0.6307037567567568,0.618958,0.7305661999999998,0.8500766216216217,0.844417,0.9055669999999995,8.044488378991057,57.11570801213384,
none,29310,35,3,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,10,7,47,4,0.0,0.0,0.0,0.0,1,0,goal_reached,37,52.32590180780449,37.12142238654117,0.0,0.7094272836976591,0.7094272836976591,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0.5405405405405406,8.926332999180886,0.5866215405405406,0.564333,0.6984338,0.797170108108108,0.791666,0.8321082,10.310124647829536,53.45949999173172,
none,29310,36,3,ppo_shield,obstacle_cluster,Obstacle Cluster,mono,0060,10,7,47,4,0.27681323885917664,0.0,0.27681323885917664,0.0,1,0,goal_reached,37,52.32590180780449,37.12142238654117,0.0,0.7094272836976591,0.7094272836976591,1.0,0.007284558917346753,0.27681323885917664,0.007284558917346753,0.27681323885917664,0.0,0.0,0,20,0.5405405405405406,6.788624999899184,0.570027027027027,0.549584,0.6702583999999995,0.784865972972973,0.778875,0.8213827999999997,8.143517999899185,52.369584009284154,
none,29263,37,3,ppo_shield,lateral_maneuver,Lateral Maneuver,stereo,0010,2,1,45,38,0.0,0.3078703284263611,0.0,0.3078703284263611,1,0,goal_reached,46,64.22539674441614,56.72741841473134,0.0,0.8832552431007491,0.8832552431007491,9.799957275390625,0.07644634143984382,0.43711408972740173,0.07644634143984382,0.43711408972740173,0.0,0.0,0,6,0.13043478260869565,13.21158299833769,0.6695932826086956,0.582292,0.87993775,0.8305108043478262,0.7847495,1.03393725,14.711687085294212,72.266834002221,
none,29263,38,3,ppo_shield,lateral_maneuver,Lateral Maneuver,mono,0010,2,1,45,38,0.0,0.15740740299224854,0.0,0.15740740299224854,1,0,goal_reached,43,59.154328932550676,56.72741841473134,0.0,0.9589732389562468,0.9589732389562468,1.0,0.004191217605363239,0.15740740299224854,0.004191217605363239,0.15740740299224854,0.0,0.0,0,5,0.11627906976744186,169.17329100033385,1.1058739534883721,0.971125,1.7412202,1.4029176744186047,1.089084,3.2585124999999997,171.68208262824083,113.40837500756606,
none,24753,39,3,ppo_shield,stress_density,Stress Density,stereo,0040,2,1,29,9,0.0,0.0,0.0,0.0,1,0,goal_reached,27,30.313708498984763,28.160255680657446,0.0,0.9289610897195426,0.9289610897195426,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19,0.7037037037037037,9.763624999322928,1.6435217777777777,0.972375,3.3032339999999993,1.081882962962963,0.956167,1.7141037999999997,12.48902974006367,77.2462919994723,
none,24753,40,3,ppo_shield,stress_density,Stress Density,mono,0040,2,1,29,9,0.0,0.0,0.0,0.0,1,0,goal_reached,28,39.18376618407357,28.160255680657446,0.0,0.7186714913612188,0.7186714913612188,1.399993896484375,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.35714285714285715,6.436416999349603,0.7511949642857142,0.7103545,1.0734396999999998,1.0082500714285716,0.888625,1.3994233499999993,8.19586203506389,52.26700002094731,
none,22106,41,4,ppo_shield,baseline_open,Baseline Open,stereo,0020,1,2,39,45,0.0,0.0,0.0,0.0,1,0,goal_reached,56,74.63961030678922,57.38466694161429,0.0,0.7688232388372288,0.7688232388372288,2.0,0.07923502499531758,0.43769291043281555,0.07923502499531758,0.43769291043281555,0.0,0.0,0,19,0.3392857142857143,12.161624999862397,0.5850960178571428,0.571854,0.6707715,0.8158809285714286,0.800208,0.9020002500000001,13.562601946290968,81.94287499645725,
none,22106,42,4,ppo_shield,baseline_open,Baseline Open,mono,0020,1,2,39,45,0.0,0.4484953284263611,0.0,0.4484953284263611,1,0,goal_reached,43,58.740115370177584,57.38466694161429,0.0,0.9769246549820115,0.9769246549820115,1.0,0.014151934534311295,0.4484953284263611,0.014151934534311295,0.4484953284263611,0.0,0.0,0,5,0.11627906976744186,8.002416998351691,0.5937975348837209,0.577291,0.7203497,0.7943119767441862,0.786292,0.8355627999999999,9.3905265099796,62.452959013171494,
none,24518,43,4,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,9,9,48,2,0.0,0.0,0.0,0.0,1,0,goal_reached,39,55.154328932550676,39.6232255123179,0.0,0.7184064474934312,0.7184064474934312,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23,0.5897435897435898,9.967291000066325,0.5940364358974358,0.565167,0.7590292000000001,0.792305564102564,0.778042,0.8667256,11.353633000066326,56.520374986575916,
none,24518,44,4,ppo_shield,dense_corridor,Dense Corridor,mono,0050,9,9,48,2,0.16666662693023682,0.0,0.16666662693023682,0.0,1,0,goal_reached,39,55.154328932550676,39.6232255123179,0.0,0.7184064474934312,0.7184064474934312,1.0,0.004166665673255921,0.16666662693023682,0.004166665673255921,0.16666662693023682,0.0,0.0,0,23,0.5897435897435898,6.563708000612678,0.785526717948718,0.702708,1.1656669000000002,0.8151752564102566,0.80375,0.9228875000000002,8.164409974971653,65.53541601169854,
none,29328,45,4,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,9,9,48,2,0.0,0.0,0.0,0.0,1,0,goal_reached,39,55.154328932550676,39.6232255123179,0.0,0.7184064474934312,0.7184064474934312,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23,0.5897435897435898,8.926332999180886,0.7035438974358973,0.587667,1.0668744000000001,0.8118803846153847,0.788875,0.9494081000000001,10.441757281232169,61.93616701057181,
none,29328,46,4,ppo_shield,obstacle_cluster,Obstacle Cluster,mono,0060,9,9,48,2,0.16666662693023682,0.0,0.16666662693023682,0.0,1,0,goal_reached,39,55.154328932550676,39.6232255123179,0.0,0.7184064474934312,0.7184064474934312,1.0,0.004166665673255921,0.16666662693023682,0.004166665673255921,0.16666662693023682,0.0,0.0,0,23,0.5897435897435898,6.788624999899184,0.6877937435897435,0.583125,1.0696131000000002,0.8116346923076924,0.789333,0.9398506,8.28805343579662,61.3272920018062,
none,29281,47,4,ppo_shield,lateral_maneuver,Lateral Maneuver,stereo,0010,1,2,46,37,0.0,0.0,0.0,0.0,1,0,goal_reached,46,64.22539674441613,57.0087712549569,0.0,0.8876359531389479,0.8876359531389479,7.796875,0.057320393820075276,0.3682483732700348,0.057320393820075276,0.3682483732700348,0.0,0.0,0,7,0.15217391304347827,13.21158299833769,0.6743966739130435,0.5885415,1.0084475,0.8158106956521741,0.7898535,0.986698,14.701790367902909,71.73475000308827,
none,29281,48,4,ppo_shield,lateral_maneuver,Lateral Maneuver,mono,0010,1,2,46,37,0.0,0.11824844777584076,0.0,0.11824844777584076,1,0,goal_reached,45,63.63961030678923,57.0087712549569,0.0,0.8958064164776173,0.8958064164776173,1.0,0.006579609182865724,0.15740740299224854,0.006579609182865724,0.15740740299224854,0.0,0.0,0,5,0.1111111111111111,169.17329100033385,0.7093112222222222,0.609792,1.1570999999999998,0.823092577777778,0.785459,0.9959836,170.70569480033384,72.37675000214949,
none,24769,49,4,ppo_shield,stress_density,Stress Density,stereo,0040,1,2,29,9,0.0,0.0,0.0,0.0,1,0,goal_reached,28,30.899494936611667,28.861739379323623,0.0,0.9340521402868115,0.9340521402868115,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21,0.75,9.763624999322928,0.6989391071428573,0.5922499999999999,1.00173805,0.812726142857143,0.7912494999999999,0.924041,11.275290249322929,44.37550000147894,
none,24769,50,4,ppo_shield,stress_density,Stress Density,mono,0040,1,2,29,9,0.0,0.0,0.0,0.0,1,0,goal_reached,29,40.59797974644666,28.861739379323623,0.0,0.710915655399078,0.710915655399078,1.399993896484375,0.0,0.0,0.0,0.0,0.0,0.0,0,11,0.3793103448275862,6.436416999349603,0.6668203448275862,0.587042,1.0438585999999999,0.8041148620689655,0.784208,0.9306583999999998,7.907352206246156,44.922334025613964,
none,22121,51,5,ppo_shield,baseline_open,Baseline Open,stereo,0020,2,2,38,46,0.0,0.0,0.0,0.0,1,0,goal_reached,54,72.22539674441613,56.85068161420758,0.0,0.7871286857085047,0.7871286857085047,2.0,0.07829334729097107,0.43769291043281555,0.07829334729097107,0.43769291043281555,0.0,0.0,0,17,0.3148148148148148,12.161624999862397,0.693368037037037,0.591125,1.0183271999999997,0.8080332222222221,0.7893125000000001,0.8685914499999997,13.663026259121656,85.09529198636301,
none,22121,52,5,ppo_shield,baseline_open,Baseline Open,mono,0020,2,2,38,46,0.0,0.1527777761220932,0.0,0.1527777761220932,1,0,goal_reached,44,59.740115370177584,56.85068161420758,0.0,0.9516332745916922,0.9516332745916922,1.0,0.0074545604901181325,0.16512343287467957,0.0074545604901181325,0.16512343287467957,0.0,0.0,0,7,0.1590909090909091,8.002416998351691,0.7091230681818181,0.617125,1.1129858,0.8234886590909091,0.79,1.0340187500000002,9.535028725624418,70.68295800127089,
none,24534,53,5,ppo_shield,dense_corridor,Dense Corridor,stereo,0050,9,9,47,2,0.0,0.0,0.0,0.0,1,0,goal_reached,39,54.740115370177584,38.63935817272331,0.0,0.7058691402352074,0.7058691402352074,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23,0.5897435897435898,9.967291000066325,0.6804475384615385,0.589208,1.1068914,0.8071292051282052,0.786042,0.8834211000000001,11.45486774365607,60.97183300880715,
none,24534,54,5,ppo_shield,dense_corridor,Dense Corridor,mono,0050,9,9,47,2,0.16666662693023682,0.0,0.16666662693023682,0.0,1,0,goal_reached,39,54.740115370177584,38.63935817272331,0.0,0.7058691402352074,0.7058691402352074,1.0,0.004166665673255921,0.16666662693023682,0.004166665673255921,0.16666662693023682,0.0,0.0,0,23,0.5897435897435898,6.563708000612678,0.6762584871794873,0.579042,0.9997705000000002,0.8090981538461539,0.7865,0.9150958000000001,8.049064641638319,60.883958998601884,
none,29346,55,5,ppo_shield,obstacle_cluster,Obstacle Cluster,stereo,0060,9,9,47,2,0.0,0.0,0.0,0.0,1,0,goal_reached,39,54.740115370177584,38.63935817272331,0.0,0.7058691402352074,0.7058691402352074,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23,0.5897435897435898,8.926332999180886,0.6834251794871796,0.582625,1.0595417,0.8131142820512819,0.787875,0.9620381,10.422872460719349,61.21462499140762,
