run_id,method,episodes,success_rate,successes,avg_steps,std_steps,avg_path_len,avg_final_dist,avg_hazard_encounters,avg_total_reward,std_reward,avg_hazard_penalty,elapsed_time,grid,max_steps,encounter_threshold,termination_threshold,perception_noise,replan_frequency,confidence_decay,observation_radius,aerial_cell_px,timestamp_utc
2026-04-04_16-38-42,A*,20,0.0,0,126.0,0.0,163.27922061357862,12.806248474865697,0.0,127.39815263829436,2.842170943040401e-14,0.0,380.9237220287323,50,150,0.2,0.9,0.0,0,0.95,2,8,2026-04-04T20:46:42.299478
2026-04-04_16-38-42,PPO,20,0.0,0,10.0,0.0,14.142135623730955,49.497474683058314,0.0,-45.81978731195737,7.105427357601002e-15,0.0,96.47385716438293,50,150,0.2,0.9,0.0,0,0.95,2,8,2026-04-04T20:46:42.299487
