run_id,method,episodes,success_rate,successes,avg_steps,std_steps,avg_path_len,avg_final_dist,avg_hazard_encounters,avg_total_reward,std_reward,avg_hazard_penalty,elapsed_time,grid,max_steps,encounter_threshold,termination_threshold,perception_noise,replan_frequency,confidence_decay,observation_radius,aerial_cell_px,timestamp_utc
2026-04-04_10-02-08,A*,50,0.88,44,60.12,29.159314120877397,80.51587581125118,3.7124865445400044,2.52,372.0733248665042,117.74429149364597,1.420340782403946,706.9089951515198,50,150,0.2,0.9,0.0,0,0.95,2,8,2026-04-04T14:20:23.410470
2026-04-04_10-02-08,PPO,50,0.26,13,24.22,16.01035914650262,34.252252480676354,29.38735782611291,1.0,110.55692909558208,192.29323791327843,0.5840791404247284,385.0496737957001,50,150,0.2,0.9,0.0,0,0.95,2,8,2026-04-04T14:20:23.410480
