run_id,method,episodes,success_rate,successes,avg_steps,std_steps,avg_path_len,avg_final_dist,avg_hazard_encounters,avg_total_reward,std_reward,avg_hazard_penalty,elapsed_time,grid,max_steps,encounter_threshold,termination_threshold,perception_noise,replan_frequency,confidence_decay,observation_radius,aerial_cell_px,timestamp_utc
2026-04-04_19-53-17,A*,50,0.84,42,62.04,30.513577305848624,82.8418051023768,5.4600513007690825,2.2,350.031457931779,151.11072013159557,1.2215014123916625,670.598953962326,50,200,0.2,0.9,0.0,0,0.99,2,8,2026-04-05T00:09:45.705207
2026-04-04_19-53-17,PPO,50,0.12,6,17.88,15.132270153549335,25.28613849523093,38.353471811558336,0.82,35.186048949398675,159.87455954675107,0.4567014938592911,315.50407910346985,50,200,0.2,0.9,0.0,0,0.99,2,8,2026-04-05T00:09:45.705217
