run_id,method,episodes,success_rate,successes,avg_steps,std_steps,avg_path_len,avg_final_dist,avg_hazard_encounters,avg_total_reward,std_reward,avg_hazard_penalty,elapsed_time,grid,max_steps,encounter_threshold,termination_threshold,perception_noise,replan_frequency,confidence_decay,observation_radius,aerial_cell_px,timestamp_utc
2026-04-04_17-08-25,A*,15,1.0,15,45.0,0.0,63.63961030678923,0.0,5.0,413.32191868673397,1.1368683772161603e-13,2.573815703392029,215.2391448020935,50,200,0.2,0.9,0.0,0,0.95,2,8,2026-04-04T21:15:40.508414
2026-04-04_17-08-25,PPO,15,1.0,15,45.0,0.0,63.63961030678923,0.0,5.0,413.32191868673397,1.1368683772161603e-13,2.573815703392029,217.528480052948,50,200,0.2,0.9,0.0,0,0.95,2,8,2026-04-04T21:15:40.508426
