method,frames,forward_count,turn_left_count,turn_right_count,slow_or_hold_count,risk_shape_match_count,obstacle_shape_match_count,avg_mae_disparity_px,avg_rmse_disparity_px,avg_bad_pixel_3px_rate,avg_bad_pixel_5pct_rate,avg_valid_estimate_fraction,avg_robust_min_depth_m,avg_mean_depth_m,avg_obstacle_fraction,avg_max_risk_fraction,avg_center_alert_fraction,avg_inference_latency_ms,avg_risk_mae_vs_stereo,avg_risk_rmse_vs_stereo,avg_risk_agreement_0p5,avg_obstacle_iou_vs_stereo
Intel MiDaS_small,15,0,0,4,11,15,15,78.43832651774089,85.79951496124268,0.9855918430379639,0.9703495006605656,0.11667656893004116,0.24774063823620476,0.3275413771470388,0.11667656893004116,0.11667656893004116,0.06913734567901235,17.534505599420907,0.7095866858959198,0.8341973622639974,0.2904133230452675,0.05199461189582037
