run_id,method,episodes,success_rate,successes,avg_steps,std_steps,avg_path_len,avg_final_dist,avg_hazard_encounters,avg_total_reward,std_reward,avg_hazard_penalty,elapsed_time,grid,max_steps,encounter_threshold,termination_threshold,perception_noise,replan_frequency,confidence_decay,observation_radius,aerial_cell_px,timestamp_utc
2026-04-04_14-12-00,A*,50,0.86,43,57.88,25.457918218110454,78.0273476738273,4.556614871102688,2.6,363.0626001908458,134.1935140872273,1.467517015337944,686.3359186649323,50,150,0.2,0.7,0.0,0,0.95,2,8,2026-04-04T18:29:00.017437
2026-04-04_14-12-00,PPO,50,0.2,10,19.64,15.273192200715606,27.775154365007584,35.86445594178169,0.58,68.31278504846509,182.1711801285694,0.3314020258188248,331.02633810043335,50,150,0.2,0.7,0.0,0,0.95,2,8,2026-04-04T18:29:00.017446
