frames,avg_risk_mae,min_risk_mae,max_risk_mae,avg_risk_rmse,min_risk_rmse,max_risk_rmse,avg_risk_correlation,min_risk_correlation,max_risk_correlation,avg_risk_ssim,min_risk_ssim,max_risk_ssim,avg_binary_obstacle_agreement,min_binary_obstacle_agreement,max_binary_obstacle_agreement,avg_obstacle_iou,min_obstacle_iou,max_obstacle_iou,avg_stereo_obstacle_fraction,min_stereo_obstacle_fraction,max_stereo_obstacle_fraction,avg_mono_obstacle_fraction,min_mono_obstacle_fraction,max_mono_obstacle_fraction,avg_depth_scale,min_depth_scale,max_depth_scale,avg_depth_mae_m,min_depth_mae_m,max_depth_mae_m,avg_depth_rmse_m,min_depth_rmse_m,max_depth_rmse_m,avg_depth_valid_overlap,min_depth_valid_overlap,max_depth_valid_overlap
15,0.7095866858959198,0.3751465976238251,0.817158579826355,0.9930622696876525,0.975178062915802,1.0772746801376343,-0.8531823312818791,-0.9277896540296011,-0.8314713323787581,-0.12281586459879307,-0.6800986053326861,-0.04676122696040862,0.25424292695473244,0.1725,0.5984510030864197,0.05199461189582037,0.012497202640707172,0.4025049436553851,0.6652509002057613,0.1653491512345679,0.7863425925925925,0.11667656893004116,0.051498842592592596,0.4170408950617284,1.0932223449423129,0.7387730687060469,1.1724492836924465,0.04218348115682602,0.03409440815448761,0.07918308675289154,0.06047641808787982,0.04826195165514946,0.10457448661327362,0.036170396090534976,0.010341435185185184,0.32707175925925924
