run_id,method,episodes,success_rate,successes,avg_steps,std_steps,avg_path_len,avg_final_dist,avg_hazard_encounters,avg_total_reward,std_reward,avg_hazard_penalty,elapsed_time,grid,max_steps,encounter_threshold,termination_threshold,perception_noise,replan_frequency,confidence_decay,observation_radius,aerial_cell_px,timestamp_utc
2026-04-04_15-03-12,A*,50,0.92,46,57.98,22.81533694688728,78.19362184380701,1.997761916691982,2.08,390.5332677354107,85.04701171325628,1.1562333357334138,684.4833478927612,50,150,0.2,0.9,0.0,0,0.95,2,8,2026-04-04T19:20:16.454552
2026-04-04_15-03-12,PPO,50,0.22,11,20.96,15.512523972584216,29.641916267340065,33.9976940394492,0.66,77.1896373409591,186.90419707462846,0.36946054637432096,337.9887089729309,50,150,0.2,0.9,0.0,0,0.95,2,8,2026-04-04T19:20:16.454561
