run_id,episode,reward,steps,success,navigation_efficiency,path_efficiency,goal_distance,grid_size,max_episode_steps,map_label,scene_profile,scene_seed,map_package_path,timestamp_utc
2026-06-18_20-09-15,1,86.77392359918336,200,0,0.022522277471536012,0.022522277471536012,41.400483088968905,50,200,Light/Sparse Fire,fire_light,20260530,/Users/clintonimaro/Documents/Projects/uav-research/navigation/comparison_results/paper1_fire_density_training_smoke/maps/paper1_exact_light_sparse_map.npz,2026-06-19T00:09:15.632831
2026-06-18_20-09-15,2,13.971881959966304,200,0,0.017174220679360835,0.017174220679360835,55.226805085936306,50,200,Light/Sparse Fire,fire_light,20260530,/Users/clintonimaro/Documents/Projects/uav-research/navigation/comparison_results/paper1_fire_density_training_smoke/maps/paper1_exact_light_sparse_map.npz,2026-06-19T00:09:15.801093
