run_id,method,episodes,success_rate,successes,avg_steps,std_steps,avg_path_len,avg_final_dist,avg_hazard_encounters,avg_total_reward,std_reward,avg_hazard_penalty,elapsed_time,grid,max_steps,encounter_threshold,termination_threshold,perception_noise,replan_frequency,confidence_decay,observation_radius,aerial_cell_px,timestamp_utc
2026-04-04_12-43-36,A*,50,0.88,44,62.76,27.315607260319148,83.96773439350241,2.167870948827722,3.3,377.52890863094143,99.58173733302624,1.9147634279727936,709.2176828384399,50,150,0.1,0.9,0.0,0,0.95,2,8,2026-04-04T17:01:33.385333
2026-04-04_12-43-36,PPO,50,0.26,13,22.64,16.680239806429643,32.01779505212686,31.621815254662405,1.1,96.97921935632564,197.4217087745716,0.6764183229207993,366.30697798728943,50,150,0.1,0.9,0.0,0,0.95,2,8,2026-04-04T17:01:33.385342
