run_id,method,episodes,success_rate,successes,avg_steps,std_steps,avg_path_len,avg_final_dist,avg_hazard_encounters,avg_total_reward,std_reward,avg_hazard_penalty,elapsed_time,grid,max_steps,encounter_threshold,termination_threshold,perception_noise,replan_frequency,confidence_decay,observation_radius,aerial_cell_px,timestamp_utc
2026-04-04_16-13-57,A*,50,0.86,43,85.62,33.92337836949616,109.31301576774102,6.865731754284138,4.3,292.0652415422189,139.97847011533162,2.318630306124687,802.271491765976,50,150,0.2,0.9,0.1,0,0.95,2,8,2026-04-04T20:33:31.962351
2026-04-04_16-13-57,PPO,50,0.22,11,23.62,14.599849314290886,33.4037243432525,30.235885963536774,1.36,64.7091704056266,161.31116662411117,0.7865546929836273,370.7778739929199,50,150,0.2,0.9,0.1,0,0.95,2,8,2026-04-04T20:33:31.962360
