episode,reward,success,steps,navigation_efficiency
74,-45.54400447525815,0,90,0.02111786456948203
75,180.0736890841497,0,200,0.03509375595626197
76,256.5603652090101,0,200,0.07576883186511127
77,141.6378297128174,0,200,0.02857142857142857
78,131.75639828877198,0,200,0.026731320058017455
79,63.427889895877556,0,137,0.035035467700925735
80,-15.730232832692607,0,140,0.033348642084989465
81,4.783304344404343,0,127,0.0255972222396061
82,274.8130888049046,0,200,0.1
83,252.82772378482872,0,200,0.062350340437299985
84,270.05393126492606,0,200,0.0744030650891055
85,-19.368947553530774,0,56,0.021927212967302944
86,258.6463376730469,0,200,0.06943598554538331
87,290.9728682384882,0,200,0.110098661796365
88,230.78895411326317,0,200,0.05187039295351448
89,82.25390740757948,0,143,0.04868366602371421
90,199.6256151316442,0,200,0.058700366210735114
91,-92.09923636201657,0,133,0.02092782564477103
92,232.2506396213898,0,200,0.055148845229188885
93,171.42945463422694,0,200,0.031182875248202475
94,-107.8580099660629,0,9,0.015971289075201674
95,393.6803387995138,1,176,0.3623188405797102
96,237.3001645057284,0,200,0.052545240088231436
97,303.17233973150104,0,200,0.11925824035672519
98,319.8928730155789,0,200,0.19098300562505258
99,-125.91136441356032,0,5,0.016342139071978557
100,-96.46668382765338,0,3,0.016166155669603263
101,236.0740423217596,0,200,0.056291019426954074
102,327.7497030062473,0,200,0.25
103,16.635897899466244,0,82,0.02699213428947424
104,-36.758891837356316,0,69,0.021211934227881073
105,295.93843325449456,0,200,0.110098661796365
106,38.20759877004426,0,98,0.029469758922842336
107,-11.626990906652082,0,70,0.024601042320769883
108,389.6487390200588,1,200,0.3333333333333333
109,-100.33679119502816,0,93,0.01867624577708364
110,435.5157507405161,1,185,0.3508771929824561
111,303.8720515477431,0,200,0.13383054136359812
112,412.80063989067264,1,173,0.3663003663003663
113,-47.807487922356366,0,29,0.019965861732689112
114,327.94587345172164,0,200,0.19098300562505258
115,42.56469198589831,0,102,0.03018166491500753
116,397.5602644135102,1,179,0.35842293906810035
117,426.5763345876246,1,189,0.3460207612456747
118,100.48955838882812,0,151,0.13315579227696406
119,-12.606596444746359,0,42,0.026166544465441886
120,-112.39115745961476,0,7,0.01597639234681267
121,268.3421379611864,0,200,0.08295048134434817
122,-115.90805425558315,0,87,0.021752298073796483
123,-97.58623123460356,0,10,0.016525155396056944
124,268.1217606215029,0,200,0.07052017144395645
125,285.6387847918667,0,200,0.10724372001086317
126,-93.88538502419249,0,8,0.016729647554201445
127,319.40467741329576,0,200,0.19098300562505258
128,417.8544075799075,1,129,0.4366812227074236
129,36.130441571768586,0,96,0.0310632005546089
130,-65.86100979764481,0,58,0.02016518694547588
131,-99.83914771146813,0,2,0.015989164805324058
132,-149.11176975861292,0,11,0.015941386198037973
133,323.338746772114,0,200,0.1715728752538099
134,373.5382828750451,1,194,0.3401360544217687
135,29.71302059339368,0,74,0.03026180850656278
136,-71.94511815167839,0,23,0.018665419060476716
137,-118.5723314851665,0,2,0.015297396180577386
138,167.0146005630582,0,161,0.11847005082574603
139,411.27217494148925,1,176,0.3623188405797102
140,317.1756326308284,0,200,0.16666666666666666
141,384.4232620211093,1,176,0.3623188405797102
142,8.582468144287375,0,76,0.026444174021607095
143,-58.1017877908972,0,29,0.01864453857293753
144,409.61322958816334,1,162,0.38167938931297707
145,414.84279911383936,1,137,0.42194092827004215
146,232.81648728171785,0,200,0.0499266418716242
147,324.3569730536682,0,200,0.19098300562505258
148,-34.42821115009633,0,58,0.020917133766045128
149,195.9428599163112,0,200,0.03842942200852721
150,-70.02158432525422,0,100,0.019297689599808154
151,266.33205225244586,0,200,0.19098300562505258
152,-68.84817513004899,0,30,0.01793663624806312
153,161.50783608385532,0,153,0.12633975720867222
154,411.85121437773347,1,181,0.35587188612099646
155,421.5736298241443,1,194,0.3401360544217687
156,322.984141951836,0,200,0.19098300562505258
157,222.1260033648189,0,200,0.09727522475637543
158,-31.285687275122896,0,85,0.023753407179672
159,215.22164201725644,0,200,0.03996368812089336
160,410.5154899477763,1,135,0.425531914893617
161,243.01759341407492,0,200,0.08891883476670036
162,269.35658418579214,0,200,0.1715728752538099
163,40.69849088368659,0,121,0.030652456556278504
164,410.7960258420014,1,178,0.3597122302158273
165,285.63041222335073,0,200,0.08891883476670036
166,210.16113622062568,0,200,0.110098661796365
167,-54.22622528559208,0,77,0.019092596216402323
168,-53.60577026905713,0,36,0.019016832100654024
169,195.34781345460289,0,200,0.03833357397181372
170,321.71090655858336,0,200,0.2
171,318.85272405109737,0,200,0.1111111111111111
172,290.07782421015855,0,200,0.09090909090909091
173,32.718154929382706,0,115,0.028812099170391084
174,325.1242860118862,0,200,0.19098300562505258
175,-109.79091121414706,0,2,0.015461848064680329
176,248.92399227409885,0,200,0.09727522475637543
177,105.66163836620433,0,88,0.044453279527649
178,-111.98759742114524,0,36,0.02171656128931867
179,82.57662831658024,0,124,0.11676029432905571
180,328.0884145057201,0,200,0.19098300562505258
181,106.53019913117438,0,95,0.05820197947711003
182,91.92748412939156,0,113,0.13306428077939852
183,324.7023585435963,0,200,0.19098300562505258
184,412.1911715469088,1,184,0.35211267605633806
185,308.36483348948167,0,200,0.25
186,236.9369147690976,0,200,0.049708601297970736
187,-95.27668176264348,0,18,0.016673264170491
188,184.08131980885014,0,108,0.17588443961722805
189,3.6718242319153234,0,53,0.024735759826656756
190,278.04474807286067,0,200,0.11925824035672519
191,429.93190268604286,1,163,0.3802281368821293
192,424.29609425722214,1,156,0.390625
193,-86.81903327034874,0,21,0.017286321052580506
194,423.8388329168528,1,138,0.42016806722689076
195,423.7478193313072,1,171,0.36900369003690037
196,349.45504555597506,0,200,0.25
197,21.36395689861986,0,99,0.040879389154924055
198,429.89413930303317,1,184,0.35211267605633806
199,433.8913524738859,1,154,0.39370078740157477
200,269.3636755308925,0,200,0.19098300562505258
201,-60.69225488363564,0,31,0.019674321662301982
202,429.64661819386134,1,183,0.35335689045936397
203,383.1919528923552,1,178,0.3597122302158273
204,324.76180180415906,0,200,0.1513878188659973
205,409.3697842122188,1,171,0.36900369003690037
206,-62.411797812838664,0,15,0.018193562560352525
207,426.48545243685794,1,174,0.36496350364963503
208,-8.597340960278927,0,67,0.029137821674951485
209,418.4902681618099,1,128,0.43859649122807015
210,38.95786926008644,0,59,0.030578516445903908
211,321.2552199237955,0,200,0.1715728752538099
212,415.88081346511126,1,118,0.4587155963302753
213,-25.810223921842365,0,33,0.021216138794236547
214,421.9689420554234,1,158,0.38759689922480617
215,-68.17258993563001,0,36,0.018620236972085098
216,321.4942293442534,0,200,0.1715728752538099
217,194.11444696557885,0,171,0.14903129657228018
218,434.414121607305,1,157,0.3891050583657587
219,-32.310559899430345,0,29,0.02052813858645586
220,-111.36766959363491,0,18,0.01818363780579269
221,-6.433447268971108,0,34,0.024852561756406644
222,97.65260338970032,0,99,0.05209784873260556
223,-51.21069299759699,0,32,0.019080998402067038
224,430.54855339908175,1,187,0.3484320557491289
225,34.76445169785006,0,86,0.028488778330045202
226,238.4498005909121,0,200,0.052545240088231436
227,295.68991490611273,0,200,0.08891883476670036
228,14.111468759048265,0,51,0.027519287933184217
229,66.33832841442995,0,87,0.04697815851849047
230,318.8755148064646,0,200,0.19098300562505258
231,266.62144400833586,0,200,0.06593902921292402
232,172.7570274251231,0,130,0.30303030303030304
233,14.59993123082144,0,109,0.03252762666237849
234,343.29988480186216,0,200,0.25
235,26.04962531206573,0,91,0.03050575669661194
236,420.47000871919147,1,145,0.4081632653061224
237,300.27107559534886,0,200,0.1513878188659973
238,349.12659038121757,1,130,0.4347826086956522
239,426.77330838098004,1,157,0.3891050583657587
240,424.8786186045259,1,176,0.3623188405797102
241,-80.9533737358112,0,25,0.019635190185640982
242,131.114927918416,0,110,0.06475985980832037
243,-61.34624205568868,0,34,0.024008860955214727
244,33.18750594761225,0,63,0.028384419661134235
245,310.213191067266,0,200,0.1
246,-80.84138720465515,0,16,0.018945264819850965
247,80.00450735702458,0,69,0.03746721618583739
248,319.3659637562065,0,200,0.19098300562505258
249,324.8445075430805,0,200,0.1715728752538099
250,-93.2600775034557,0,15,0.01773779125077556
251,-62.595764732927876,0,42,0.02138436557868258
252,419.725266507974,1,134,0.4273504273504274
253,432.5057685672751,1,146,0.4065040650406504
254,333.1934923921682,0,200,0.19098300562505258
255,-109.48677200583408,0,1,0.015464239121837704
256,-99.44263621967006,0,4,0.0159840533720516
257,435.3730571628358,1,187,0.3484320557491289
258,429.670486464432,1,199,0.33444816053511706
259,425.5179279976611,1,162,0.38167938931297707
260,432.57962136922407,1,183,0.35335689045936397
261,412.51398155891735,1,150,0.4
262,380.79901712280986,1,199,0.33444816053511706
263,293.21051368814796,0,200,0.1715728752538099
264,435.52244127709673,1,182,0.35460992907801414
265,262.57533609456885,0,200,0.07576883186511127
266,-110.95261551976928,0,6,0.015456043633929965
267,429.286528748139,1,167,0.37453183520599254
268,72.02200289889353,0,75,0.035309910925470395
269,-100.11848796563669,0,30,0.01748199808456245
270,-21.926014494673367,0,52,0.022871835362402965
271,105.97440056111031,0,71,0.04774321621678608
272,-31.2397013896976,0,57,0.021002465429208403
273,327.9028439155529,0,200,0.19098300562505258
274,156.02464780792297,0,114,0.08932251884693719
275,-32.13138395268945,0,21,0.020473334713359208
276,-90.98554165282611,0,17,0.0165060618294873
277,335.81628171444726,0,200,0.1715728752538099
278,387.6597288639266,1,129,0.4366812227074236
279,21.198305536012043,0,40,0.027472527472527472
280,443.44763486628176,1,192,0.3424657534246575
281,116.52324922831788,0,83,0.05182891491717744
282,434.8017299682575,1,177,0.36101083032490977
283,442.17653522549347,1,188,0.3472222222222222
284,3.440851865050206,0,46,0.02422209793659609
285,415.7534736262606,1,141,0.41493775933609955
286,45.263511234773034,0,80,0.03161268864219472
287,340.0716039720806,0,200,0.19098300562505258
288,417.32718716029956,1,170,0.37037037037037035
289,432.8952171334662,1,169,0.3717472118959108
290,441.73584214873256,1,195,0.3389830508474576
291,101.01084425083035,0,116,0.09782574697516756
292,29.417132848405444,0,56,0.030339219534354936
293,335.05431488618075,0,200,0.1715728752538099
294,385.9724539729745,1,147,0.40485829959514175
295,-84.05224208230223,0,19,0.01818033196007718
296,333.2971744789558,0,200,0.1715728752538099
297,-14.662094081444991,0,59,0.022293255814953873
298,334.84243135442836,0,200,0.1715728752538099
299,426.61899745972175,1,149,0.4016064257028112
300,434.92869363352776,1,191,0.3436426116838488
301,-85.64251933786548,0,6,0.01673524704989899
302,314.293418041344,0,200,0.1715728752538099
303,-83.41399915084824,0,12,0.016914749661705007
304,90.14557753328845,0,73,0.040687919910135574
305,435.18837834837353,1,178,0.3597122302158273
306,-14.299490446037183,0,33,0.025240810305253932
307,137.87135373447592,0,131,0.11915027934961328
308,429.77515207687,1,154,0.39370078740157477
309,431.4726195747911,1,159,0.3861003861003861
310,-33.12766300982429,0,27,0.02175908922284235
311,435.34534464888736,1,157,0.3891050583657587
312,99.34229100859257,0,68,0.042516410871879136
313,17.62375515823976,0,56,0.031275594527928934
314,-16.2775173427448,0,35,0.02195193429419235
315,417.09744354099644,1,123,0.4484304932735426
316,434.016011488758,1,177,0.36101083032490977
317,-38.7403294413171,0,41,0.023968578875788127
318,359.4249113625282,1,110,0.47619047619047616
319,422.26613041878596,1,111,0.4739336492890995
320,-37.97291312500067,0,31,0.020173608405942484
321,334.1627821011611,0,200,0.19098300562505258
322,423.9644348564617,1,174,0.36496350364963503
323,-59.024573550769595,0,14,0.01845777111412883
324,389.94244417096814,1,170,0.37037037037037035
325,130.1854451107685,0,70,0.06398612462552519
326,108.89024928162969,0,102,0.05249512928084119
327,-15.456682885395423,0,32,0.022098585413576274
328,-115.48870465460254,0,17,0.017098424827206807
329,11.951468249777662,0,41,0.026691213504775956
330,17.986680694560107,0,38,0.025918721161891076
331,2.653734786341772,0,33,0.02717517159218268
332,420.0186259697405,1,116,0.4629629629629629
333,-103.36612356279839,0,4,0.015806428971588807
334,78.23298168033153,0,70,0.03859895538375334
335,434.06449517703686,1,167,0.37453183520599254
336,432.13099494367515,1,164,0.3787878787878788
337,-112.79321216048235,0,1,0.015299736641906082
338,343.82301080768667,0,200,0.25
339,-15.127033231515043,0,68,0.026888542451502403
340,431.91768096946237,1,176,0.3623188405797102
341,326.8004142101629,0,200,0.22654091966098644
342,300.5822747404987,0,200,0.19098300562505258
343,252.93773792341375,0,200,0.0625
344,33.208640441625036,0,51,0.03356349922756333
345,23.440158492800478,0,59,0.02775591943961249
346,-27.327868500057164,0,53,0.027591451239523786
347,338.3517200653924,0,200,0.19098300562505258
348,11.101490796430326,0,34,0.024892355697470538
349,294.05685272927184,0,200,0.19098300562505258
350,69.04946651598364,0,74,0.04096418534055708
351,331.2753545676851,0,200,0.22654091966098644
352,-120.15215396332499,0,18,0.017044739032329156
353,296.5595051286401,0,200,0.19098300562505258
354,292.1703729139066,0,200,0.08662505852058643
355,90.38411266753305,0,89,0.04599935927037798
356,213.24474293125195,0,200,0.043478260869565216
357,423.2242589955489,1,151,0.39840637450199207
358,316.01270444455827,0,200,0.13383054136359812
359,425.9522079447782,1,161,0.38314176245210724
360,424.22452674286694,1,145,0.4081632653061224
361,18.672513663407273,0,62,0.03398715840547869
362,414.48010851332316,1,112,0.4716981132075471
363,432.02786950237095,1,145,0.4081632653061224
364,334.3852662909341,0,200,0.1715728752538099
365,-106.02240513691578,0,1,0.0156380783423265
366,334.0371396941856,0,200,0.22654091966098644
367,336.439058330869,0,200,0.19098300562505258
368,300.8449478117072,0,200,0.16227766016837933
369,431.2896227534611,1,188,0.3472222222222222
370,-31.3191259163563,0,26,0.02055860570349372
371,433.28149735233904,1,167,0.37453183520599254
372,332.61670532542774,0,200,0.1715728752538099
373,315.84036252517615,0,200,0.1715728752538099
374,305.95753018308886,0,200,0.11925824035672519
375,267.7041293176313,0,200,0.062350340437299985
376,431.2975925589904,1,185,0.3508771929824561
377,215.91060684109465,0,200,0.03833357397181372
378,427.0020302103599,1,150,0.4
379,-80.93676042010252,0,10,0.017989322325131195
380,82.07358024108055,0,61,0.03780791994495585
381,-94.58433894865956,0,9,0.016726849211281473
382,328.66153797263604,0,200,0.19098300562505258
383,181.9706137152947,0,129,0.11503344168187206
384,372.7940219721838,1,174,0.36496350364963503
385,261.58252419520863,0,200,0.10724372001086317
386,155.06729065423445,0,160,0.09378876628259873
387,-52.75801902358976,0,19,0.019440359444995847
388,-9.508401408740227,0,43,0.023547934815481328
389,423.540168152259,1,153,0.39525691699604737
390,62.78855512948398,0,85,0.03280232693963856
391,319.15972627342177,0,200,0.1715728752538099
392,273.4572981668813,0,200,0.25
393,100.75895197239427,0,113,0.04581331451081528
394,269.7543876493464,0,200,0.0744030650891055
395,-91.31547547763968,0,12,0.017329155245321724
396,83.14019915638983,0,67,0.03997563875003205
397,121.17986265059695,0,86,0.05560338838092207
398,302.37809353606,0,200,0.1
399,413.74240991249366,1,174,0.36496350364963503
400,271.4290838566879,0,200,0.07576883186511127
401,296.4773515562139,0,200,0.09250480145974335
402,-69.92621396043734,0,21,0.01842115315910637
403,329.82191807740975,0,200,0.1715728752538099
404,64.81179652016598,0,90,0.05905524699119973
405,311.3815112743245,0,200,0.11925824035672519
406,-69.72389051349667,0,27,0.020850504540591067
407,127.4535752334175,0,82,0.06364382273511714
408,328.3980530875174,0,200,0.19098300562505258
409,436.4883271346904,1,200,0.3333333333333333
410,90.57334110277819,0,61,0.0401061890293459
411,47.74171241942099,0,67,0.03432997786573169
412,-103.50829966229699,0,14,0.017758060207483748
413,-16.27143350124456,0,22,0.021846778622263127
414,-106.06946300396595,0,1,0.0156380783423265
415,314.2187585952939,0,200,0.13383054136359812
416,320.0470257881875,0,200,0.14285714285714285
417,254.74581115731056,0,200,0.055148845229188885
418,309.4763285597118,0,200,0.110098661796365
419,255.84110004562734,0,200,0.05555555555555555
420,374.28318171361184,1,165,0.3773584905660377
421,-116.76070012358616,0,2,0.015461848064680329
422,301.9327094175135,0,200,0.10724372001086317
423,3.184318909016042,0,33,0.024547032992360752
424,92.44278781456822,0,110,0.06238930469531156
425,273.3977162937261,0,200,0.06648231307935511
426,-34.02898363136032,0,37,0.022531846680133555
427,262.26955519726545,0,200,0.062350340437299985
428,-52.788531919530854,0,19,0.018920629042767114
429,44.184481269883165,0,73,0.03644325458549745
430,-86.51340396545208,0,34,0.019929663518705787
431,234.81117758174855,0,200,0.04523868869253596
432,51.241531259881484,0,87,0.04447304925654948
433,120.25303972441108,0,117,0.056108927224098305
434,-93.54825683373278,0,25,0.018160522100855465
435,276.1681269476597,0,200,0.08295048134434817
436,70.70736127460734,0,124,0.03895484307529061
437,427.32548387673035,1,167,0.37453183520599254
438,-0.3037787331117414,0,30,0.023620241844467656
439,-15.028096228379908,0,42,0.023353309628064717
440,276.1960474221539,0,200,0.06943598554538331
441,417.3521372428736,1,162,0.38167938931297707
442,173.5536916469742,0,200,0.030226805706453846
443,244.43398023162368,0,200,0.07662908283827055
444,312.8442596076635,0,200,0.13383054136359812
445,239.0037813472993,0,200,0.055148845229188885
446,-35.05256305561406,0,48,0.022992785536906545
447,93.28492120362174,0,188,0.03579107268400243
448,-58.40252345010046,0,14,0.0184449375504803
449,67.51187986985937,0,104,0.03720309415459025
450,425.1746629952713,1,152,0.3968253968253968
451,-102.55432177182931,0,2,0.0158074112826743
452,-100.77319531081048,0,5,0.016351027599369825
453,21.487811776278846,0,73,0.030658961876268855
454,335.74783034911866,0,200,0.19098300562505258
455,34.121955329355984,0,72,0.03328938633109039
456,309.158077634788,0,200,0.11323807579381201
457,282.24083155079984,0,200,0.07119788510785187
458,333.16098479156796,0,200,0.2
459,-1.0239119840935444,0,39,0.023570135936466285
460,290.87231585835866,0,200,0.125
461,425.82035773019555,1,151,0.39840637450199207
462,-94.61968639682398,0,9,0.01652788665501037
463,-17.82289072403553,0,24,0.021773302239625588
464,-60.33832319010853,0,26,0.018416978748725898
465,-85.72804100515043,0,16,0.016829903645510735
466,318.6525579595974,0,200,0.19098300562505258
467,333.3877992043766,0,200,0.1715728752538099
468,261.4168379636042,0,200,0.1715728752538099
469,32.345808321100776,0,85,0.045252028780039685
470,-90.30917055227863,0,7,0.016519566810326687
471,338.5867750291326,0,200,0.2
472,84.8692648494975,0,90,0.043896974994382616
473,55.821114432229095,0,61,0.03245050255650314
474,-99.47819688617602,0,8,0.01734649232611656
475,419.98186558229514,1,136,0.42372881355932196
476,334.8583162721079,0,200,0.19098300562505258
477,334.6050278318974,0,200,0.22654091966098644
478,-34.83607237914639,0,57,0.020921509946266462
479,433.47274763936076,1,174,0.36496350364963503
480,419.36988550466475,1,138,0.42016806722689076
481,84.9630109743058,0,125,0.0449438202247191
482,-52.414042367335384,0,33,0.020796645057495903
483,-62.92196423858152,0,35,0.020195338068447814
484,202.0660114389235,0,200,0.05774398501671608
485,-58.486411384559275,0,25,0.01914234809801192
486,149.49653771217584,0,134,0.06636615161187556
487,83.72569963738238,0,107,0.04016802377369397
488,-51.40431515824304,0,41,0.02523981206812208
489,299.527876816643,0,200,0.11323807579381201
490,322.00981944074044,0,200,0.19098300562505258
491,422.40565921053957,1,198,0.33557046979865773
492,325.1423341975472,0,200,0.19098300562505258
493,163.39673644150406,0,159,0.09798375778366386
494,59.09957015916679,0,64,0.032418942227474185
495,434.0084793155053,1,200,0.3333333333333333
496,292.2857428275469,0,200,0.09039745979104553
497,430.2785914965683,1,165,0.3773584905660377
498,410.26797087486466,1,137,0.42194092827004215
499,409.2857298822014,1,185,0.3508771929824561
500,-72.47237551660984,0,13,0.017955935302856288
501,291.63493982318386,0,200,0.1715728752538099
502,317.12738618455916,0,200,0.25
503,24.057897467791378,0,57,0.027604904439033042
504,-87.90157108833608,0,15,0.018193562560352525
505,84.65613080144902,0,73,0.040724199380716315
506,186.80924873744755,0,157,0.17445072609595572
507,19.803926822980102,0,54,0.026168254478889687
508,422.62378807538494,1,159,0.3861003861003861
509,321.190631671803,0,200,0.1513878188659973
510,385.6999589492822,1,196,0.33783783783783783
511,430.03395258803266,1,183,0.35335689045936397
512,-89.71161372292528,0,6,0.016536085851590547
513,-6.564497003072347,0,41,0.02471500608730193
514,-104.26532021062705,0,6,0.01578540785924237
515,-114.66259634715163,0,3,0.01598660868011541
516,300.05755628076054,0,200,0.1715728752538099
517,146.95212227088192,0,137,0.07126616708523267
518,329.27800473427845,0,200,0.19098300562505258
519,-109.07461686037587,0,15,0.016911100829311024
520,339.2880776694951,0,200,0.19098300562505258
521,415.4193231380815,1,125,0.4444444444444444
522,37.691715272973894,0,63,0.0299448173774304
523,-56.71274201993313,0,15,0.018693332571363224
524,343.5864077290248,0,200,0.25
525,155.5863876290043,0,100,0.0993812745622713
526,126.59796035162587,0,74,0.05512308595499655
527,-88.18933000288445,0,12,0.016914749661705007
528,329.9962599778398,0,200,0.19098300562505258
529,101.9457325860559,0,97,0.05263327881964679
530,325.39705358452824,0,200,0.13383054136359812
531,428.3374762176758,1,163,0.3802281368821293
532,16.868593967053002,0,53,0.025658598192730007
533,-89.6719062117098,0,7,0.016533351882329142
534,326.686074698336,0,200,0.19098300562505258
535,-36.0744639868591,0,29,0.02043985695073157
536,27.525412826756508,0,39,0.0270277665435872
537,415.5320620490896,1,129,0.4366812227074236
538,428.88231287957126,1,186,0.34965034965034963
539,4.098525522730299,0,38,0.02426912586808508
540,71.69045268878065,0,69,0.035314408170046774
541,429.63618879069463,1,158,0.38759689922480617
542,288.3286273121155,0,200,0.08295048134434817
543,428.8684262024045,1,181,0.35587188612099646
544,290.4926028139307,0,200,0.2
545,332.94945407333046,0,200,0.19098300562505258
546,-82.67985345828495,0,14,0.017988260068476532
547,311.6810521712167,0,200,0.11925824035672519
548,149.53149878086904,0,106,0.06798507567376696
549,335.5928887804441,0,200,0.19098300562505258
550,356.8310671390483,1,131,0.4329004329004329
551,136.76659786989975,0,96,0.06210356336374557
552,290.18734343029246,0,200,0.2
553,112.8412255786716,0,88,0.051694950258248315
554,-19.64383484828403,0,31,0.022148089891065557
555,338.5350180300434,0,200,0.25
556,409.54641062306683,1,144,0.4098360655737705
557,394.0697358238779,1,139,0.41841004184100417
558,319.60296113278025,0,200,0.1715728752538099
559,169.46296739616946,0,133,0.1549641456402296
560,163.3438272840409,0,113,0.08244023083264633
561,266.78842043306634,0,200,0.0625
562,41.333052115479035,0,50,0.036136952993928675
563,322.76527837765553,0,200,0.19098300562505258
564,387.4631045320415,1,145,0.4081632653061224
565,115.84716844486536,0,90,0.04916641075711459
566,76.3355373083389,0,73,0.047756922508603104
567,310.312278518054,0,200,0.1715728752538099
568,-64.26413482769244,0,20,0.020566135189057245
569,295.3482826202006,0,200,0.10724372001086317
570,245.1355014388845,0,200,0.05
571,328.22224314994975,0,200,0.1715728752538099
572,335.51760192572345,0,200,0.19098300562505258
573,-28.360482898655903,0,48,0.02364937725053207
574,337.0431849005427,0,200,0.2
575,91.76602184973004,0,88,0.04005320225002416
576,316.3748968505311,0,200,0.13383054136359812
577,116.28283496774492,0,113,0.06185948811807666
578,435.5932649363653,1,183,0.35335689045936397
579,338.9811902610788,0,200,0.2
580,426.74614402928336,1,147,0.40485829959514175
581,198.24362606575087,0,161,0.12507559557842354
582,262.1203067454955,0,200,0.055972022393011814
583,274.4348914980159,0,200,0.19098300562505258
584,-107.44322981072716,0,3,0.016356376470631765
585,40.59054864080581,0,52,0.032933292406837344
586,339.9542904403619,0,200,0.22654091966098644
587,416.9810535233836,1,138,0.42016806722689076
588,104.36580470510211,0,112,0.043208123602597626
589,306.8257559573843,0,200,0.1715728752538099
590,311.12502004946356,0,200,0.13383054136359812
591,-88.11179001734692,0,10,0.017118914280032645
592,73.00004469409689,0,110,0.04289414806345839
593,438.721144202266,1,173,0.3663003663003663
594,337.56662763814586,0,200,0.19098300562505258
595,425.41414859205867,1,121,0.45248868778280543
596,334.2382673309869,0,200,0.19098300562505258
597,435.99380187389795,1,174,0.36496350364963503
598,423.43582363157304,1,128,0.43859649122807015
599,401.68155483773114,1,135,0.425531914893617
600,331.0196398006421,0,200,0.1715728752538099
601,339.4074952488963,0,200,0.19098300562505258
602,-102.62687311521614,0,1,0.015813927823395878
603,180.70423318281863,0,116,0.13253520970866361
604,421.3108157428158,1,171,0.36900369003690037
605,32.445745770825226,0,54,0.030670660801216894
606,430.0566200599228,1,194,0.3401360544217687
607,-24.778895014759357,0,38,0.025731197238436653
