episode,episode_variant,scenario_id,scenario_name,mode,step,action,action_confidence,row,col,cell_risk,distance_to_goal,progress,done,done_reason
1,0,baseline_open,Baseline Open,stereo,49,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,50,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,51,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,52,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,53,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,54,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,55,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,56,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,57,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,58,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,59,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,60,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,61,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,62,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,63,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,64,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,65,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,66,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,67,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,68,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,69,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,70,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,71,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,72,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,73,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,74,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,75,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,76,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,77,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,78,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,79,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,80,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,81,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,82,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,83,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,84,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,85,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,86,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,87,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,88,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,89,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,90,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,91,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,92,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,93,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,94,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,95,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,96,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,97,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,98,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,99,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,100,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,101,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,102,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,103,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,104,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,105,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,106,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,107,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,108,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,109,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,110,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,111,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,112,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,113,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,114,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,115,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,116,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,117,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,118,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,119,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,120,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,121,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,122,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,123,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,124,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,125,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,126,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,127,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,128,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,129,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,130,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,131,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,132,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,133,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,134,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,135,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,136,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,137,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,138,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,139,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,140,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,141,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,142,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,143,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,144,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,145,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,146,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,147,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,148,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,149,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,150,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,151,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,152,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,153,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,154,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,155,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,156,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,157,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,158,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,159,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,160,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,161,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,162,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,163,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,164,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,165,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,166,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,167,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,168,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,169,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,170,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,171,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,172,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,173,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,174,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,175,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,176,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,177,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,178,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,179,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,180,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,181,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,182,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,183,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,184,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,185,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,186,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,187,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,188,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,189,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,190,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,191,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,192,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,193,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,194,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,195,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,196,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,197,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,198,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,199,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
1,0,baseline_open,Baseline Open,stereo,200,3,0.9521353840827942,49,49,0.06925153732299805,11.40175425099138,0.0,0,
2,0,baseline_open,Baseline Open,mono,1,3,0.9999997615814209,3,3,0.0,55.44366510251645,1.4070165116911326,0,
2,0,baseline_open,Baseline Open,mono,2,3,0.9999996423721313,4,4,0.0,54.037024344425184,1.4066407580912639,0,
2,0,baseline_open,Baseline Open,mono,3,3,0.9999996423721313,5,5,0.0,52.630789467763066,1.4062348766621184,0,
2,0,baseline_open,Baseline Open,mono,4,3,0.9999995231628418,6,6,0.0,51.22499389946279,1.4057955683002774,0,
2,0,baseline_open,Baseline Open,mono,5,3,0.9999995231628418,7,7,0.0,49.8196748283246,1.4053190711381873,0,
2,0,baseline_open,Baseline Open,mono,6,3,0.9999994039535522,8,8,0.0,48.41487374764082,1.4048010806837823,0,
2,0,baseline_open,Baseline Open,mono,7,3,0.9999994039535522,9,9,0.0,47.01063709417264,1.4042366534681818,0,
2,0,baseline_open,Baseline Open,mono,8,3,0.9999992847442627,10,10,0.0,45.60701700396552,1.40362009020712,0,
2,0,baseline_open,Baseline Open,mono,9,3,0.9999992847442627,11,11,0.0,44.204072210600685,1.4029447933648314,0,
2,0,baseline_open,Baseline Open,mono,10,3,0.9999991655349731,12,12,0.0,42.80186911806539,1.402203092535295,0,
2,0,baseline_open,Baseline Open,mono,11,3,0.9999991655349731,13,13,0.0,41.400483088968905,1.4013860290964857,0,
2,0,baseline_open,Baseline Open,mono,12,3,0.9999990463256836,14,14,0.0,40.0,1.4004830889689046,0,
2,0,baseline_open,Baseline Open,mono,13,3,0.9999990463256836,15,15,0.0,38.600518131237564,1.399481868762436,0,
2,0,baseline_open,Baseline Open,mono,14,3,0.999998927116394,16,16,0.0,37.20215047547655,1.3983676557610139,0,
2,0,baseline_open,Baseline Open,mono,15,3,0.999998927116394,17,17,0.0,35.805027579936315,1.3971228955402353,0,
2,0,baseline_open,Baseline Open,mono,16,3,0.9999988079071045,18,18,0.0,34.40930106817051,1.3957265117658082,0,
2,0,baseline_open,Baseline Open,mono,17,3,0.9999988079071045,19,19,0.0,33.015148038438355,1.394153029732152,0,
2,0,baseline_open,Baseline Open,mono,18,3,0.9999988079071045,20,20,0.0,31.622776601683793,1.392371436754562,0,
2,0,baseline_open,Baseline Open,mono,19,3,0.9999988079071045,21,21,0.0,30.23243291566195,1.3903436860218434,0,
2,0,baseline_open,Baseline Open,mono,20,3,0.9999988079071045,22,22,0.0,28.844410203711913,1.3880227119500361,0,
2,0,baseline_open,Baseline Open,mono,21,3,0.9999988079071045,23,23,0.0,27.459060435491963,1.3853497682199496,0,
