run_id,method,episodes,success_rate,successes,avg_steps,std_steps,avg_path_len,avg_final_dist,avg_hazard_encounters,avg_total_reward,std_reward,avg_hazard_penalty,elapsed_time,grid,max_steps,encounter_threshold,termination_threshold,perception_noise,replan_frequency,confidence_decay,observation_radius,aerial_cell_px,timestamp_utc
2026-04-04_19-18-09,A*,50,0.84,42,73.44,43.35073701795622,97.76262038254816,4.178011118466282,3.58,355.24089803928325,133.33829136850503,2.0711340743303297,753.8954560756683,50,200,0.2,0.9,0.0,0,0.95,2,8,2026-04-04T23:36:31.945846
2026-04-04_19-18-09,PPO,50,0.2,10,21.48,16.16692920749021,30.377307319774076,33.262302987015204,1.1,78.56594288881048,184.33147394250372,0.6217580646276474,347.02761602401733,50,200,0.2,0.9,0.0,0,0.95,2,8,2026-04-04T23:36:31.945855
