run_id,method,episode,success,steps,path_length,final_distance,hazard_encounters,total_reward,hazard_penalty,grid,max_steps,encounter_threshold,termination_threshold,perception_noise,replan_frequency,confidence_decay,observation_radius,aerial_cell_px,timestamp_utc
2026-04-04_11-13-22,A*,1,1,65,91.92388155425108,0.0,0,555.6839809246221,0.0,70,150,0.2,0.9,0.0,0,0.95,2,8,2026-04-04T15:37:37.010840
2026-04-04_11-13-22,A*,2,1,69,95.0954544295049,0.0,5,554.6604342361322,2.5556939244270325,70,150,0.2,0.9,0.0,0,0.95,2,8,2026-04-04T15:37:37.011032
2026-04-04_11-13-22,A*,3,1,86,115.82337649086273,0.0,8,555.3455703737947,3.72360035777092,70,150,0.2,0.9,0.0,0,0.95,2,8,2026-04-04T15:37:37.011039
2026-04-04_11-13-22,A*,4,1,65,91.92388155425108,0.0,3,555.2631259504415,2.0518269538879395,70,150,0.2,0.9,0.0,0,0.95,2,8,2026-04-04T15:37:37.011044
2026-04-04_11-13-22,A*,5,1,75,102.75230867899724,0.0,0,550.9448279018186,0.0,70,150,0.2,0.9,0.0,0,0.95,2,8,2026-04-04T15:37:37.011050
2026-04-04_11-13-22,A*,6,1,73,98.26702730475871,0.0,0,555.4052147877981,0.0,70,150,0.2,0.9,0.0,0,0.95,2,8,2026-04-04T15:37:37.011055
2026-04-04_11-13-22,A*,7,1,65,91.92388155425108,0.0,0,555.7469819473718,0.0,70,150,0.2,0.9,0.0,0,0.95,2,8,2026-04-04T15:37:37.011059
2026-04-04_11-13-22,A*,8,1,77,103.09545442950488,0.0,3,555.2905319016852,1.4001340866088867,70,150,0.2,0.9,0.0,0,0.95,2,8,2026-04-04T15:37:37.011064
2026-04-04_11-13-22,A*,9,1,65,91.92388155425108,0.0,0,555.4875878087696,0.0,70,150,0.2,0.9,0.0,0,0.95,2,8,2026-04-04T15:37:37.011069
2026-04-04_11-13-22,A*,10,1,69,95.09545442950488,0.0,0,555.3950389873448,0.0,70,150,0.2,0.9,0.0,0,0.95,2,8,2026-04-04T15:37:37.011074
2026-04-04_11-13-22,A*,11,0,150,197.63455967290616,10.04987562112089,14,428.49587625725695,7.54326194524765,70,150,0.2,0.9,0.0,0,0.95,2,8,2026-04-04T15:37:37.011078
2026-04-04_11-13-22,A*,12,1,71,97.92388155425107,0.0,0,552.320596230504,0.0,70,150,0.2,0.9,0.0,0,0.95,2,8,2026-04-04T15:37:37.011084
2026-04-04_11-13-22,A*,13,1,65,91.92388155425108,0.0,0,555.2417636609835,0.0,70,150,0.2,0.9,0.0,0,0.95,2,8,2026-04-04T15:37:37.011088
2026-04-04_11-13-22,A*,14,1,70,97.33809511662417,0.0,4,554.4869167913532,2.2153405845165253,70,150,0.2,0.9,0.0,0,0.95,2,8,2026-04-04T15:37:37.011093
2026-04-04_11-13-22,A*,15,1,68,95.33809511662417,0.0,8,551.3416694956222,3.5427962243556976,70,150,0.2,0.9,0.0,0,0.95,2,8,2026-04-04T15:37:37.011098
2026-04-04_11-13-22,A*,16,1,67,94.75230867899727,0.0,0,555.766555872016,0.0,70,150,0.2,0.9,0.0,0,0.95,2,8,2026-04-04T15:37:37.011102
2026-04-04_11-13-22,A*,17,1,66,92.50966799187799,0.0,2,554.4902903876568,0.9637793898582458,70,150,0.2,0.9,0.0,0,0.95,2,8,2026-04-04T15:37:37.011107
2026-04-04_11-13-22,A*,18,1,65,91.92388155425108,0.0,0,555.5826710776673,0.0,70,150,0.2,0.9,0.0,0,0.95,2,8,2026-04-04T15:37:37.011112
2026-04-04_11-13-22,A*,19,1,65,91.92388155425108,0.0,3,555.392887322055,1.3795570135116577,70,150,0.2,0.9,0.0,0,0.95,2,8,2026-04-04T15:37:37.011116
2026-04-04_11-13-22,A*,20,1,66,92.50966799187799,0.0,4,555.2930534038525,2.808135509490967,70,150,0.2,0.9,0.0,0,0.95,2,8,2026-04-04T15:37:37.011121
2026-04-04_11-13-22,A*,21,1,65,91.92388155425108,0.0,0,555.4525879533204,0.0,70,150,0.2,0.9,0.0,0,0.95,2,8,2026-04-04T15:37:37.011126
2026-04-04_11-13-22,A*,22,1,66,92.50966799187799,0.0,0,555.6569418194877,0.0,70,150,0.2,0.9,0.0,0,0.95,2,8,2026-04-04T15:37:37.011130
2026-04-04_11-13-22,A*,23,1,122,156.7939392393401,0.0,0,549.2109906164794,0.0,70,150,0.2,0.9,0.0,0,0.95,2,8,2026-04-04T15:37:37.011135
2026-04-04_11-13-22,A*,24,1,66,92.50966799187798,0.0,7,555.4120394593,4.484065651893616,70,150,0.2,0.9,0.0,0,0.95,2,8,2026-04-04T15:37:37.011140
2026-04-04_11-13-22,A*,25,1,65,91.92388155425108,0.0,0,555.7028520079066,0.0,70,150,0.2,0.9,0.0,0,0.95,2,8,2026-04-04T15:37:37.011144
2026-04-04_11-13-22,A*,26,1,89,115.92388155425105,0.0,3,527.7105561896269,1.6140051484107971,70,150,0.2,0.9,0.0,0,0.95,2,8,2026-04-04T15:37:37.011149
2026-04-04_11-13-22,A*,27,1,65,91.92388155425108,0.0,2,554.6392754131431,1.0856283903121948,70,150,0.2,0.9,0.0,0,0.95,2,8,2026-04-04T15:37:37.011154
2026-04-04_11-13-22,A*,28,1,78,106.99494936611654,0.0,6,554.042462054859,3.1911604404449463,70,150,0.2,0.9,0.0,0,0.95,2,8,2026-04-04T15:37:37.011159
2026-04-04_11-13-22,A*,29,1,73,100.75230867899725,0.0,0,553.2858204636198,0.0,70,150,0.2,0.9,0.0,0,0.95,2,8,2026-04-04T15:37:37.011164
2026-04-04_11-13-22,A*,30,1,68,94.50966799187799,0.0,0,553.5943049393975,0.0,70,150,0.2,0.9,0.0,0,0.95,2,8,2026-04-04T15:37:37.011168
2026-04-04_11-13-22,A*,31,1,70,96.50966799187798,0.0,2,551.2824622776686,1.2163361310958862,70,150,0.2,0.9,0.0,0,0.95,2,8,2026-04-04T15:37:37.011173
2026-04-04_11-13-22,A*,32,1,93,120.75230867899725,0.0,0,556.6004872306647,0.0,70,150,0.2,0.9,0.0,0,0.95,2,8,2026-04-04T15:37:37.011178
2026-04-04_11-13-22,A*,33,1,81,107.09545442950488,0.0,0,554.0933474733436,0.0,70,150,0.2,0.9,0.0,0,0.95,2,8,2026-04-04T15:37:37.011183
2026-04-04_11-13-22,A*,34,1,69,95.92388155425108,0.0,0,554.169782552997,0.0,70,150,0.2,0.9,0.0,0,0.95,2,8,2026-04-04T15:37:37.011189
2026-04-04_11-13-22,A*,35,1,66,92.50966799187799,0.0,0,555.6874917893664,0.0,70,150,0.2,0.9,0.0,0,0.95,2,8,2026-04-04T15:37:37.011195
2026-04-04_11-13-22,A*,36,1,120,155.62236636408622,0.0,0,559.8012000000354,0.0,70,150,0.2,0.9,0.0,0,0.95,2,8,2026-04-04T15:37:37.011202
2026-04-04_11-13-22,A*,37,1,66,92.50966799187798,0.0,0,554.1636951741618,0.0,70,150,0.2,0.9,0.0,0,0.95,2,8,2026-04-04T15:37:37.011208
2026-04-04_11-13-22,A*,38,1,74,98.8528137423856,0.0,0,555.3614162436567,0.0,70,150,0.2,0.9,0.0,0,0.95,2,8,2026-04-04T15:37:37.011215
2026-04-04_11-13-22,A*,39,1,65,91.92388155425108,0.0,0,555.7469819473718,0.0,70,150,0.2,0.9,0.0,0,0.95,2,8,2026-04-04T15:37:37.011221
