run_id,episode,reward,steps,success,navigation_efficiency,goal_distance,grid_size,max_episode_steps,timestamp_utc
2026-04-03_20-07-03,1,-91.85324009209823,200,0,0.015002553017897154,63.655321851358195,50,200,2026-04-04T00:07:11.266179
2026-04-03_20-07-03,2,-11.457109193192066,200,0,0.02704853755714066,33.97057550292606,50,200,2026-04-04T00:07:26.959521
2026-04-03_20-07-03,3,-81.09419492272107,200,0,0.016283375687934448,58.412327466040935,50,200,2026-04-04T00:07:34.835057
2026-04-03_20-07-03,4,-73.31898870785098,200,0,0.017601141734774797,53.81449618829484,50,200,2026-04-04T00:07:43.008751
2026-04-03_20-07-03,5,-94.89008814483014,200,0,0.015144232602744119,63.0317380372777,50,200,2026-04-04T00:07:48.600255
2026-04-03_20-07-03,6,-68.62079595741703,200,0,0.017195624441988366,55.154328932550705,50,200,2026-04-04T00:07:58.659259
2026-04-03_20-07-03,7,-1088.780033231424,95,0,0.01819523861837746,53.009433122794285,50,200,2026-04-04T00:08:05.429172
2026-04-03_20-07-03,8,-68.58015238731615,200,0,0.017174220679360835,55.226805085936306,50,200,2026-04-04T00:08:14.928203
2026-04-03_20-07-03,9,-77.87370366645939,200,0,0.017845122120080055,53.03772242470448,50,200,2026-04-04T00:08:23.151232
2026-04-03_20-07-03,10,-97.21944818321036,200,0,0.014840830370231983,64.38167441127949,50,200,2026-04-04T00:08:29.071107
2026-04-03_20-07-03,11,-85.34585863917908,200,0,0.016182209508224014,58.7962583843564,50,200,2026-04-04T00:08:37.104340
2026-04-03_20-07-03,12,-53.73183352327667,200,0,0.019414561152960585,48.507731342539614,50,200,2026-04-04T00:08:53.416083
2026-04-03_20-07-03,13,-80.99459398509839,200,0,0.017063170644771773,55.60575509783138,50,200,2026-04-04T00:08:59.642760
2026-04-03_20-07-03,14,-51.44011852522513,200,0,0.020930474125489092,44.77722635447622,50,200,2026-04-04T00:09:10.735187
2026-04-03_20-07-03,15,-1162.2278439125969,92,0,0.01607005382999651,60.30754513325841,50,200,2026-04-04T00:09:17.444560
2026-04-03_20-07-03,16,-87.7206553008372,200,0,0.015837444516357976,60.14149981501958,50,200,2026-04-04T00:09:24.726075
2026-04-03_20-07-03,17,-81.81215546566997,200,0,0.016283375687934448,58.412327466040935,50,200,2026-04-04T00:10:34.344634
2026-04-03_20-07-03,18,-74.52266343149294,200,0,0.016885396950343398,56.22277118748239,50,200,2026-04-04T00:10:44.486207
2026-04-03_20-07-03,19,-84.43432687812171,200,0,0.016782404448224375,56.586217403180434,50,200,2026-04-04T00:10:49.930893
2026-04-03_20-07-03,20,-1052.9100674860117,15,0,0.015947728809026,61.554853586049575,50,200,2026-04-04T00:10:52.206394
2026-04-03_20-07-03,21,-161.4860729993597,200,0,0.014991956837375139,63.702433234531945,50,200,2026-04-04T00:10:56.642920
2026-04-03_20-07-03,22,-1118.7032325356242,52,0,0.016039103255985086,60.8276253029822,50,200,2026-04-04T00:10:59.545132
2026-04-03_20-07-03,23,-64.85587981125673,200,0,0.017845122120080055,53.03772242470448,50,200,2026-04-04T00:11:08.496988
2026-04-03_20-07-03,24,-98.26420491754652,200,0,0.014991956837375139,63.702433234531945,50,200,2026-04-04T00:11:13.067091
2026-04-03_20-07-03,25,-1196.2909059169333,99,0,0.01857163040663071,51.85556864985669,50,200,2026-04-04T00:11:18.273235
2026-04-03_20-07-03,26,-1144.7299351327213,117,0,0.017738887535393474,54.20332093147061,50,200,2026-04-04T00:11:24.821260
2026-04-03_20-07-03,27,-76.01078249056951,200,0,0.01700586979491621,55.80322571321482,50,200,2026-04-04T00:11:32.041358
2026-04-03_20-07-03,28,-74.2109094060541,200,0,0.017601141734774797,53.81449618829484,50,200,2026-04-04T00:11:40.937453
2026-04-03_20-07-03,29,-94.3532464491538,200,0,0.015166112325465147,62.93647591023825,50,200,2026-04-04T00:11:46.512034
2026-04-03_20-07-03,30,-72.79327506765323,200,0,0.01695685271338864,55.97320787662612,50,200,2026-04-04T00:11:55.956032
2026-04-03_20-07-03,31,-1048.81630259886,10,0,0.015787446589766486,62.24146527838174,50,200,2026-04-04T00:11:58.375292
2026-04-03_20-07-03,32,-94.48047925542681,200,0,0.015158808383651329,62.96824596572466,50,200,2026-04-04T00:12:04.377905
2026-04-03_20-07-03,33,-96.98177321390608,200,0,0.015144232602744119,63.0317380372777,50,200,2026-04-04T00:12:56.187729
2026-04-03_20-07-03,34,-1133.2173547913258,74,0,0.01674403637770197,57.982756057296896,50,200,2026-04-04T00:13:00.369448
2026-04-03_20-07-03,35,-99.92616968361259,200,0,0.014847677195736854,64.35060217278468,50,200,2026-04-04T00:13:05.111041
2026-04-03_20-07-03,36,-81.6749859296443,200,0,0.016493997022009554,57.62811813689564,50,200,2026-04-04T00:13:12.259776
2026-04-03_20-07-03,37,-90.9286249985233,200,0,0.01584579237197416,60.108235708594876,50,200,2026-04-04T00:13:16.951086
2026-04-03_20-07-03,38,-97.4198086855504,200,0,0.014847677195736854,64.35060217278468,50,200,2026-04-04T00:13:22.178278
2026-04-03_20-07-03,39,-97.68823109100957,200,0,0.015158808383651329,62.96824596572466,50,200,2026-04-04T00:13:26.499649
2026-04-03_20-07-03,40,-92.62981330675935,200,0,0.014840830370231983,64.38167441127949,50,200,2026-04-04T00:13:36.292404
2026-04-03_20-07-03,41,-98.729138119259,200,0,0.014840830370231983,64.38167441127949,50,200,2026-04-04T00:13:41.246652
2026-04-03_20-07-03,42,-101.71564922178963,200,0,0.014690933476920654,65.06919393998976,50,200,2026-04-04T00:13:45.224492
2026-04-03_20-07-03,43,-84.481096271696,200,0,0.016742729328367508,56.72741841473134,50,200,2026-04-04T00:13:50.189174
2026-04-03_20-07-03,44,-133.13451448211399,200,0,0.015475132526931253,61.61980201201558,50,200,2026-04-04T00:13:56.953738
2026-04-03_20-07-03,45,-99.21983392057474,200,0,0.015006090152632831,63.63961030678928,50,200,2026-04-04T00:14:00.912964
2026-04-03_20-07-03,46,-92.29379567159027,200,0,0.015490702006891422,61.554853586049575,50,200,2026-04-04T00:14:06.527749
2026-04-03_20-07-03,47,-1049.493869591482,1,0,0.015136877362419606,65.05382386916237,50,200,2026-04-04T00:14:08.391558
2026-04-03_20-07-03,48,-92.53507775361744,200,0,0.015498504677194942,61.5223536610881,50,200,2026-04-04T00:14:13.573150
2026-04-03_20-07-03,49,-99.16528104843644,200,0,0.015002553017897154,63.655321851358195,50,200,2026-04-04T00:15:12.750403
2026-04-03_20-07-03,50,-98.25764514616999,200,0,0.015144232602744119,63.0317380372777,50,200,2026-04-04T00:15:16.645139
2026-04-03_20-07-03,51,-102.69919266585197,200,0,0.014690933476920654,65.06919393998976,50,200,2026-04-04T00:15:20.986285
2026-04-03_20-07-03,52,-1119.4946275628922,53,0,0.01639498133514747,59.464274989274024,50,200,2026-04-04T00:15:24.483968
2026-04-03_20-07-03,53,-98.63752842666051,200,0,0.014991956837375139,63.702433234531945,50,200,2026-04-04T00:15:29.282983
2026-04-03_20-07-03,54,-89.76281098211632,200,0,0.01591941320116355,59.81638571495272,50,200,2026-04-04T00:15:33.574545
2026-04-03_20-07-03,55,-92.93127191042537,200,0,0.01563501554262549,60.959002616512684,50,200,2026-04-04T00:15:37.875459
2026-04-03_20-07-03,56,-85.03797616513481,200,0,0.016379559980601005,58.05170109479997,50,200,2026-04-04T00:15:44.013524
2026-04-03_20-07-03,57,-82.65038294068525,200,0,0.016589246322273456,57.28001396647874,50,200,2026-04-04T00:15:50.660449
2026-04-03_20-07-03,58,-88.16643452533566,200,0,0.015837444516357976,60.14149981501958,50,200,2026-04-04T00:15:56.532339
2026-04-03_20-07-03,59,-83.24211151456004,200,0,0.016885396950343398,56.22277118748239,50,200,2026-04-04T00:16:02.131183
2026-04-03_20-07-03,60,-102.87660692417934,200,0,0.014542338320164393,65.76473218982953,50,200,2026-04-04T00:16:06.682090
2026-04-03_20-07-03,61,-92.11917323928871,200,0,0.015607021214299889,61.07372593840988,50,200,2026-04-04T00:16:12.070301
2026-04-03_20-07-03,62,-93.68308165514564,200,0,0.015144232602744119,63.0317380372777,50,200,2026-04-04T00:16:17.202717
2026-04-03_20-07-03,63,-1191.8398203594882,135,0,0.01760507169263761,54.45181356024793,50,200,2026-04-04T00:16:22.275283
2026-04-03_20-07-03,64,-95.74922151465476,200,0,0.015144232602744119,63.0317380372777,50,200,2026-04-04T00:16:28.217576
2026-04-03_20-07-03,65,-1104.1738967694266,28,0,0.01523679452715237,64.35060217278468,50,200,2026-04-04T00:17:28.597666
2026-04-03_20-07-03,66,-99.94807689981074,200,0,0.014847677195736854,64.35060217278468,50,200,2026-04-04T00:17:33.172150
2026-04-03_20-07-03,67,-92.35647814597802,200,0,0.01566719731860802,60.8276253029822,50,200,2026-04-04T00:17:38.241177
2026-04-03_20-07-03,68,-103.34521029963896,200,0,0.014542338320164393,65.76473218982953,50,200,2026-04-04T00:17:42.142553
2026-04-03_20-07-03,69,-98.17098096200921,200,0,0.015002553017897154,63.655321851358195,50,200,2026-04-04T00:17:46.919348
2026-04-03_20-07-03,70,-82.24846100997685,200,0,0.016938902237140722,56.0357029044876,50,200,2026-04-04T00:17:51.763963
2026-04-03_20-07-03,71,-98.35942554111388,200,0,0.014840830370231983,64.38167441127949,50,200,2026-04-04T00:17:57.702380
2026-04-03_20-07-03,72,-103.14833393712101,200,0,0.014542338320164393,65.76473218982953,50,200,2026-04-04T00:18:01.869563
2026-04-03_20-07-03,73,-82.79981881100517,200,0,0.016834916333169702,56.4003546088143,50,200,2026-04-04T00:18:06.982374
2026-04-03_20-07-03,74,-166.7675033451887,200,0,0.015795905494282912,60.30754513325841,50,200,2026-04-04T00:18:10.833561
2026-04-03_20-07-03,75,-100.95638432819811,200,0,0.014840830370231983,64.38167441127949,50,200,2026-04-04T00:18:14.190994
2026-04-03_20-07-03,76,-100.2030719577599,200,0,0.014840830370231983,64.38167441127949,50,200,2026-04-04T00:18:18.451994
2026-04-03_20-07-03,77,-105.14362734530398,200,0,0.014395109419717729,66.46803743153546,50,200,2026-04-04T00:18:22.017035
2026-04-03_20-07-03,78,-127.92579018696983,200,0,0.016120221108337676,59.033888572581766,50,200,2026-04-04T00:18:27.660054
2026-04-03_20-07-03,79,-86.36309436584378,200,0,0.016200054488402352,58.728187440104094,50,200,2026-04-04T00:18:32.304795
2026-04-03_20-07-03,80,-99.92543958509296,200,0,0.014690933476920654,65.06919393998976,50,200,2026-04-04T00:18:37.738015
2026-04-03_20-07-03,81,-93.11774520108116,200,0,0.015762912443755845,60.440052945046304,50,200,2026-04-04T00:19:32.238793
2026-04-03_20-07-03,82,-100.19568691589346,200,0,0.014694251449008376,65.05382386916237,50,200,2026-04-04T00:19:37.256704
2026-04-03_20-07-03,83,-102.05301153409022,200,0,0.014395109419717729,66.46803743153546,50,200,2026-04-04T00:19:42.536324
2026-04-03_20-07-03,84,-86.62988354612555,200,0,0.01639112635551034,58.008620049092706,50,200,2026-04-04T00:19:47.928349
2026-04-03_20-07-03,85,-90.96622489490939,200,0,0.01600915083336377,59.464274989274024,50,200,2026-04-04T00:19:51.764949
2026-04-03_20-07-03,86,-102.44549323549995,200,0,0.014395109419717729,66.46803743153546,50,200,2026-04-04T00:19:56.714586
2026-04-03_20-07-03,87,-93.85311423594678,200,0,0.015158808383651329,62.96824596572466,50,200,2026-04-04T00:20:01.180209
2026-04-03_20-07-03,88,-79.48315295698356,200,0,0.01666423056308451,57.0087712549569,50,200,2026-04-04T00:20:07.876583
2026-04-03_20-07-03,89,-90.57917492687739,200,0,0.015297568801352924,62.369864518050704,50,200,2026-04-04T00:20:13.074949
