episode,episode_variant,controller,scenario_id,scenario_name,mode,frame_id,step,row,col,event_type,event_value
99,4,ppo_shield,stress_density,Stress Density,stereo,0040,11,12,9,shield_intervention,obstacle_risk
99,4,ppo_shield,stress_density,Stress Density,stereo,0040,12,13,9,shield_intervention,obstacle_risk
99,4,ppo_shield,stress_density,Stress Density,stereo,0040,13,14,9,shield_intervention,obstacle_risk
99,4,ppo_shield,stress_density,Stress Density,stereo,0040,14,15,9,shield_intervention,obstacle_risk
99,4,ppo_shield,stress_density,Stress Density,stereo,0040,15,16,9,shield_intervention,obstacle_risk
99,4,ppo_shield,stress_density,Stress Density,stereo,0040,16,17,9,shield_intervention,obstacle_risk
99,4,ppo_shield,stress_density,Stress Density,stereo,0040,17,18,9,shield_intervention,obstacle_risk
99,4,ppo_shield,stress_density,Stress Density,stereo,0040,18,19,9,shield_intervention,obstacle_risk
99,4,ppo_shield,stress_density,Stress Density,stereo,0040,19,20,9,shield_intervention,obstacle_risk
99,4,ppo_shield,stress_density,Stress Density,stereo,0040,20,21,9,shield_intervention,obstacle_risk
99,4,ppo_shield,stress_density,Stress Density,stereo,0040,21,22,9,shield_intervention,obstacle_risk
99,4,ppo_shield,stress_density,Stress Density,stereo,0040,22,23,9,shield_intervention,obstacle_risk
99,4,ppo_shield,stress_density,Stress Density,stereo,0040,23,24,9,shield_intervention,obstacle_risk
99,4,ppo_shield,stress_density,Stress Density,stereo,0040,24,25,9,shield_intervention,obstacle_risk
99,4,ppo_shield,stress_density,Stress Density,stereo,0040,25,26,9,shield_intervention,obstacle_risk
99,4,ppo_shield,stress_density,Stress Density,stereo,0040,26,27,9,shield_intervention,obstacle_risk
99,4,ppo_shield,stress_density,Stress Density,stereo,0040,27,28,9,shield_intervention,obstacle_risk
99,4,ppo_shield,stress_density,Stress Density,stereo,0040,28,29,9,shield_intervention,obstacle_risk
100,4,ppo_shield,stress_density,Stress Density,mono,0040,16,17,16,shield_intervention,lookahead_safer
100,4,ppo_shield,stress_density,Stress Density,mono,0040,17,18,15,shield_intervention,lookahead_safer
100,4,ppo_shield,stress_density,Stress Density,mono,0040,18,19,14,shield_intervention,lookahead_safer
100,4,ppo_shield,stress_density,Stress Density,mono,0040,20,21,14,shield_intervention,lookahead_safer
100,4,ppo_shield,stress_density,Stress Density,mono,0040,21,22,13,shield_intervention,lookahead_safer
100,4,ppo_shield,stress_density,Stress Density,mono,0040,22,23,12,shield_intervention,lookahead_safer
100,4,ppo_shield,stress_density,Stress Density,mono,0040,24,25,12,shield_intervention,lookahead_safer
100,4,ppo_shield,stress_density,Stress Density,mono,0040,25,26,11,shield_intervention,lookahead_safer
100,4,ppo_shield,stress_density,Stress Density,mono,0040,26,27,10,shield_intervention,lookahead_safer
100,4,ppo_shield,stress_density,Stress Density,mono,0040,28,29,10,shield_intervention,negative_progress
100,4,ppo_shield,stress_density,Stress Density,mono,0040,29,29,9,shield_intervention,obstacle_risk+negative_progress
