episode,episode_variant,controller,scenario_id,scenario_name,mode,frame_id,step,row,col,ppo_action,selected_action,action_confidence,shield_overrode,shield_reason,obstacle_risk,hazard_risk,combined_risk,distance_to_goal,progress,done,done_reason
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,31,33,33,3,3,0.9781650900840759,0,not_applied,0.0,0.3698052763938904,0.3698052763938904,13.92838827718412,1.303157934543698,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,32,34,34,3,3,0.9770370125770569,0,not_applied,0.1784336417913437,0.312241792678833,0.312241792678833,12.649110640673518,1.2792776365106011,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,33,35,35,3,3,0.9758751392364502,0,not_applied,0.47164350748062134,0.2355162501335144,0.47164350748062134,11.40175425099138,1.247356389682139,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,34,36,36,3,3,0.9746937155723572,0,not_applied,0.6990739703178406,0.1586948037147522,0.6990739703178406,10.198039027185569,1.2037152238058102,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,35,37,37,3,3,0.97344571352005,0,not_applied,0.5875771045684814,0.0955248773097992,0.5875771045684814,9.055385138137417,1.1426538890481517,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,36,38,38,3,3,0.972216784954071,0,not_applied,0.17650462687015533,0.051366761326789856,0.17650462687015533,8.0,1.0553851381374173,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,37,39,39,3,3,0.9709669947624207,0,not_applied,0.7378471493721008,0.024675153195858,0.7378471493721008,7.0710678118654755,0.9289321881345245,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,38,40,40,3,3,0.9697597622871399,0,not_applied,0.8294751644134521,0.010588866658508778,0.8294751644134521,6.324555320336759,0.7465124915287165,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,39,41,41,3,3,0.9687480330467224,0,not_applied,0.3742283284664154,0.004059298895299435,0.3742283284664154,5.830951894845301,0.4936034254914583,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,40,42,42,3,3,0.9678966999053955,0,not_applied,0.0,0.0013901591300964355,0.0013901591300964355,5.656854249492381,0.17409764535292016,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,41,43,43,3,3,0.967227578163147,0,not_applied,0.0,0.00042529471102170646,0.00042529471102170646,5.830951894845301,-0.17409764535292016,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,42,44,44,3,3,0.966685950756073,0,not_applied,0.0,0.00011623244790825993,0.00011623244790825993,6.324555320336759,-0.4936034254914583,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,43,45,45,3,3,0.9662588238716125,0,not_applied,0.48032405972480774,2.837766987795476e-05,0.48032405972480774,7.0710678118654755,-0.7465124915287165,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,44,46,46,3,3,0.966057300567627,0,not_applied,0.01774691417813301,6.189250143506797e-06,0.01774691417813301,8.0,-0.9289321881345245,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,45,47,47,3,3,0.9659799933433533,0,not_applied,0.10435956716537476,1.2058999345754273e-06,0.10435956716537476,9.055385138137417,-1.0553851381374173,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,46,48,48,3,3,0.9659227132797241,0,not_applied,0.9353779554367065,2.0989229199130932e-07,0.9353779554367065,10.198039027185569,-1.1426538890481517,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,47,49,49,3,3,0.9659170508384705,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,-1.2037152238058102,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,48,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,49,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,50,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,51,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,52,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,53,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,54,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,55,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,56,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,57,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,58,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,59,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,60,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,61,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,62,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,63,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,64,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,65,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,66,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,67,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,68,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,69,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,70,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,71,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,72,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,73,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,74,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,75,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,76,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,77,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,78,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,79,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,80,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,81,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,82,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,83,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,84,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,85,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,86,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,87,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,88,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,89,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,90,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,91,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,92,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,93,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,94,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,95,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,96,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,97,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,98,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,99,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,100,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,101,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,102,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,103,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,104,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,105,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,106,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,107,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,108,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,109,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,110,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,111,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,112,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,113,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,114,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,115,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,116,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,117,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,118,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,119,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,120,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,121,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,122,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,123,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,124,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,125,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,126,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,127,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,128,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,129,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,130,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,131,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,132,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,133,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
1,0,raw_ppo,baseline_open,Baseline Open,stereo,0020,134,49,49,3,3,0.9660108089447021,0,not_applied,0.06925153732299805,3.2635753655085864e-08,0.06925153732299805,11.40175425099138,0.0,0,
