run_id,method,episodes,success_rate,successes,avg_steps,std_steps,avg_path_len,avg_final_dist,avg_hazard_encounters,avg_total_reward,std_reward,avg_hazard_penalty,elapsed_time,grid,max_steps,encounter_threshold,termination_threshold,perception_noise,replan_frequency,confidence_decay,observation_radius,aerial_cell_px,timestamp_utc
2026-04-04_18-26-31,A*,50,0.94,47,60.16,19.65335594752204,81.01151072986154,0.43276455624408955,2.6,396.6837810838895,56.87368320648598,1.4845200449228286,699.2626659870148,50,200,0.2,0.9,0.0,8,0.95,2,8,2026-04-04T22:44:18.579841
2026-04-04_18-26-31,PPO,50,0.24,12,23.4,16.107141273360707,33.09259735953041,30.547012947258853,1.12,100.90177262326364,188.9383832930015,0.664667717218399,365.6070628166199,50,200,0.2,0.9,0.0,8,0.95,2,8,2026-04-04T22:44:18.579850
